eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,footprintWKT,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,eventRemarks,type,geodeticDatum
GoA2019_Stn58:neuston:N,GoA2019_Stn58:neuston,2019-03-13T00:00:00+00:00,49.767166700000004,-138.45583334999998,POINT  ( -138.45583335   49.7671667 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn58:neuston:P,GoA2019_Stn58:neuston,2019-03-13T00:00:00+00:00,49.767166700000004,-138.45583334999998,POINT  ( -138.45583335   49.7671667 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn58:neuston:F,GoA2019_Stn58:neuston,2019-03-13T00:00:00+00:00,49.767166700000004,-138.45583334999998,POINT  ( -138.45583335   49.7671667 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn58:neuston:Total,GoA2019_Stn58:neuston,2019-03-13T00:00:00+00:00,49.767166700000004,-138.45583334999998,POINT  ( -138.45583335   49.7671667 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn59:neuston:H,GoA2019_Stn59:neuston,2019-03-14T00:00:00+00:00,48.721999999999994,-138.34533335,POINT  ( -138.34533335   48.722 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn59:neuston:N,GoA2019_Stn59:neuston,2019-03-14T00:00:00+00:00,48.721999999999994,-138.34533335,POINT  ( -138.34533335   48.722 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn59:neuston:P,GoA2019_Stn59:neuston,2019-03-14T00:00:00+00:00,48.721999999999994,-138.34533335,POINT  ( -138.34533335   48.722 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn59:neuston:F,GoA2019_Stn59:neuston,2019-03-14T00:00:00+00:00,48.721999999999994,-138.34533335,POINT  ( -138.34533335   48.722 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn59:neuston:Total,GoA2019_Stn59:neuston,2019-03-14T00:00:00+00:00,48.721999999999994,-138.34533335,POINT  ( -138.34533335   48.722 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn60:neuston:H,GoA2019_Stn60:neuston,2019-03-14T00:00:00+00:00,48.70108335,-136.82175,POINT  ( -136.82175   48.70108335 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn60:neuston:N,GoA2019_Stn60:neuston,2019-03-14T00:00:00+00:00,48.70108335,-136.82175,POINT  ( -136.82175   48.70108335 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn60:neuston:P,GoA2019_Stn60:neuston,2019-03-14T00:00:00+00:00,48.70108335,-136.82175,POINT  ( -136.82175   48.70108335 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn60:neuston:F,GoA2019_Stn60:neuston,2019-03-14T00:00:00+00:00,48.70108335,-136.82175,POINT  ( -136.82175   48.70108335 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn60:neuston:Total,GoA2019_Stn60:neuston,2019-03-14T00:00:00+00:00,48.70108335,-136.82175,POINT  ( -136.82175   48.70108335 ),0, , ,plasticType,Event,EPSG:4326
GoA2019_Stn3:neuston:H:0.05-0.15,GoA2019_Stn3:neuston:H,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:N:0.05-0.15,GoA2019_Stn3:neuston:N,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:P:0.05-0.15,GoA2019_Stn3:neuston:P,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:F:0.05-0.15,GoA2019_Stn3:neuston:F,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:H:0.15-0.5,GoA2019_Stn3:neuston:H,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:N:0.15-0.5,GoA2019_Stn3:neuston:N,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:P:0.15-0.5,GoA2019_Stn3:neuston:P,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:F:0.15-0.5,GoA2019_Stn3:neuston:F,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:H:0.5-1.5,GoA2019_Stn3:neuston:H,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:N:0.5-1.5,GoA2019_Stn3:neuston:N,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:P:0.5-1.5,GoA2019_Stn3:neuston:P,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:F:0.5-1.5,GoA2019_Stn3:neuston:F,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:H:1.5-5,GoA2019_Stn3:neuston:H,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:N:1.5-5,GoA2019_Stn3:neuston:N,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:P:1.5-5,GoA2019_Stn3:neuston:P,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:F:1.5-5,GoA2019_Stn3:neuston:F,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:Total:0.05-0.15,GoA2019_Stn3:neuston:Total,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:Total:0.15-0.5,GoA2019_Stn3:neuston:Total,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:Total:0.5-1.5,GoA2019_Stn3:neuston:Total,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn3:neuston:Total:1.5-5,GoA2019_Stn3:neuston:Total,2019-02-20T00:00:00+00:00,47.5555,-137.07033335,POINT  ( -137.07033335   47.5555 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:H:0.05-0.15,GoA2019_Stn4:neuston:H,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:N:0.05-0.15,GoA2019_Stn4:neuston:N,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:P:0.05-0.15,GoA2019_Stn4:neuston:P,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:F:0.05-0.15,GoA2019_Stn4:neuston:F,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:H:0.15-0.5,GoA2019_Stn4:neuston:H,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:N:0.15-0.5,GoA2019_Stn4:neuston:N,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:P:0.15-0.5,GoA2019_Stn4:neuston:P,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:F:0.15-0.5,GoA2019_Stn4:neuston:F,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:H:0.5-1.5,GoA2019_Stn4:neuston:H,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:N:0.5-1.5,GoA2019_Stn4:neuston:N,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:P:0.5-1.5,GoA2019_Stn4:neuston:P,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:F:0.5-1.5,GoA2019_Stn4:neuston:F,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:H:1.5-5,GoA2019_Stn4:neuston:H,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:N:1.5-5,GoA2019_Stn4:neuston:N,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:P:1.5-5,GoA2019_Stn4:neuston:P,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:F:1.5-5,GoA2019_Stn4:neuston:F,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:Total:0.05-0.15,GoA2019_Stn4:neuston:Total,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:Total:0.15-0.5,GoA2019_Stn4:neuston:Total,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:Total:0.5-1.5,GoA2019_Stn4:neuston:Total,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn4:neuston:Total:1.5-5,GoA2019_Stn4:neuston:Total,2019-02-21T00:00:00+00:00,47.6800833,-138.30599999999998,POINT  ( -138.306   47.6800833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:H:0.05-0.15,GoA2019_Stn5:neuston:H,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:N:0.05-0.15,GoA2019_Stn5:neuston:N,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:P:0.05-0.15,GoA2019_Stn5:neuston:P,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:F:0.05-0.15,GoA2019_Stn5:neuston:F,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:H:0.15-0.5,GoA2019_Stn5:neuston:H,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:N:0.15-0.5,GoA2019_Stn5:neuston:N,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:P:0.15-0.5,GoA2019_Stn5:neuston:P,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:F:0.15-0.5,GoA2019_Stn5:neuston:F,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:H:0.5-1.5,GoA2019_Stn5:neuston:H,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:N:0.5-1.5,GoA2019_Stn5:neuston:N,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:P:0.5-1.5,GoA2019_Stn5:neuston:P,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:F:0.5-1.5,GoA2019_Stn5:neuston:F,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:H:1.5-5,GoA2019_Stn5:neuston:H,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:N:1.5-5,GoA2019_Stn5:neuston:N,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:P:1.5-5,GoA2019_Stn5:neuston:P,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:F:1.5-5,GoA2019_Stn5:neuston:F,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:Total:0.05-0.15,GoA2019_Stn5:neuston:Total,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:Total:0.15-0.5,GoA2019_Stn5:neuston:Total,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:Total:0.5-1.5,GoA2019_Stn5:neuston:Total,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn5:neuston:Total:1.5-5,GoA2019_Stn5:neuston:Total,2019-02-21T00:00:00+00:00,47.658583300000004,-139.84658335,POINT  ( -139.84658335   47.6585833 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:H:0.05-0.15,GoA2019_Stn6:neuston:H,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:N:0.05-0.15,GoA2019_Stn6:neuston:N,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:P:0.05-0.15,GoA2019_Stn6:neuston:P,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:F:0.05-0.15,GoA2019_Stn6:neuston:F,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:H:0.15-0.5,GoA2019_Stn6:neuston:H,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:N:0.15-0.5,GoA2019_Stn6:neuston:N,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:P:0.15-0.5,GoA2019_Stn6:neuston:P,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:F:0.15-0.5,GoA2019_Stn6:neuston:F,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:H:0.5-1.5,GoA2019_Stn6:neuston:H,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:N:0.5-1.5,GoA2019_Stn6:neuston:N,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:P:0.5-1.5,GoA2019_Stn6:neuston:P,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:F:0.5-1.5,GoA2019_Stn6:neuston:F,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:H:1.5-5,GoA2019_Stn6:neuston:H,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:N:1.5-5,GoA2019_Stn6:neuston:N,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:P:1.5-5,GoA2019_Stn6:neuston:P,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:F:1.5-5,GoA2019_Stn6:neuston:F,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:Total:0.05-0.15,GoA2019_Stn6:neuston:Total,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:Total:0.15-0.5,GoA2019_Stn6:neuston:Total,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:Total:0.5-1.5,GoA2019_Stn6:neuston:Total,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn6:neuston:Total:1.5-5,GoA2019_Stn6:neuston:Total,2019-02-22T00:00:00+00:00,47.56766665,-141.57733335,POINT  ( -141.57733335   47.56766665 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:H:0.05-0.15,GoA2019_Stn7:neuston:H,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:N:0.05-0.15,GoA2019_Stn7:neuston:N,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:P:0.05-0.15,GoA2019_Stn7:neuston:P,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:F:0.05-0.15,GoA2019_Stn7:neuston:F,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:H:0.15-0.5,GoA2019_Stn7:neuston:H,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:N:0.15-0.5,GoA2019_Stn7:neuston:N,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:P:0.15-0.5,GoA2019_Stn7:neuston:P,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:F:0.15-0.5,GoA2019_Stn7:neuston:F,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:H:0.5-1.5,GoA2019_Stn7:neuston:H,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:N:0.5-1.5,GoA2019_Stn7:neuston:N,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:P:0.5-1.5,GoA2019_Stn7:neuston:P,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:F:0.5-1.5,GoA2019_Stn7:neuston:F,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:H:1.5-5,GoA2019_Stn7:neuston:H,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:N:1.5-5,GoA2019_Stn7:neuston:N,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:P:1.5-5,GoA2019_Stn7:neuston:P,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:F:1.5-5,GoA2019_Stn7:neuston:F,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:Total:0.05-0.15,GoA2019_Stn7:neuston:Total,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:Total:0.15-0.5,GoA2019_Stn7:neuston:Total,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:Total:0.5-1.5,GoA2019_Stn7:neuston:Total,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn7:neuston:Total:1.5-5,GoA2019_Stn7:neuston:Total,2019-02-22T00:00:00+00:00,47.61983335,-143.18066665,POINT  ( -143.18066665   47.61983335 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:H:0.05-0.15,GoA2019_Stn8:neuston:H,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:N:0.05-0.15,GoA2019_Stn8:neuston:N,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:P:0.05-0.15,GoA2019_Stn8:neuston:P,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:F:0.05-0.15,GoA2019_Stn8:neuston:F,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:H:0.15-0.5,GoA2019_Stn8:neuston:H,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:N:0.15-0.5,GoA2019_Stn8:neuston:N,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:P:0.15-0.5,GoA2019_Stn8:neuston:P,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
GoA2019_Stn8:neuston:F:0.15-0.5,GoA2019_Stn8:neuston:F,2019-02-23T00:00:00+00:00,47.67425,-144.66500000000002,POINT  ( -144.665   47.67425 ),0, , ,sizeRange,Event,EPSG:4326
