measurementID,eventID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementRemarks
GoA2019_Stn5:cast1:niskin:5:P8:Ctot,GoA2019_Stn5:cast1:niskin:5:P8,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,110.027506226184,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn5:cast1:niskin:5:P8:d15N,GoA2019_Stn5:cast1:niskin:5:P8,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.68346312856124,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn5:cast1:niskin:5:P8:Ntot,GoA2019_Stn5:cast1:niskin:5:P8,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,19.3199980269922,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn6:cast1:niskin:5:P10:vol,GoA2019_Stn6:cast1:niskin:5:P10,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn6:cast1:niskin:5:P10:acid,GoA2019_Stn6:cast1:niskin:5:P10,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn6:cast1:niskin:5:P10:d13C,GoA2019_Stn6:cast1:niskin:5:P10,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.5627991908169,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn6:cast1:niskin:5:P10:Ctot,GoA2019_Stn6:cast1:niskin:5:P10,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,116.961842059582,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn6:cast1:niskin:5:P10:d15N,GoA2019_Stn6:cast1:niskin:5:P10,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,5.57633073612612,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn6:cast1:niskin:5:P10:Ntot,GoA2019_Stn6:cast1:niskin:5:P10,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,22.10782443379,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn6:cast1:niskin:5:P9:vol,GoA2019_Stn6:cast1:niskin:5:P9,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn6:cast1:niskin:5:P9:acid,GoA2019_Stn6:cast1:niskin:5:P9,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn6:cast1:niskin:5:P9:d13C,GoA2019_Stn6:cast1:niskin:5:P9,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-23.8698943455339,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn6:cast1:niskin:5:P9:Ctot,GoA2019_Stn6:cast1:niskin:5:P9,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,138.8072150326,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn6:cast1:niskin:5:P9:d15N,GoA2019_Stn6:cast1:niskin:5:P9,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,5.02521965334172,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn6:cast1:niskin:5:P9:Ntot,GoA2019_Stn6:cast1:niskin:5:P9,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,21.437363745677,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn8:cast1:niskin:5:P13:vol,GoA2019_Stn8:cast1:niskin:5:P13,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn8:cast1:niskin:5:P13:acid,GoA2019_Stn8:cast1:niskin:5:P13,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn8:cast1:niskin:5:P13:d13C,GoA2019_Stn8:cast1:niskin:5:P13,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-24.5827325892942,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn8:cast1:niskin:5:P13:Ctot,GoA2019_Stn8:cast1:niskin:5:P13,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,156.668600936319,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn8:cast1:niskin:5:P13:d15N,GoA2019_Stn8:cast1:niskin:5:P13,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.72877034367042,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn8:cast1:niskin:5:P13:Ntot,GoA2019_Stn8:cast1:niskin:5:P13,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,30.741427245757,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn8:cast1:niskin:5:P14:vol,GoA2019_Stn8:cast1:niskin:5:P14,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn8:cast1:niskin:5:P14:acid,GoA2019_Stn8:cast1:niskin:5:P14,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn8:cast1:niskin:5:P14:d13C,GoA2019_Stn8:cast1:niskin:5:P14,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.5395954675744,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn8:cast1:niskin:5:P14:Ctot,GoA2019_Stn8:cast1:niskin:5:P14,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,143.362212506785,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn8:cast1:niskin:5:P14:d15N,GoA2019_Stn8:cast1:niskin:5:P14,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.62816960503881,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn8:cast1:niskin:5:P14:Ntot,GoA2019_Stn8:cast1:niskin:5:P14,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,25.7898187193194,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn7:cast1:niskin:5:P11:vol,GoA2019_Stn7:cast1:niskin:5:P11,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn7:cast1:niskin:5:P11:acid,GoA2019_Stn7:cast1:niskin:5:P11,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn7:cast1:niskin:5:P11:d13C,GoA2019_Stn7:cast1:niskin:5:P11,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-23.6946101606705,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn7:cast1:niskin:5:P11:Ctot,GoA2019_Stn7:cast1:niskin:5:P11,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,137.31146464436,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn7:cast1:niskin:5:P11:d15N,GoA2019_Stn7:cast1:niskin:5:P11,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,4.67134707144628,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn7:cast1:niskin:5:P11:Ntot,GoA2019_Stn7:cast1:niskin:5:P11,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,23.2451948637622,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn7:cast1:niskin:5:P12:vol,GoA2019_Stn7:cast1:niskin:5:P12,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn7:cast1:niskin:5:P12:acid,GoA2019_Stn7:cast1:niskin:5:P12,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn7:cast1:niskin:5:P12:d13C,GoA2019_Stn7:cast1:niskin:5:P12,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.6737814239343,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn7:cast1:niskin:5:P12:Ctot,GoA2019_Stn7:cast1:niskin:5:P12,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,139.064638143711,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn7:cast1:niskin:5:P12:d15N,GoA2019_Stn7:cast1:niskin:5:P12,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.62235395129419,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn7:cast1:niskin:5:P12:Ntot,GoA2019_Stn7:cast1:niskin:5:P12,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,23.4927026509497,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn9:cast1:niskin:5:P15:vol,GoA2019_Stn9:cast1:niskin:5:P15,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn9:cast1:niskin:5:P15:acid,GoA2019_Stn9:cast1:niskin:5:P15,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn9:cast1:niskin:5:P15:d13C,GoA2019_Stn9:cast1:niskin:5:P15,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-24.6975513015429,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn9:cast1:niskin:5:P15:Ctot,GoA2019_Stn9:cast1:niskin:5:P15,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,181.875446309525,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn9:cast1:niskin:5:P15:d15N,GoA2019_Stn9:cast1:niskin:5:P15,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.95343564936267,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn9:cast1:niskin:5:P15:Ntot,GoA2019_Stn9:cast1:niskin:5:P15,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,29.2541099564305,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn9:cast1:niskin:5:P16:vol,GoA2019_Stn9:cast1:niskin:5:P16,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn9:cast1:niskin:5:P16:acid,GoA2019_Stn9:cast1:niskin:5:P16,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn9:cast1:niskin:5:P16:d13C,GoA2019_Stn9:cast1:niskin:5:P16,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.9593106071073,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn9:cast1:niskin:5:P16:Ctot,GoA2019_Stn9:cast1:niskin:5:P16,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,168.512011310967,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn9:cast1:niskin:5:P16:d15N,GoA2019_Stn9:cast1:niskin:5:P16,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.45230653809628,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn9:cast1:niskin:5:P16:Ntot,GoA2019_Stn9:cast1:niskin:5:P16,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,46.1493896457906,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn10:cast1:niskin:5:P17:vol,GoA2019_Stn10:cast1:niskin:5:P17,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn10:cast1:niskin:5:P17:acid,GoA2019_Stn10:cast1:niskin:5:P17,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn10:cast1:niskin:5:P17:d13C,GoA2019_Stn10:cast1:niskin:5:P17,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-24.8922409907042,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn10:cast1:niskin:5:P17:Ctot,GoA2019_Stn10:cast1:niskin:5:P17,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,152.615253890545,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn10:cast1:niskin:5:P17:d15N,GoA2019_Stn10:cast1:niskin:5:P17,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,4.04769221689063,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn10:cast1:niskin:5:P17:Ntot,GoA2019_Stn10:cast1:niskin:5:P17,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,22.4512021886459,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn10:cast1:niskin:5:P18:vol,GoA2019_Stn10:cast1:niskin:5:P18,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn10:cast1:niskin:5:P18:acid,GoA2019_Stn10:cast1:niskin:5:P18,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn10:cast1:niskin:5:P18:d13C,GoA2019_Stn10:cast1:niskin:5:P18,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.7355890644841,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn10:cast1:niskin:5:P18:Ctot,GoA2019_Stn10:cast1:niskin:5:P18,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,142.617573973394,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn10:cast1:niskin:5:P18:d15N,GoA2019_Stn10:cast1:niskin:5:P18,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.16551614400634,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn10:cast1:niskin:5:P18:Ntot,GoA2019_Stn10:cast1:niskin:5:P18,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,26.0505494300815,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn11:cast1:niskin:5:P19:vol,GoA2019_Stn11:cast1:niskin:5:P19,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn11:cast1:niskin:5:P19:acid,GoA2019_Stn11:cast1:niskin:5:P19,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn11:cast1:niskin:5:P19:d13C,GoA2019_Stn11:cast1:niskin:5:P19,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-24.8397919932451,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn11:cast1:niskin:5:P19:Ctot,GoA2019_Stn11:cast1:niskin:5:P19,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,131.78358945323,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn11:cast1:niskin:5:P19:d15N,GoA2019_Stn11:cast1:niskin:5:P19,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.64853837350235,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn11:cast1:niskin:5:P19:Ntot,GoA2019_Stn11:cast1:niskin:5:P19,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,20.7376643206241,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn11:cast1:niskin:5:P20:vol,GoA2019_Stn11:cast1:niskin:5:P20,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn11:cast1:niskin:5:P20:acid,GoA2019_Stn11:cast1:niskin:5:P20,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn11:cast1:niskin:5:P20:d13C,GoA2019_Stn11:cast1:niskin:5:P20,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.3272015498871,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn11:cast1:niskin:5:P20:Ctot,GoA2019_Stn11:cast1:niskin:5:P20,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,111.963130318375,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn11:cast1:niskin:5:P20:d15N,GoA2019_Stn11:cast1:niskin:5:P20,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.61673800990798,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn11:cast1:niskin:5:P20:Ntot,GoA2019_Stn11:cast1:niskin:5:P20,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,21.682905719383,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn12:cast1:niskin:5:P21:vol,GoA2019_Stn12:cast1:niskin:5:P21,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn12:cast1:niskin:5:P21:acid,GoA2019_Stn12:cast1:niskin:5:P21,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn12:cast1:niskin:5:P21:d13C,GoA2019_Stn12:cast1:niskin:5:P21,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-24.3238407302522,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn12:cast1:niskin:5:P21:Ctot,GoA2019_Stn12:cast1:niskin:5:P21,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,124.347802102759,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn12:cast1:niskin:5:P21:d15N,GoA2019_Stn12:cast1:niskin:5:P21,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.60937017206494,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn12:cast1:niskin:5:P21:Ntot,GoA2019_Stn12:cast1:niskin:5:P21,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,19.6997189620759,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn12:cast1:niskin:5:P22:vol,GoA2019_Stn12:cast1:niskin:5:P22,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn12:cast1:niskin:5:P22:acid,GoA2019_Stn12:cast1:niskin:5:P22,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn12:cast1:niskin:5:P22:d13C,GoA2019_Stn12:cast1:niskin:5:P22,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.19252698202,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn12:cast1:niskin:5:P22:Ctot,GoA2019_Stn12:cast1:niskin:5:P22,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,109.899883586889,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn12:cast1:niskin:5:P22:d15N,GoA2019_Stn12:cast1:niskin:5:P22,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,-0.549954366318399,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn12:cast1:niskin:5:P22:Ntot,GoA2019_Stn12:cast1:niskin:5:P22,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,20.645527227924,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn13:cast1:niskin:5:P23:vol,GoA2019_Stn13:cast1:niskin:5:P23,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn13:cast1:niskin:5:P23:acid,GoA2019_Stn13:cast1:niskin:5:P23,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn13:cast1:niskin:5:P23:d13C,GoA2019_Stn13:cast1:niskin:5:P23,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.8294453390278,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn13:cast1:niskin:5:P23:Ctot,GoA2019_Stn13:cast1:niskin:5:P23,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,103.990034859391,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn13:cast1:niskin:5:P23:d15N,GoA2019_Stn13:cast1:niskin:5:P23,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.90024625508781,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn13:cast1:niskin:5:P23:Ntot,GoA2019_Stn13:cast1:niskin:5:P23,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,42.5088903826947,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn13:cast1:niskin:5:P24:vol,GoA2019_Stn13:cast1:niskin:5:P24,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn13:cast1:niskin:5:P24:acid,GoA2019_Stn13:cast1:niskin:5:P24,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn13:cast1:niskin:5:P24:d13C,GoA2019_Stn13:cast1:niskin:5:P24,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.1585376562514,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn13:cast1:niskin:5:P24:Ctot,GoA2019_Stn13:cast1:niskin:5:P24,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,107.182999626614,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn13:cast1:niskin:5:P24:d15N,GoA2019_Stn13:cast1:niskin:5:P24,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,0.973393664037562,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn13:cast1:niskin:5:P24:Ntot,GoA2019_Stn13:cast1:niskin:5:P24,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,20.9135886923966,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn14:cast1:niskin:5:P25:vol,GoA2019_Stn14:cast1:niskin:5:P25,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn14:cast1:niskin:5:P25:acid,GoA2019_Stn14:cast1:niskin:5:P25,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn14:cast1:niskin:5:P25:d13C,GoA2019_Stn14:cast1:niskin:5:P25,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-23.9118844116239,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn14:cast1:niskin:5:P25:Ctot,GoA2019_Stn14:cast1:niskin:5:P25,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,120.510562036964,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn14:cast1:niskin:5:P25:d15N,GoA2019_Stn14:cast1:niskin:5:P25,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.94529126178111,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn14:cast1:niskin:5:P25:Ntot,GoA2019_Stn14:cast1:niskin:5:P25,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,18.658120319209,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn14:cast1:niskin:5:P26:vol,GoA2019_Stn14:cast1:niskin:5:P26,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn14:cast1:niskin:5:P26:acid,GoA2019_Stn14:cast1:niskin:5:P26,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn14:cast1:niskin:5:P26:d13C,GoA2019_Stn14:cast1:niskin:5:P26,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.459092599206,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn14:cast1:niskin:5:P26:Ctot,GoA2019_Stn14:cast1:niskin:5:P26,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,100.311596621047,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
