measurementID,eventID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementRemarks
GoA2019_Stn14:cast1:niskin:5:P26:d15N,GoA2019_Stn14:cast1:niskin:5:P26,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.38634541910454,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn14:cast1:niskin:5:P26:Ntot,GoA2019_Stn14:cast1:niskin:5:P26,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,18.0491998283711,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn15:cast1:niskin:5:P27:vol,GoA2019_Stn15:cast1:niskin:5:P27,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn15:cast1:niskin:5:P27:acid,GoA2019_Stn15:cast1:niskin:5:P27,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn15:cast1:niskin:5:P27:d13C,GoA2019_Stn15:cast1:niskin:5:P27,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.2011778958407,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn15:cast1:niskin:5:P27:Ctot,GoA2019_Stn15:cast1:niskin:5:P27,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,117.323642833424,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn15:cast1:niskin:5:P27:d15N,GoA2019_Stn15:cast1:niskin:5:P27,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.07573882080293,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn15:cast1:niskin:5:P27:Ntot,GoA2019_Stn15:cast1:niskin:5:P27,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,20.8627404115999,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn15:cast1:niskin:5:P28:vol,GoA2019_Stn15:cast1:niskin:5:P28,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn15:cast1:niskin:5:P28:acid,GoA2019_Stn15:cast1:niskin:5:P28,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn15:cast1:niskin:5:P28:d13C,GoA2019_Stn15:cast1:niskin:5:P28,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.6337869494787,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn15:cast1:niskin:5:P28:Ctot,GoA2019_Stn15:cast1:niskin:5:P28,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,137.766488064635,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn15:cast1:niskin:5:P28:d15N,GoA2019_Stn15:cast1:niskin:5:P28,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.89321005072475,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn15:cast1:niskin:5:P28:Ntot,GoA2019_Stn15:cast1:niskin:5:P28,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,40.548050678121,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn16:cast1:niskin:5:P29:vol,GoA2019_Stn16:cast1:niskin:5:P29,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn16:cast1:niskin:5:P29:acid,GoA2019_Stn16:cast1:niskin:5:P29,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn16:cast1:niskin:5:P29:d13C,GoA2019_Stn16:cast1:niskin:5:P29,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.3351759471605,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn16:cast1:niskin:5:P29:Ctot,GoA2019_Stn16:cast1:niskin:5:P29,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,102.233831514491,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn16:cast1:niskin:5:P29:d15N,GoA2019_Stn16:cast1:niskin:5:P29,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.93048223565768,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn16:cast1:niskin:5:P29:Ntot,GoA2019_Stn16:cast1:niskin:5:P29,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,30.4177051168134,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn16:cast1:niskin:5:P30:vol,GoA2019_Stn16:cast1:niskin:5:P30,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn16:cast1:niskin:5:P30:acid,GoA2019_Stn16:cast1:niskin:5:P30,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn16:cast1:niskin:5:P30:d13C,GoA2019_Stn16:cast1:niskin:5:P30,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.2585243165969,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn16:cast1:niskin:5:P30:Ctot,GoA2019_Stn16:cast1:niskin:5:P30,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,118.062974551952,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn16:cast1:niskin:5:P30:d15N,GoA2019_Stn16:cast1:niskin:5:P30,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.89288466074953,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn16:cast1:niskin:5:P30:Ntot,GoA2019_Stn16:cast1:niskin:5:P30,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,41.3124941635578,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn17:cast1:niskin:5:P31:vol,GoA2019_Stn17:cast1:niskin:5:P31,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn17:cast1:niskin:5:P31:acid,GoA2019_Stn17:cast1:niskin:5:P31,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn17:cast1:niskin:5:P31:d13C,GoA2019_Stn17:cast1:niskin:5:P31,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.85256928515,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn17:cast1:niskin:5:P31:Ctot,GoA2019_Stn17:cast1:niskin:5:P31,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,346.125734593926,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn17:cast1:niskin:5:P31:d15N,GoA2019_Stn17:cast1:niskin:5:P31,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.50181163610767,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn17:cast1:niskin:5:P31:Ntot,GoA2019_Stn17:cast1:niskin:5:P31,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,19.5678433091627,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn17:cast1:niskin:5:P32:vol,GoA2019_Stn17:cast1:niskin:5:P32,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn17:cast1:niskin:5:P32:acid,GoA2019_Stn17:cast1:niskin:5:P32,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn17:cast1:niskin:5:P32:d13C,GoA2019_Stn17:cast1:niskin:5:P32,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-25.9831756500241,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn17:cast1:niskin:5:P32:Ctot,GoA2019_Stn17:cast1:niskin:5:P32,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,102.283931096824,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn17:cast1:niskin:5:P32:d15N,GoA2019_Stn17:cast1:niskin:5:P32,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.03832635320954,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn17:cast1:niskin:5:P32:Ntot,GoA2019_Stn17:cast1:niskin:5:P32,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,30.7158111034192,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn18:cast1:niskin:5:P33:vol,GoA2019_Stn18:cast1:niskin:5:P33,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn18:cast1:niskin:5:P33:acid,GoA2019_Stn18:cast1:niskin:5:P33,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn18:cast1:niskin:5:P33:d13C,GoA2019_Stn18:cast1:niskin:5:P33,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.3162684738683,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn18:cast1:niskin:5:P33:Ctot,GoA2019_Stn18:cast1:niskin:5:P33,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,132.13044124583,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn18:cast1:niskin:5:P33:d15N,GoA2019_Stn18:cast1:niskin:5:P33,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.27282808707842,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn18:cast1:niskin:5:P33:Ntot,GoA2019_Stn18:cast1:niskin:5:P33,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,33.9030676687691,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn18:cast1:niskin:5:P34:vol,GoA2019_Stn18:cast1:niskin:5:P34,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn18:cast1:niskin:5:P34:acid,GoA2019_Stn18:cast1:niskin:5:P34,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn18:cast1:niskin:5:P34:d13C,GoA2019_Stn18:cast1:niskin:5:P34,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.0011574285332,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn18:cast1:niskin:5:P34:Ctot,GoA2019_Stn18:cast1:niskin:5:P34,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,123.322800947677,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn18:cast1:niskin:5:P34:d15N,GoA2019_Stn18:cast1:niskin:5:P34,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.25491878054907,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn18:cast1:niskin:5:P34:Ntot,GoA2019_Stn18:cast1:niskin:5:P34,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,18.7036846739934,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn19:cast1:niskin:5:P35:vol,GoA2019_Stn19:cast1:niskin:5:P35,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn19:cast1:niskin:5:P35:acid,GoA2019_Stn19:cast1:niskin:5:P35,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn19:cast1:niskin:5:P35:d13C,GoA2019_Stn19:cast1:niskin:5:P35,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.7288963616353,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn19:cast1:niskin:5:P35:Ctot,GoA2019_Stn19:cast1:niskin:5:P35,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,130.33114070513,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn19:cast1:niskin:5:P35:d15N,GoA2019_Stn19:cast1:niskin:5:P35,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.61612427355681,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn19:cast1:niskin:5:P35:Ntot,GoA2019_Stn19:cast1:niskin:5:P35,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,19.1451354588117,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn19:cast1:niskin:5:P36:vol,GoA2019_Stn19:cast1:niskin:5:P36,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn19:cast1:niskin:5:P36:acid,GoA2019_Stn19:cast1:niskin:5:P36,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn19:cast1:niskin:5:P36:d13C,GoA2019_Stn19:cast1:niskin:5:P36,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.9985712209878,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn19:cast1:niskin:5:P36:Ctot,GoA2019_Stn19:cast1:niskin:5:P36,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,108.561536762392,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn19:cast1:niskin:5:P36:d15N,GoA2019_Stn19:cast1:niskin:5:P36,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.48268499419807,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn19:cast1:niskin:5:P36:Ntot,GoA2019_Stn19:cast1:niskin:5:P36,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,29.0335074373084,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn20:cast1:niskin:5:P37:vol,GoA2019_Stn20:cast1:niskin:5:P37,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn20:cast1:niskin:5:P37:acid,GoA2019_Stn20:cast1:niskin:5:P37,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn20:cast1:niskin:5:P37:d13C,GoA2019_Stn20:cast1:niskin:5:P37,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.0270647642844,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn20:cast1:niskin:5:P37:Ctot,GoA2019_Stn20:cast1:niskin:5:P37,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,107.936012900931,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn20:cast1:niskin:5:P37:d15N,GoA2019_Stn20:cast1:niskin:5:P37,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.25582365642885,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn20:cast1:niskin:5:P37:Ntot,GoA2019_Stn20:cast1:niskin:5:P37,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,49.3947777431804,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn20:cast1:niskin:5:P38:vol,GoA2019_Stn20:cast1:niskin:5:P38,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn20:cast1:niskin:5:P38:acid,GoA2019_Stn20:cast1:niskin:5:P38,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn20:cast1:niskin:5:P38:d13C,GoA2019_Stn20:cast1:niskin:5:P38,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.7746425195514,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn20:cast1:niskin:5:P38:Ctot,GoA2019_Stn20:cast1:niskin:5:P38,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,90.9166381747214,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 100ugC
GoA2019_Stn20:cast1:niskin:5:P38:d15N,GoA2019_Stn20:cast1:niskin:5:P38,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,1.12514171379652,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn20:cast1:niskin:5:P38:Ntot,GoA2019_Stn20:cast1:niskin:5:P38,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,44.4354791131178,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn21:cast1:niskin:5:P39:vol,GoA2019_Stn21:cast1:niskin:5:P39,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn21:cast1:niskin:5:P39:acid,GoA2019_Stn21:cast1:niskin:5:P39,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn21:cast1:niskin:5:P39:d13C,GoA2019_Stn21:cast1:niskin:5:P39,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.1110631090353,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn21:cast1:niskin:5:P39:Ctot,GoA2019_Stn21:cast1:niskin:5:P39,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,135.685635669386,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn21:cast1:niskin:5:P39:d15N,GoA2019_Stn21:cast1:niskin:5:P39,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.90103835442512,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn21:cast1:niskin:5:P39:Ntot,GoA2019_Stn21:cast1:niskin:5:P39,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,18.1608975245728,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn21:cast1:niskin:5:P40:vol,GoA2019_Stn21:cast1:niskin:5:P40,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn21:cast1:niskin:5:P40:acid,GoA2019_Stn21:cast1:niskin:5:P40,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn21:cast1:niskin:5:P40:d13C,GoA2019_Stn21:cast1:niskin:5:P40,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.2578566606423,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn21:cast1:niskin:5:P40:Ctot,GoA2019_Stn21:cast1:niskin:5:P40,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,129.452287040419,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn21:cast1:niskin:5:P40:d15N,GoA2019_Stn21:cast1:niskin:5:P40,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.28863130920383,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn21:cast1:niskin:5:P40:Ntot,GoA2019_Stn21:cast1:niskin:5:P40,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,35.0271618392998,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn22:cast1:niskin:5:P41:vol,GoA2019_Stn22:cast1:niskin:5:P41,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn22:cast1:niskin:5:P41:acid,GoA2019_Stn22:cast1:niskin:5:P41,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn22:cast1:niskin:5:P41:d13C,GoA2019_Stn22:cast1:niskin:5:P41,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-26.1821621834402,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn22:cast1:niskin:5:P41:Ctot,GoA2019_Stn22:cast1:niskin:5:P41,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,120.640639238278,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn22:cast1:niskin:5:P41:d15N,GoA2019_Stn22:cast1:niskin:5:P41,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,3.94166116174257,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn22:cast1:niskin:5:P41:Ntot,GoA2019_Stn22:cast1:niskin:5:P41,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,17.1087451770365,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn22:cast1:niskin:5:P42:vol,GoA2019_Stn22:cast1:niskin:5:P42,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn22:cast1:niskin:5:P42:acid,GoA2019_Stn22:cast1:niskin:5:P42,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn22:cast1:niskin:5:P42:d13C,GoA2019_Stn22:cast1:niskin:5:P42,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-27.1754511852332,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn22:cast1:niskin:5:P42:Ctot,GoA2019_Stn22:cast1:niskin:5:P42,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,88.1596966038744,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 100ugC
GoA2019_Stn22:cast1:niskin:5:P42:d15N,GoA2019_Stn22:cast1:niskin:5:P42,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,2.6653133312569,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn22:cast1:niskin:5:P42:Ntot,GoA2019_Stn22:cast1:niskin:5:P42,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,26.157245318409,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn23:cast1:niskin:5:P43:vol,GoA2019_Stn23:cast1:niskin:5:P43,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn23:cast1:niskin:5:P43:acid,GoA2019_Stn23:cast1:niskin:5:P43,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,no,NA,NA,NA
GoA2019_Stn23:cast1:niskin:5:P43:d13C,GoA2019_Stn23:cast1:niskin:5:P43,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-23.9647027622765,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn23:cast1:niskin:5:P43:Ctot,GoA2019_Stn23:cast1:niskin:5:P43,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,121.139267686386,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
GoA2019_Stn23:cast1:niskin:5:P43:d15N,GoA2019_Stn23:cast1:niskin:5:P43,d15N_air,http://vocab.nerc.ac.uk/collection/P01/current/D15NOPXX/,4.93062279534009,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn23:cast1:niskin:5:P43:Ntot,GoA2019_Stn23:cast1:niskin:5:P43,total_N,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,18.0052912318955,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Precision decreases for samples containing less than 20ugN
GoA2019_Stn23:cast1:niskin:5:P44:vol,GoA2019_Stn23:cast1:niskin:5:P44,volume_filtered,http://vocab.nerc.ac.uk/collection/S03/current/S0393/,2000,mL,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,NA
GoA2019_Stn23:cast1:niskin:5:P44:acid,GoA2019_Stn23:cast1:niskin:5:P44,acidified,http://vocab.nerc.ac.uk/collection/S03/current/S0366,yes,NA,NA,NA
GoA2019_Stn23:cast1:niskin:5:P44:d13C,GoA2019_Stn23:cast1:niskin:5:P44,d13C_VPDB,http://vocab.nerc.ac.uk/collection/P01/current/D13COPXX/,-28.2859889009877,ppt,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,NA
GoA2019_Stn23:cast1:niskin:5:P44:Ctot,GoA2019_Stn23:cast1:niskin:5:P44,total_C,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP011/,109.494703193479,ug,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,NA
