eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumDepthInMetres,maximumDepthInMetres,eventRemarks,type,geodeticDatum
GoA2019,NA,NA,NA,NA,NA,NA,NA,cruise,Event,EPSG:4326
GoA2019_Stn1,GoA2019,2019-02-18T21:30:00Z,48.30116666666667,-128.522666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn2,GoA2019,2019-02-19T07:05:00Z,48.18333333333333,-129.916666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn3,GoA2019,2019-02-21T08:21:00Z,47.666666666666664,-136.996666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn4,GoA2019,2019-02-21T18:30:00Z,47.66166666666667,-138.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn5,GoA2019,2019-02-22T07:00:00Z,47.666666666666664,-140,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn6,GoA2019,2019-02-22T18:00:00Z,47.66616666666667,-141.4985,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn8,GoA2019,2019-02-22T23:45:00Z,47.67016666666667,-144.4955,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn7,GoA2019,2019-02-23T03:20:00Z,47.666666666666664,-143,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn9,GoA2019,2019-02-23T20:15:00Z,47.66616666666667,-145.865666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn10,GoA2019,2019-02-24T04:50:00Z,47.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn11,GoA2019,2019-02-24T14:05:00Z,48.6675,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn12,GoA2019,2019-02-24T23:15:00Z,49.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn13,GoA2019,2019-02-25T08:36:00Z,50.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn14,GoA2019,2019-02-25T17:15:00Z,51.66566666666667,-147.501333333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn15,GoA2019,2019-02-26T01:30:00Z,52.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn16,GoA2019,2019-02-26T09:25:00Z,53.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn17,GoA2019,2019-02-26T17:45:00Z,54.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn18,GoA2019,2019-02-27T02:30:00Z,55.66833333333334,-147.4995,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn19,GoA2019,2019-02-27T10:27:00Z,56.666666666666664,-147.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn20,GoA2019,2019-02-27T18:15:00Z,56.66733333333333,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn21,GoA2019,2019-02-28T01:50:00Z,56.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn22,GoA2019,2019-02-28T09:05:00Z,56.666666666666664,-143,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn23,GoA2019,2019-02-28T17:23:00Z,55.666666666666664,-142.997666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn24,GoA2019,2019-03-01T01:15:00Z,55.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn25,GoA2019,2019-03-01T08:30:00Z,55.666666666666664,-145.996833333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn26,GoA2019,2019-03-01T16:40:00Z,54.669333333333334,-145.986,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn27,GoA2019,2019-03-02T00:50:00Z,53.666666666666664,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn28,GoA2019,2019-03-02T08:40:00Z,52.66833333333334,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn29,GoA2019,2019-03-02T16:45:00Z,51.66716666666667,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn30,GoA2019,2019-03-03T01:05:00Z,50.666666666666664,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn31,GoA2019,2019-03-03T08:50:00Z,49.666666666666664,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn32,GoA2019,2019-03-03T17:35:00Z,48.666666666666664,-146,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn33,GoA2019,2019-03-04T01:45:00Z,48.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn34,GoA2019,2019-03-04T09:45:00Z,49.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn35,GoA2019,2019-03-04T18:17:00Z,50.667833333333334,-144.506666666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn36,GoA2019,2019-03-05T02:25:00Z,51.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn37,GoA2019,2019-03-05T10:15:00Z,52.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn38,GoA2019,2019-03-05T18:05:00Z,53.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn39,GoA2019,2019-03-06T02:10:00Z,54.666666666666664,-144.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn40,GoA2019,2019-03-06T09:10:00Z,54.666666666666664,-143,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn41,GoA2019,2019-03-06T17:15:00Z,53.666666666666664,-143,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn42,GoA2019,2019-03-07T01:10:00Z,52.666666666666664,-143,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn43,GoA2019,2019-03-07T09:23:00Z,51.666666666666664,-143.0025,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn44,GoA2019,2019-03-07T17:58:00Z,50.6665,-142.9995,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn45,GoA2019,2019-03-08T02:35:00Z,49.666666666666664,-142.998833333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn46,GoA2019,2019-03-08T12:19:00Z,48.667,-142.997,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn47,GoA2019,2019-03-08T20:30:00Z,48.666666666666664,-141.501333333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn48,GoA2019,2019-03-09T05:50:00Z,49.666666666666664,-141.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn49,GoA2019,2019-03-09T14:20:00Z,50.66583333333333,-141.499166666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn50,GoA2019,2019-03-09T22:51:00Z,51.66466666666667,-141.498166666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn51,GoA2019,2019-03-10T06:55:00Z,52.666666666666664,-141.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn52,GoA2019,2019-03-10T15:02:00Z,53.6655,-141.497333333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn53,GoA2019,2019-03-10T23:07:00Z,53.667833333333334,-140.001166666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn54,GoA2019,2019-03-11T11:20:00Z,52.666666666666664,-140,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn55,GoA2019,2019-03-12T08:24:00Z,51.666666666666664,-139.9995,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn56,GoA2019,2019-03-12T15:50:00Z,50.666666666666664,-140.000166666667,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn57,GoA2019,2019-03-13T00:27:00Z,50.6666666666667,-138.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn58,GoA2019,2019-03-13T18:08:00Z,49.663666666666664,-138.496833333333,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn59,GoA2019,2019-03-14T07:40:00Z,48.666666666666664,-138.5,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn60,GoA2019,2019-03-14T15:59:00Z,48.6656666666667,-136.997,NA,NA,NA,station,Event,EPSG:4326
GoA2019_Stn1:cast1,GoA2019_Stn1,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn2:cast1,GoA2019_Stn2,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn3:cast1,GoA2019_Stn3,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn4:cast1,GoA2019_Stn4,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn5:cast1,GoA2019_Stn5,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn6:cast1,GoA2019_Stn6,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn8:cast1,GoA2019_Stn8,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn7:cast1,GoA2019_Stn7,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn9:cast1,GoA2019_Stn9,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn10:cast1,GoA2019_Stn10,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn11:cast1,GoA2019_Stn11,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn12:cast1,GoA2019_Stn12,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn13:cast1,GoA2019_Stn13,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn14:cast1,GoA2019_Stn14,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn15:cast1,GoA2019_Stn15,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn16:cast1,GoA2019_Stn16,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn17:cast1,GoA2019_Stn17,NA,NA,NA,0,NA,NA,cast,Event,EPSG:4326
