measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
IYS:GoA2019_Stn22:trawl1:M0075:p:ic_hof:Ct,Relative Ct-value, ,22.18713474, , 
IYS:GoA2019_Stn22:trawl1:M0075:p:lo_sal:Ct,Relative Ct-value, ,29.93454075, , 
IYS:GoA2019_Stn22:trawl1:M0075:p:pspv:Ct,Relative Ct-value, ,29.23922491, , 
IYS:GoA2019_Stn22:trawl1:M0076:p:c_b_cys:Ct,Relative Ct-value, ,26.81428814, , 
IYS:GoA2019_Stn22:trawl1:M0076:p:hkg:Ct,Relative Ct-value, ,37.09680796, , 
IYS:GoA2019_Stn22:trawl1:M0076:p:pspv:Ct,Relative Ct-value, ,25.61910534, , 
IYS:GoA2019_Stn22:trawl1:M0076:p:sch:Ct,Relative Ct-value, ,21.80292034, , 
IYS:GoA2019_Stn22:trawl1:M0076:p:sp_des:Ct,Relative Ct-value, ,22.62322998, , 
IYS:GoA2019_Stn22:trawl1:M0077:p:c_b_cys:Ct,Relative Ct-value, ,36.79938841, , 
IYS:GoA2019_Stn22:trawl1:M0077:p:hkg:Ct,Relative Ct-value, ,38.0569427, , 
IYS:GoA2019_Stn22:trawl1:M0077:p:lo_sal:Ct,Relative Ct-value, ,24.40624237, , 
IYS:GoA2019_Stn22:trawl1:M0078:p:hkg:Ct,Relative Ct-value, ,36.17610598, , 
IYS:GoA2019_Stn22:trawl1:M0078:p:pspv:Ct,Relative Ct-value, ,21.19339848, , 
IYS:GoA2019_Stn22:trawl1:M0079:p:hkg:Ct,Relative Ct-value, ,37.21000648, , 
IYS:GoA2019_Stn22:trawl1:M0079:p:lo_sal:Ct,Relative Ct-value, ,25.27995586, , 
IYS:GoA2019_Stn22:trawl1:M0079:p:sp_des:Ct,Relative Ct-value, ,24.69248199, , 
IYS:GoA2019_Stn30:trawl1:M0117:p:c_b_cys:Ct,Relative Ct-value, ,27.03879166, , 
IYS:GoA2019_Stn30:trawl1:M0117:p:hkg:Ct,Relative Ct-value, ,36.31879854, , 
IYS:GoA2019_Stn30:trawl1:M0117:p:IcD:Ct,Relative Ct-value, ,15.80957099, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:c_b_cys:Ct,Relative Ct-value, ,28.49404812, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:hkg:Ct,Relative Ct-value, ,37.42676497, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:ic_hof:Ct,Relative Ct-value, ,22.42055416, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:IcD:Ct,Relative Ct-value, ,20.39525316, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:lo_sal:Ct,Relative Ct-value, ,34.70630264, , 
IYS:GoA2019_Stn24:trawl1:M0081:p:sp_des:Ct,Relative Ct-value, ,25.98298264, , 
IYS:GoA2019_Stn25:trawl1:M0082:p:hkg:Ct,Relative Ct-value, ,35.50398493, , 
IYS:GoA2019_Stn25:trawl1:M0082:p:ic_hof:Ct,Relative Ct-value, ,24.90081596, , 
IYS:GoA2019_Stn25:trawl1:M0082:p:lo_sal:Ct,Relative Ct-value, ,32.26067495, , 
IYS:GoA2019_Stn25:trawl1:M0083:p:c_b_cys:Ct,Relative Ct-value, ,32.4224925, , 
IYS:GoA2019_Stn25:trawl1:M0083:p:hkg:Ct,Relative Ct-value, ,37.1317265, , 
IYS:GoA2019_Stn25:trawl1:M0083:p:pspv:Ct,Relative Ct-value, ,23.11489868, , 
IYS:GoA2019_Stn25:trawl1:M0083:p:sp_des:Ct,Relative Ct-value, ,24.8003521, , 
IYS:GoA2019_Stn25:trawl1:M0084:p:c_b_cys:Ct,Relative Ct-value, ,26.49869728, , 
IYS:GoA2019_Stn25:trawl1:M0084:p:hkg:Ct,Relative Ct-value, ,36.71378136, , 
IYS:GoA2019_Stn25:trawl1:M0084:p:lo_sal:Ct,Relative Ct-value, ,32.45126438, , 
IYS:GoA2019_Stn25:trawl1:M0085:p:c_b_cys:Ct,Relative Ct-value, ,29.20915937, , 
IYS:GoA2019_Stn25:trawl1:M0085:p:hkg:Ct,Relative Ct-value, ,37.94432831, , 
IYS:GoA2019_Stn25:trawl1:M0085:p:lo_sal:Ct,Relative Ct-value, ,35.68986321, , 
IYS:GoA2019_Stn25:trawl1:M0086:p:hkg:Ct,Relative Ct-value, ,37.82605052, , 
IYS:GoA2019_Stn25:trawl1:M0086:p:lo_sal:Ct,Relative Ct-value, ,27.8023653, , 
IYS:GoA2019_Stn25:trawl1:M0087:p:hkg:Ct,Relative Ct-value, ,37.25316644, , 
IYS:GoA2019_Stn25:trawl1:M0088:p:c_b_cys:Ct,Relative Ct-value, ,29.00075626, , 
IYS:GoA2019_Stn25:trawl1:M0088:p:hkg:Ct,Relative Ct-value, ,37.39590716, , 
IYS:GoA2019_Stn25:trawl1:M0088:p:lo_sal:Ct,Relative Ct-value, ,31.76728582, , 
IYS:GoA2019_Stn25:trawl1:M0088:p:pspv:Ct,Relative Ct-value, ,28.53035355, , 
IYS:GoA2019_Stn25:trawl1:M0089:p:hkg:Ct,Relative Ct-value, ,36.51726151, , 
IYS:GoA2019_Stn25:trawl1:M0089:p:lo_sal:Ct,Relative Ct-value, ,27.79550457, , 
IYS:GoA2019_Stn25:trawl1:M0089:p:pspv:Ct,Relative Ct-value, ,22.87639999, , 
IYS:GoA2019_Stn25:trawl1:M0089:p:sch:Ct,Relative Ct-value, ,20.74513817, , 
IYS:GoA2019_Stn25:trawl1:M0089:p:sp_des:Ct,Relative Ct-value, ,23.59316921, , 
IYS:GoA2019_Stn25:trawl1:M0090:p:hkg:Ct,Relative Ct-value, ,37.57889652, , 
IYS:GoA2019_Stn25:trawl1:M0090:p:ic_hof:Ct,Relative Ct-value, ,23.79078102, , 
IYS:GoA2019_Stn25:trawl1:M0090:p:pspv:Ct,Relative Ct-value, ,29.20675325, , 
IYS:GoA2019_Stn9:trawl1:M0034:p:c_b_cys:Ct,Relative Ct-value, ,26.20674133, , 
IYS:GoA2019_Stn9:trawl1:M0034:p:hkg:Ct,Relative Ct-value, ,33.65968418, , 
IYS:GoA2019_Stn9:trawl1:M0034:p:ic_hof:Ct,Relative Ct-value, ,39.8640306, , 
IYS:GoA2019_Stn9:trawl1:M0034:p:lo_sal:Ct,Relative Ct-value, ,20.63438606, , 
IYS:GoA2019_Stn26:trawl1:M0092:p:c_b_cys:Ct,Relative Ct-value, ,20.84762669, , 
IYS:GoA2019_Stn26:trawl1:M0092:p:hkg:Ct,Relative Ct-value, ,35.37982035, , 
IYS:GoA2019_Stn26:trawl1:M0092:p:pspv:Ct,Relative Ct-value, ,20.25633144, , 
IYS:GoA2019_Stn26:trawl1:M0093:p:c_b_cys:Ct,Relative Ct-value, ,24.04317665, , 
IYS:GoA2019_Stn26:trawl1:M0093:p:hkg:Ct,Relative Ct-value, ,36.43239617, , 
IYS:GoA2019_Stn26:trawl1:M0093:p:lo_sal:Ct,Relative Ct-value, ,24.15941715, , 
IYS:GoA2019_Stn26:trawl1:M0093:p:pspv:Ct,Relative Ct-value, ,29.25837755, , 
IYS:GoA2019_Stn30:trawl1:M0111:p:hkg:Ct,Relative Ct-value, ,35.63912535, , 
IYS:GoA2019_Stn25:trawl1:M0091:p:c_b_cys:Ct,Relative Ct-value, ,22.04105282, , 
IYS:GoA2019_Stn25:trawl1:M0091:p:hkg:Ct,Relative Ct-value, ,36.57314158, , 
IYS:GoA2019_Stn25:trawl1:M0091:p:ic_hof:Ct,Relative Ct-value, ,21.4059391, , 
IYS:GoA2019_Stn27:trawl1:M0096:p:hkg:Ct,Relative Ct-value, ,37.43870926, , 
IYS:GoA2019_Stn27:trawl1:M0096:p:lo_sal:Ct,Relative Ct-value, ,31.68988132, , 
IYS:GoA2019_Stn27:trawl1:M0097:p:c_b_cys:Ct,Relative Ct-value, ,30.52309561, , 
IYS:GoA2019_Stn27:trawl1:M0097:p:hkg:Ct,Relative Ct-value, ,37.15348864, , 
IYS:GoA2019_Stn27:trawl1:M0097:p:lo_sal:Ct,Relative Ct-value, ,33.98367262, , 
IYS:GoA2019_Stn27:trawl1:M0097:p:pspv:Ct,Relative Ct-value, ,24.18112946, , 
IYS:GoA2019_Stn27:trawl1:M0098:p:hkg:Ct,Relative Ct-value, ,36.84857869, , 
IYS:GoA2019_Stn27:trawl1:M0098:p:lo_sal:Ct,Relative Ct-value, ,27.17437363, , 
IYS:GoA2019_Stn27:trawl1:M0098:p:pspv:Ct,Relative Ct-value, ,22.56032276, , 
IYS:GoA2019_Stn27:trawl1:M0098:p:sp_des:Ct,Relative Ct-value, ,27.85423279, , 
IYS:GoA2019_Stn27:trawl1:M0099:p:c_b_cys:Ct,Relative Ct-value, ,31.92567539, , 
IYS:GoA2019_Stn27:trawl1:M0099:p:hkg:Ct,Relative Ct-value, ,38.27593136, , 
IYS:GoA2019_Stn35:trawl1:M0157:p:c_b_cys:Ct,Relative Ct-value, ,27.26917648, , 
IYS:GoA2019_Stn35:trawl1:M0157:p:hkg:Ct,Relative Ct-value, ,36.13597775, , 
IYS:GoA2019_Stn35:trawl1:M0157:p:lo_sal:Ct,Relative Ct-value, ,28.40315056, , 
IYS:GoA2019_Stn31:trawl1:M0119:p:c_b_cys:Ct,Relative Ct-value, ,28.47189713, , 
IYS:GoA2019_Stn31:trawl1:M0119:p:hkg:Ct,Relative Ct-value, ,37.02984834, , 
IYS:GoA2019_Stn31:trawl1:M0119:p:ic_hof:Ct,Relative Ct-value, ,26.28308105, , 
IYS:GoA2019_Stn31:trawl1:M0119:p:IcD:Ct,Relative Ct-value, ,27.74607363, , 
IYS:GoA2019_Stn28:trawl1:M0102:p:hkg:Ct,Relative Ct-value, ,38.12487483, , 
IYS:GoA2019_Stn28:trawl1:M0102:p:lo_sal:Ct,Relative Ct-value, ,25.54632092, , 
IYS:GoA2019_Stn28:trawl1:M0103:p:hkg:Ct,Relative Ct-value, ,35.25422859, , 
IYS:GoA2019_Stn28:trawl1:M0103:p:ic_hof:Ct,Relative Ct-value, ,28.37283325, , 
IYS:GoA2019_Stn28:trawl1:M0103:p:lo_sal:Ct,Relative Ct-value, ,36.31016254, , 
IYS:GoA2019_Stn29:trawl1:M0106:p:ce_sha:Ct,Relative Ct-value, ,20.13641548, , 
IYS:GoA2019_Stn29:trawl1:M0106:p:hkg:Ct,Relative Ct-value, ,35.82112837, , 
IYS:GoA2019_Stn5:trawl1:M0018:p:hkg:Ct,Relative Ct-value, ,34.06072378, , 
IYS:GoA2019_Stn5:trawl1:M0018:p:ic_hof:Ct,Relative Ct-value, ,21.75753117, , 
IYS:GoA2019_Stn5:trawl1:M0018:p:lo_sal:Ct,Relative Ct-value, ,39.88868451, , 
IYS:GoA2019_Stn19:trawl1:M0069:p:hkg:Ct,Relative Ct-value, ,28.13107204, , 
IYS:GoA2019_Stn36:trawl1:M0166:p:c_b_cys:Ct,Relative Ct-value, ,22.51156616, , 
IYS:GoA2019_Stn36:trawl1:M0166:p:hkg:Ct,Relative Ct-value, ,37.12964177, , 
IYS:GoA2019_Stn28:trawl1:M0104:p:hkg:Ct,Relative Ct-value, ,35.68341065, , 
IYS:GoA2019_Stn28:trawl1:M0104:p:IcD:Ct,Relative Ct-value, ,16.88012979, , 
IYS:GoA2019_Stn28:trawl1:M0104:p:sch:Ct,Relative Ct-value, ,21.78217983, , 
IYS:GoA2019_Stn44:trawl1:M0194:p:c_b_cys:Ct,Relative Ct-value, ,21.22041321, , 
IYS:GoA2019_Stn44:trawl1:M0194:p:hkg:Ct,Relative Ct-value, ,37.4412837, , 
IYS:GoA2019_Stn44:trawl1:M0194:p:lo_sal:Ct,Relative Ct-value, ,33.93740845, , 
IYS:GoA2019_Stn44:trawl1:M0194:p:pa_pse:Ct,Relative Ct-value, ,24.93782139, , 
IYS:GoA2019_Stn35:trawl1:M0151:p:c_b_cys:Ct,Relative Ct-value, ,22.69630241, , 
IYS:GoA2019_Stn35:trawl1:M0151:p:hkg:Ct,Relative Ct-value, ,35.46514511, , 
IYS:GoA2019_Stn35:trawl1:M0151:p:pa_pse:Ct,Relative Ct-value, ,25.00472355, , 
IYS:GoA2019_Stn35:trawl1:M0154:p:hkg:Ct,Relative Ct-value, ,36.76982212, , 
IYS:GoA2019_Stn35:trawl1:M0154:p:pa_pse:Ct,Relative Ct-value, ,25.79049015, , 
IYS:GoA2019_Stn36:trawl1:M0165:p:hkg:Ct,Relative Ct-value, ,35.0586257, , 
IYS:GoA2019_Stn36:trawl1:M0165:p:lo_sal:Ct,Relative Ct-value, ,28.90569735, , 
IYS:GoA2019_Stn36:trawl1:M0165:p:pa_pse:Ct,Relative Ct-value, ,24.37156105, , 
IYS:GoA2019_Stn58:trawl1:M0253:p:c_b_cys:Ct,Relative Ct-value, ,23.38581085, , 
IYS:GoA2019_Stn58:trawl1:M0253:p:hkg:Ct,Relative Ct-value, ,37.37356257, , 
IYS:GoA2019_Stn58:trawl1:M0253:p:ic_hof:Ct,Relative Ct-value, ,30.79581976, , 
IYS:GoA2019_Stn58:trawl1:M0253:p:lo_sal:Ct,Relative Ct-value, ,37.05184031, , 
IYS:GoA2019_Stn58:trawl1:M0253:p:pa_pse:Ct,Relative Ct-value, ,27.6586647, , 
IYS:GoA2019_Stn12:trawl1:M0051:p:c_b_cys:Ct,Relative Ct-value, ,28.83829212, , 
IYS:GoA2019_Stn12:trawl1:M0051:p:hkg:Ct,Relative Ct-value, ,32.87796593, , 
IYS:GoA2019_Stn12:trawl1:M0051:p:IcD:Ct,Relative Ct-value, ,20.9266652, , 
IYS:GoA2019_Stn29:trawl1:M0108:p:c_b_cys:Ct,Relative Ct-value, ,30.92275, , 
IYS:GoA2019_Stn29:trawl1:M0108:p:hkg:Ct,Relative Ct-value, ,38.5010612, , 
IYS:GoA2019_Stn29:trawl1:M0108:p:ic_hof:Ct,Relative Ct-value, ,26.00257492, , 
IYS:GoA2019_Stn29:trawl1:M0108:p:my_ins:Ct,Relative Ct-value, ,21.66786289, , 
IYS:GoA2019_Stn42:trawl1:M0183:p:c_b_cys:Ct,Relative Ct-value, ,26.46345997, , 
IYS:GoA2019_Stn42:trawl1:M0183:p:hkg:Ct,Relative Ct-value, ,36.52952814, , 
IYS:GoA2019_Stn42:trawl1:M0183:p:pa_pse:Ct,Relative Ct-value, ,24.73259544, , 
IYS:GoA2019_Stn42:trawl1:M0183:p:sp_des:Ct,Relative Ct-value, ,22.83861542, , 
IYS:GoA2019_Stn27:trawl1:M0101:p:c_b_cys:Ct,Relative Ct-value, ,30.93836832, , 
IYS:GoA2019_Stn27:trawl1:M0101:p:hkg:Ct,Relative Ct-value, ,37.38977909, , 
IYS:GoA2019_Stn43:trawl1:M0187:p:hkg:Ct,Relative Ct-value, ,36.54507685, , 
IYS:GoA2019_Stn43:trawl1:M0187:p:lo_sal:Ct,Relative Ct-value, ,30.56429195, , 
IYS:GoA2019_Stn44:trawl1:M0198:p:c_b_cys:Ct,Relative Ct-value, ,28.81849575, , 
IYS:GoA2019_Stn44:trawl1:M0198:p:hkg:Ct,Relative Ct-value, ,36.57278299, , 
IYS:GoA2019_Stn44:trawl1:M0198:p:ic_hof:Ct,Relative Ct-value, ,27.60857105, , 
IYS:GoA2019_Stn44:trawl1:M0198:p:IcD:Ct,Relative Ct-value, ,23.22943323, , 
IYS:GoA2019_Stn44:trawl1:M0198:p:pa_pse:Ct,Relative Ct-value, ,22.14813423, , 
IYS:GoA2019_Stn31:trawl1:M0120:p:c_b_cys:Ct,Relative Ct-value, ,21.49775505, , 
IYS:GoA2019_Stn31:trawl1:M0120:p:hkg:Ct,Relative Ct-value, ,33.93146563, , 
IYS:GoA2019_Stn31:trawl1:M0120:p:ic_hof:Ct,Relative Ct-value, ,28.8329711, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:c_b_cys:Ct,Relative Ct-value, ,28.15835762, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:hkg:Ct,Relative Ct-value, ,39.51242805, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:ic_hof:Ct,Relative Ct-value, ,27.58671665, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:IcD:Ct,Relative Ct-value, ,17.18847419, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:lo_sal:Ct,Relative Ct-value, ,38.64583516, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:pa_kab:Ct,Relative Ct-value, ,27.90257931, , 
IYS:GoA2019_Stn31:trawl1:M0121:p:ven:Ct,Relative Ct-value, ,27.4526453, , 
IYS:GoA2019_Stn31:trawl1:M0122:p:c_b_cys:Ct,Relative Ct-value, ,37.0975697, , 
IYS:GoA2019_Stn31:trawl1:M0122:p:hkg:Ct,Relative Ct-value, ,37.25969338, , 
IYS:GoA2019_Stn31:trawl1:M0122:p:ic_hof:Ct,Relative Ct-value, ,42.5, , 
IYS:GoA2019_Stn31:trawl1:M0123:p:c_b_cys:Ct,Relative Ct-value, ,25.36600494, , 
IYS:GoA2019_Stn31:trawl1:M0123:p:hkg:Ct,Relative Ct-value, ,35.53841162, , 
IYS:GoA2019_Stn31:trawl1:M0123:p:ic_hof:Ct,Relative Ct-value, ,42.13311303, , 
IYS:GoA2019_Stn31:trawl1:M0123:p:lo_sal:Ct,Relative Ct-value, ,26.03456306, , 
IYS:GoA2019_Stn31:trawl1:M0123:p:ver:Ct,Relative Ct-value, ,20.48465633, , 
IYS:GoA2019_Stn36:trawl1:M0163:p:hkg:Ct,Relative Ct-value, ,34.67113924, , 
IYS:GoA2019_Stn11:trawl1:M0049:p:ce_sha:Ct,Relative Ct-value, ,22.65297031, , 
IYS:GoA2019_Stn11:trawl1:M0049:p:hkg:Ct,Relative Ct-value, ,32.70146227, , 
IYS:GoA2019_Stn11:trawl1:M0049:p:lo_sal:Ct,Relative Ct-value, ,21.558424, , 
IYS:GoA2019_Stn32:trawl1:M0126:p:c_b_cys:Ct,Relative Ct-value, ,26.28804398, , 
IYS:GoA2019_Stn32:trawl1:M0126:p:hkg:Ct,Relative Ct-value, ,37.80546188, , 
IYS:GoA2019_Stn32:trawl1:M0126:p:ic_hof:Ct,Relative Ct-value, ,42.02285242, , 
IYS:GoA2019_Stn32:trawl1:M0126:p:ver:Ct,Relative Ct-value, ,21.93380451, , 
IYS:GoA2019_Stn32:trawl1:M0127:p:c_b_cys:Ct,Relative Ct-value, ,24.16720104, , 
IYS:GoA2019_Stn32:trawl1:M0127:p:hkg:Ct,Relative Ct-value, ,36.12324238, , 
IYS:GoA2019_Stn32:trawl1:M0127:p:ic_hof:Ct,Relative Ct-value, ,42.10030246, , 
IYS:GoA2019_Stn32:trawl1:M0127:p:sch:Ct,Relative Ct-value, ,18.69283676, , 
IYS:GoA2019_Stn32:trawl1:M0127:p:ver:Ct,Relative Ct-value, ,22.50503254, , 
IYS:GoA2019_Stn32:trawl1:M0128:p:c_b_cys:Ct,Relative Ct-value, ,29.51776505, , 
IYS:GoA2019_Stn32:trawl1:M0128:p:hkg:Ct,Relative Ct-value, ,38.17335606, , 
IYS:GoA2019_Stn32:trawl1:M0128:p:ic_hof:Ct,Relative Ct-value, ,36.6405046, , 
IYS:GoA2019_Stn32:trawl1:M0129:p:c_b_cys:Ct,Relative Ct-value, ,26.37072086, , 
IYS:GoA2019_Stn32:trawl1:M0129:p:hkg:Ct,Relative Ct-value, ,35.7117815, , 
IYS:GoA2019_Stn32:trawl1:M0129:p:ic_hof:Ct,Relative Ct-value, ,28.10038376, , 
IYS:GoA2019_Stn32:trawl1:M0130:p:c_b_cys:Ct,Relative Ct-value, ,37.85835099, , 
IYS:GoA2019_Stn32:trawl1:M0130:p:hkg:Ct,Relative Ct-value, ,38.02017617, , 
IYS:GoA2019_Stn32:trawl1:M0131:p:c_b_cys:Ct,Relative Ct-value, ,27.10866833, , 
IYS:GoA2019_Stn32:trawl1:M0131:p:hkg:Ct,Relative Ct-value, ,37.31730413, , 
IYS:GoA2019_Stn32:trawl1:M0131:p:ic_hof:Ct,Relative Ct-value, ,32.4770112, , 
IYS:GoA2019_Stn32:trawl1:M0131:p:lo_sal:Ct,Relative Ct-value, ,37.27994156, , 
IYS:GoA2019_Stn32:trawl1:M0132:p:c_b_cys:Ct,Relative Ct-value, ,28.25913906, , 
IYS:GoA2019_Stn32:trawl1:M0132:p:hkg:Ct,Relative Ct-value, ,37.81490803, , 
IYS:GoA2019_Stn32:trawl1:M0132:p:ic_hof:Ct,Relative Ct-value, ,29.37888765, , 
IYS:GoA2019_Stn16:trawl1:M0065:p:hkg:Ct,Relative Ct-value, ,33.00226021, , 
IYS:GoA2019_Stn16:trawl1:M0065:p:ic_hof:Ct,Relative Ct-value, ,23.90250778, , 
IYS:GoA2019_Stn16:trawl1:M0065:p:pa_pse:Ct,Relative Ct-value, ,20.65999126, , 
IYS:GoA2019_Stn35:trawl1:M0153:p:hkg:Ct,Relative Ct-value, ,35.05193996, , 
IYS:GoA2019_Stn28:trawl1:M0105:p:c_b_cys:Ct,Relative Ct-value, ,27.02160358, , 
IYS:GoA2019_Stn28:trawl1:M0105:p:hkg:Ct,Relative Ct-value, ,35.9384594, , 
IYS:GoA2019_Stn28:trawl1:M0105:p:lo_sal:Ct,Relative Ct-value, ,29.33610296, , 
IYS:GoA2019_Stn33:trawl1:M0136:p:c_b_cys:Ct,Relative Ct-value, ,24.81468678, , 
IYS:GoA2019_Stn33:trawl1:M0136:p:hkg:Ct,Relative Ct-value, ,35.5046525, , 
IYS:GoA2019_Stn33:trawl1:M0136:p:ic_hof:Ct,Relative Ct-value, ,41.36787415, , 
IYS:GoA2019_Stn33:trawl1:M0137:p:c_b_cys:Ct,Relative Ct-value, ,31.95571661, , 
IYS:GoA2019_Stn33:trawl1:M0137:p:hkg:Ct,Relative Ct-value, ,36.87506414, , 
IYS:GoA2019_Stn33:trawl1:M0138:p:c_b_cys:Ct,Relative Ct-value, ,28.04015923, , 
IYS:GoA2019_Stn33:trawl1:M0138:p:hkg:Ct,Relative Ct-value, ,36.94040465, , 
IYS:GoA2019_Stn33:trawl1:M0139:p:c_b_cys:Ct,Relative Ct-value, ,29.58413124, , 
IYS:GoA2019_Stn33:trawl1:M0139:p:hkg:Ct,Relative Ct-value, ,37.60753989, , 
IYS:GoA2019_Stn33:trawl1:M0139:p:lo_sal:Ct,Relative Ct-value, ,32.3863163, , 
IYS:GoA2019_Stn33:trawl1:M0139:p:sch:Ct,Relative Ct-value, ,24.69503498, , 
IYS:GoA2019_Stn33:trawl1:M0139:p:ver:Ct,Relative Ct-value, ,23.95668888, , 
IYS:GoA2019_Stn33:trawl1:M0140:p:c_b_cys:Ct,Relative Ct-value, ,27.69327259, , 
IYS:GoA2019_Stn33:trawl1:M0140:p:hkg:Ct,Relative Ct-value, ,37.55959392, , 
IYS:GoA2019_Stn33:trawl1:M0140:p:ic_hof:Ct,Relative Ct-value, ,29.95854139, , 
IYS:GoA2019_Stn33:trawl1:M0141:p:hkg:Ct,Relative Ct-value, ,36.17355633, , 
IYS:GoA2019_Stn33:trawl1:M0142:p:c_b_cys:Ct,Relative Ct-value, ,33.5874505, , 
IYS:GoA2019_Stn33:trawl1:M0142:p:hkg:Ct,Relative Ct-value, ,37.28805351, , 
IYS:GoA2019_Stn33:trawl1:M0142:p:IcD:Ct,Relative Ct-value, ,24.19433694, , 
IYS:GoA2019_Stn33:trawl1:M0142:p:sch:Ct,Relative Ct-value, ,22.63058472, , 
IYS:GoA2019_Stn33:trawl1:M0143:p:c_b_cys:Ct,Relative Ct-value, ,25.65989971, , 
IYS:GoA2019_Stn33:trawl1:M0143:p:hkg:Ct,Relative Ct-value, ,38.37843514, , 
IYS:GoA2019_Stn33:trawl1:M0143:p:IcD:Ct,Relative Ct-value, ,17.12096524, , 
IYS:GoA2019_Stn33:trawl1:M0144:p:hkg:Ct,Relative Ct-value, ,37.39417124, , 
IYS:GoA2019_Stn33:trawl1:M0144:p:ic_hof:Ct,Relative Ct-value, ,25.76551056, , 
IYS:GoA2019_Stn33:trawl1:M0145:p:c_b_cys:Ct,Relative Ct-value, ,27.32198143, , 
IYS:GoA2019_Stn33:trawl1:M0145:p:hkg:Ct,Relative Ct-value, ,38.00928092, , 
IYS:GoA2019_Stn33:trawl1:M0145:p:IcD:Ct,Relative Ct-value, ,18.60263151, , 
IYS:GoA2019_Stn34:trawl1:M0146:p:c_b_cys:Ct,Relative Ct-value, ,31.50284243, , 
IYS:GoA2019_Stn34:trawl1:M0146:p:hkg:Ct,Relative Ct-value, ,38.31370616, , 
IYS:GoA2019_Stn34:trawl1:M0146:p:pspv:Ct,Relative Ct-value, ,34.20172691, , 
IYS:GoA2019_Stn34:trawl1:M0147:p:hkg:Ct,Relative Ct-value, ,39.05247164, , 
IYS:GoA2019_Stn34:trawl1:M0147:p:IcD:Ct,Relative Ct-value, ,24.92434612, , 
IYS:GoA2019_Stn34:trawl1:M0147:p:lo_sal:Ct,Relative Ct-value, ,29.34196234, , 
IYS:GoA2019_Stn36:trawl1:M0162:p:hkg:Ct,Relative Ct-value, ,37.22477746, , 
IYS:GoA2019_Stn31:trawl1:M0125:p:hkg:Ct,Relative Ct-value, ,34.47380686, , 
IYS:GoA2019_Stn31:trawl1:M0125:p:ic_hof:Ct,Relative Ct-value, ,22.29195786, , 
IYS:GoA2019_Stn31:trawl1:M0125:p:lo_sal:Ct,Relative Ct-value, ,34.86832571, , 
IYS:GoA2019_Stn35:trawl1:M0150:p:c_b_cys:Ct,Relative Ct-value, ,23.73250771, , 
IYS:GoA2019_Stn35:trawl1:M0150:p:hkg:Ct,Relative Ct-value, ,31.99725008, , 
IYS:GoA2019_Stn35:trawl1:M0150:p:pa_pse:Ct,Relative Ct-value, ,25.06642437, , 
IYS:GoA2019_Stn17:trawl1:M0068:p:hkg:Ct,Relative Ct-value, ,33.7454772, , 
IYS:GoA2019_Stn17:trawl1:M0068:p:lo_sal:Ct,Relative Ct-value, ,39.16837835, , 
IYS:GoA2019_Stn6:trawl1:M0023:p:c_b_cys:Ct,Relative Ct-value, ,26.77595329, , 
IYS:GoA2019_Stn6:trawl1:M0023:p:hkg:Ct,Relative Ct-value, ,33.37892103, , 
IYS:GoA2019_Stn38:trawl1:M0177:p:hkg:Ct,Relative Ct-value, ,36.61583805, , 
IYS:GoA2019_Stn38:trawl1:M0177:p:IcD:Ct,Relative Ct-value, ,7.236340385, , 
IYS:GoA2019_Stn38:trawl1:M0177:p:lo_sal:Ct,Relative Ct-value, ,36.01097965, , 
IYS:GoA2019_Stn52:trawl1:M0246:p:hkg:Ct,Relative Ct-value, ,35.34969044, , 
IYS:GoA2019_Stn52:trawl1:M0246:p:ic_hof:Ct,Relative Ct-value, ,36.79487944, , 
IYS:GoA2019_Stn52:trawl1:M0246:p:lo_sal:Ct,Relative Ct-value, ,24.83791065, , 
IYS:GoA2019_Stn52:trawl1:M0246:p:pa_pse:Ct,Relative Ct-value, ,23.06621647, , 
IYS:GoA2019_Stn38:trawl1:M0180:p:c_b_cys:Ct,Relative Ct-value, ,21.32005596, , 
IYS:GoA2019_Stn38:trawl1:M0180:p:hkg:Ct,Relative Ct-value, ,34.15996265, , 
IYS:GoA2019_Stn38:trawl1:M0180:p:IcD:Ct,Relative Ct-value, ,15.69952886, , 
IYS:GoA2019_Stn23:trawl1:M0080:p:c_b_cys:Ct,Relative Ct-value, ,24.65595436, , 
IYS:GoA2019_Stn23:trawl1:M0080:p:hkg:Ct,Relative Ct-value, ,36.65073443, , 
IYS:GoA2019_Stn27:trawl1:M0100:p:hkg:Ct,Relative Ct-value, ,36.97548389, , 
IYS:GoA2019_Stn27:trawl1:M0100:p:IcD:Ct,Relative Ct-value, ,17.57162016, , 
IYS:GoA2019_Stn26:trawl1:M0095:p:ce_sha:Ct,Relative Ct-value, ,18.31999016, , 
