eventID,measurementRemarks,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,occurrenceID,measurementValueID
IYS:GoA2019_Stn36:bongo:Net2:Z631,NA,weight,TBD,IYS:GoA2019_Stn36:bongo:Net2:Z631:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z631,NA,length_type,Size fraction,IYS:GoA2019_Stn36:bongo:Net2:Z631:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,length,1.0,IYS:GoA2019_Stn36:bongo:Net2:Z641:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,individualCount,1.0,IYS:GoA2019_Stn36:bongo:Net2:Z641:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,minimumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z641:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,maximumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z641:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,weight,TBD,IYS:GoA2019_Stn36:bongo:Net2:Z641:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z641,NA,length_type,Size fraction,IYS:GoA2019_Stn36:bongo:Net2:Z641:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,length,0.5,IYS:GoA2019_Stn36:bongo:Net2:Z661:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,individualCount,1.0,IYS:GoA2019_Stn36:bongo:Net2:Z661:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,minimumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z661:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,maximumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z661:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,weight,TBD,IYS:GoA2019_Stn36:bongo:Net2:Z661:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z661,NA,length_type,Size fraction,IYS:GoA2019_Stn36:bongo:Net2:Z661:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,length,0.25,IYS:GoA2019_Stn36:bongo:Net2:Z699:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,individualCount,1.0,IYS:GoA2019_Stn36:bongo:Net2:Z699:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,minimumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z699:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,maximumLength,NA,IYS:GoA2019_Stn36:bongo:Net2:Z699:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,weight,TBD,IYS:GoA2019_Stn36:bongo:Net2:Z699:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn36:bongo:Net2:Z699,NA,length_type,Size fraction,IYS:GoA2019_Stn36:bongo:Net2:Z699:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:SS91,from 2000micron size fraction. Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:SS91,NA,individualCount,3,IYS:GoA2019_Stn37:bongo:Net2:SS91:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn37:bongo:Net2:SS91:zoop_occ-187,NA
IYS:GoA2019_Stn37:bongo:Net2:SS91,NA,weight,3.4,IYS:GoA2019_Stn37:bongo:Net2:SS91:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn37:bongo:Net2:SS91:zoop_occ-187,NA
IYS:GoA2019_Stn37:bongo:Net2:SS91,NA,length_type,total,IYS:GoA2019_Stn37:bongo:Net2:SS91:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn37:bongo:Net2:SS91:zoop_occ-187,NA
IYS:GoA2019_Stn37:bongo:Net2:SS91,NA,length,6.0,IYS:GoA2019_Stn37:bongo:Net2:SS91:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn37:bongo:Net2:SS91:zoop_occ-187,NA
IYS:GoA2019_Stn37:bongo:Net2:SS92,from 2000micron size fraction. Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:SS92,NA,individualCount,3,IYS:GoA2019_Stn37:bongo:Net2:SS92:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn37:bongo:Net2:SS92:zoop_occ-188,NA
IYS:GoA2019_Stn37:bongo:Net2:SS92,NA,weight,2.0,IYS:GoA2019_Stn37:bongo:Net2:SS92:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn37:bongo:Net2:SS92:zoop_occ-188,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn37:bongo:Net2:SS92,NA,length_type,total,IYS:GoA2019_Stn37:bongo:Net2:SS92:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn37:bongo:Net2:SS92:zoop_occ-188,NA
IYS:GoA2019_Stn37:bongo:Net2:SS92,NA,length,6.0,IYS:GoA2019_Stn37:bongo:Net2:SS92:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn37:bongo:Net2:SS92:zoop_occ-188,NA
IYS:GoA2019_Stn37:bongo:Net2:SS93,from 2000micron size fraction. Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:SS93,NA,individualCount,3,IYS:GoA2019_Stn37:bongo:Net2:SS93:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn37:bongo:Net2:SS93:zoop_occ-189,NA
IYS:GoA2019_Stn37:bongo:Net2:SS93,NA,weight,3.3,IYS:GoA2019_Stn37:bongo:Net2:SS93:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn37:bongo:Net2:SS93:zoop_occ-189,NA
IYS:GoA2019_Stn37:bongo:Net2:SS93,NA,length_type,total,IYS:GoA2019_Stn37:bongo:Net2:SS93:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn37:bongo:Net2:SS93:zoop_occ-189,NA
IYS:GoA2019_Stn37:bongo:Net2:SS93,NA,length,6.0,IYS:GoA2019_Stn37:bongo:Net2:SS93:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn37:bongo:Net2:SS93:zoop_occ-189,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,length,0.5,IYS:GoA2019_Stn37:bongo:Net2:Z637:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,individualCount,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z637:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,minimumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z637:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,maximumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z637:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,weight,41.1,IYS:GoA2019_Stn37:bongo:Net2:Z637:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z637,NA,length_type,Size fraction,IYS:GoA2019_Stn37:bongo:Net2:Z637:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,length,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z638:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,individualCount,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z638:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,minimumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z638:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,maximumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z638:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,weight,37.9,IYS:GoA2019_Stn37:bongo:Net2:Z638:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z638,NA,length_type,Size fraction,IYS:GoA2019_Stn37:bongo:Net2:Z638:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,length,2.0,IYS:GoA2019_Stn37:bongo:Net2:Z639:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,individualCount,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z639:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,minimumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z639:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,maximumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z639:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,weight,29.0,IYS:GoA2019_Stn37:bongo:Net2:Z639:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z639,NA,length_type,Size fraction,IYS:GoA2019_Stn37:bongo:Net2:Z639:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,length,4.0,IYS:GoA2019_Stn37:bongo:Net2:Z640:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,individualCount,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z640:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,minimumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z640:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,maximumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z640:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,weight,24.0,IYS:GoA2019_Stn37:bongo:Net2:Z640:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z640,NA,length_type,Size fraction,IYS:GoA2019_Stn37:bongo:Net2:Z640:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,length,0.25,IYS:GoA2019_Stn37:bongo:Net2:Z700:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,individualCount,1.0,IYS:GoA2019_Stn37:bongo:Net2:Z700:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,minimumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z700:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,maximumLength,NA,IYS:GoA2019_Stn37:bongo:Net2:Z700:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,weight,17.4,IYS:GoA2019_Stn37:bongo:Net2:Z700:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn37:bongo:Net2:Z700,NA,length_type,Size fraction,IYS:GoA2019_Stn37:bongo:Net2:Z700:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:22024,Charlie samples. Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:22024,NA,individualCount,4,IYS:GoA2019_Stn38:bongo:Net2:22024:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn38:bongo:Net2:22024:zoop_occ-190,NA
IYS:GoA2019_Stn38:bongo:Net2:22024,NA,weight,TBD,IYS:GoA2019_Stn38:bongo:Net2:22024:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn38:bongo:Net2:22024:zoop_occ-190,NA
IYS:GoA2019_Stn38:bongo:Net2:22024,NA,length_type,total,IYS:GoA2019_Stn38:bongo:Net2:22024:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn38:bongo:Net2:22024:zoop_occ-190,NA
IYS:GoA2019_Stn38:bongo:Net2:22024,NA,length,6.0,IYS:GoA2019_Stn38:bongo:Net2:22024:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn38:bongo:Net2:22024:zoop_occ-190,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,length,4.0,IYS:GoA2019_Stn38:bongo:Net2:SS94:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,individualCount,1.0,IYS:GoA2019_Stn38:bongo:Net2:SS94:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,minimumLength,NA,IYS:GoA2019_Stn38:bongo:Net2:SS94:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,maximumLength,NA,IYS:GoA2019_Stn38:bongo:Net2:SS94:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,weight,15.6,IYS:GoA2019_Stn38:bongo:Net2:SS94:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS94,NA,length_type,Size fraction,IYS:GoA2019_Stn38:bongo:Net2:SS94:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,length,4.0,IYS:GoA2019_Stn38:bongo:Net2:SS95:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,individualCount,1.0,IYS:GoA2019_Stn38:bongo:Net2:SS95:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,minimumLength,NA,IYS:GoA2019_Stn38:bongo:Net2:SS95:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,maximumLength,NA,IYS:GoA2019_Stn38:bongo:Net2:SS95:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,weight,14.2,IYS:GoA2019_Stn38:bongo:Net2:SS95:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS95,NA,length_type,Size fraction,IYS:GoA2019_Stn38:bongo:Net2:SS95:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS96,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS96,NA,individualCount,3,IYS:GoA2019_Stn38:bongo:Net2:SS96:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn38:bongo:Net2:SS96:zoop_occ-191,NA
IYS:GoA2019_Stn38:bongo:Net2:SS96,NA,weight,3.4,IYS:GoA2019_Stn38:bongo:Net2:SS96:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn38:bongo:Net2:SS96:zoop_occ-191,NA
IYS:GoA2019_Stn38:bongo:Net2:SS96,NA,length_type,total,IYS:GoA2019_Stn38:bongo:Net2:SS96:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn38:bongo:Net2:SS96:zoop_occ-191,NA
IYS:GoA2019_Stn38:bongo:Net2:SS96,NA,length,6.0,IYS:GoA2019_Stn38:bongo:Net2:SS96:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn38:bongo:Net2:SS96:zoop_occ-191,NA
IYS:GoA2019_Stn38:bongo:Net2:SS97,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS97,NA,individualCount,3,IYS:GoA2019_Stn38:bongo:Net2:SS97:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn38:bongo:Net2:SS97:zoop_occ-192,NA
IYS:GoA2019_Stn38:bongo:Net2:SS97,NA,weight,4.5,IYS:GoA2019_Stn38:bongo:Net2:SS97:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn38:bongo:Net2:SS97:zoop_occ-192,NA
IYS:GoA2019_Stn38:bongo:Net2:SS97,NA,length_type,total,IYS:GoA2019_Stn38:bongo:Net2:SS97:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn38:bongo:Net2:SS97:zoop_occ-192,NA
IYS:GoA2019_Stn38:bongo:Net2:SS97,NA,length,6.0,IYS:GoA2019_Stn38:bongo:Net2:SS97:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn38:bongo:Net2:SS97:zoop_occ-192,NA
IYS:GoA2019_Stn38:bongo:Net2:SS98,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:SS98,NA,individualCount,3,IYS:GoA2019_Stn38:bongo:Net2:SS98:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn38:bongo:Net2:SS98:zoop_occ-193,NA
IYS:GoA2019_Stn38:bongo:Net2:SS98,NA,weight,4.4,IYS:GoA2019_Stn38:bongo:Net2:SS98:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn38:bongo:Net2:SS98:zoop_occ-193,NA
IYS:GoA2019_Stn38:bongo:Net2:SS98,NA,length_type,total,IYS:GoA2019_Stn38:bongo:Net2:SS98:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn38:bongo:Net2:SS98:zoop_occ-193,NA
IYS:GoA2019_Stn38:bongo:Net2:SS98,NA,length,6.0,IYS:GoA2019_Stn38:bongo:Net2:SS98:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn38:bongo:Net2:SS98:zoop_occ-193,NA
IYS:GoA2019_Stn38:bongo:Net2:Z632,NA,length,2.0,IYS:GoA2019_Stn38:bongo:Net2:Z632:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn38:bongo:Net2:Z632,NA,individualCount,1.0,IYS:GoA2019_Stn38:bongo:Net2:Z632:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
