eventID,specificEpithet,scientificName,scientificNameID,scientificAuthorityName,individualCount,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,occurrenceID
IYS:GoA2019_Stn29:bongo:Net1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",5,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2305
IYS:GoA2019_Stn29:bongo:Net1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",1,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2306
IYS:GoA2019_Stn29:bongo:Net1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",1,C5,M,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2307
IYS:GoA2019_Stn29:bongo:Net1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",11,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2308
IYS:GoA2019_Stn29:bongo:Net1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",3,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2309
IYS:GoA2019_Stn29:bongo:Net1,NA,Racovitzanus,urn:lsid:marinespecies.org:taxname:104227,"Giesbrecht, 1902",1,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2310
IYS:GoA2019_Stn29:bongo:Net1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",5,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2311
IYS:GoA2019_Stn29:bongo:Net1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",2,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2312
IYS:GoA2019_Stn29:bongo:Net1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",3,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2313
IYS:GoA2019_Stn29:bongo:Net1,pacifica,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",1,NA,F,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2314
IYS:GoA2019_Stn29:bongo:Net1,NA,Triconia,urn:lsid:marinespecies.org:taxname:128691,"Böttger-Schnack, 1999",1,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oncaeidae,Triconia,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2315
IYS:GoA2019_Stn29:bongo:Net1,NA, ,NA,NA,6,trochophore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2316
IYS:GoA2019_Stn29:bongo:Net1,globulosa,Tuscaretta globosa,urn:lsid:marinespecies.org:taxname:578578,Borgert,7,NA,NA,Species,accepted,NA,Chromista,Cercozoa,Thecofilosea,Phaeocalpida,Tuscaroridae,Tuscaretta,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2317
IYS:GoA2019_Stn29:bongo:Net1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",2,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2318
IYS:GoA2019_Stn29:bongo:Net1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",79,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2319
IYS:GoA2019_Stn29:bongo:Net1,pacifica,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,F,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2320
IYS:GoA2019_Stn29:bongo:Net1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",34,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn29:bongo:Net1:zoop_occ-2321
IYS:GoA2019_Stn30:bongo:Net1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",14,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2322
IYS:GoA2019_Stn30:bongo:Net1,arctica,Dimophyes arctica,urn:lsid:marinespecies.org:taxname:135418,"(Chun, 1897)",1,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2323
IYS:GoA2019_Stn30:bongo:Net1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",2,C5,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2324
IYS:GoA2019_Stn30:bongo:Net1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",2,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2325
IYS:GoA2019_Stn30:bongo:Net1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",183,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2326
IYS:GoA2019_Stn30:bongo:Net1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",5,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2327
IYS:GoA2019_Stn30:bongo:Net1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",15,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2328
IYS:GoA2019_Stn30:bongo:Net1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",1,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2329
IYS:GoA2019_Stn30:bongo:Net1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",2,C5,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2330
IYS:GoA2019_Stn30:bongo:Net1,divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,"Bradford, 1971",2,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2331
IYS:GoA2019_Stn30:bongo:Net1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",4,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2332
IYS:GoA2019_Stn30:bongo:Net1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",4,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2333
IYS:GoA2019_Stn30:bongo:Net1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",6,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2334
IYS:GoA2019_Stn30:bongo:Net1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",6,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2335
IYS:GoA2019_Stn30:bongo:Net1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,4,juvenile,NA,Phylum,accepted,sp. inc,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2336
IYS:GoA2019_Stn30:bongo:Net1,NA,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",3,nauplius,NA,Subclass,accepted,NA,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2337
IYS:GoA2019_Stn30:bongo:Net1,elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",21,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2338
IYS:GoA2019_Stn30:bongo:Net1,NA,Epicaridea,urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",3,NA,NA,Infraorder,accepted,NA,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2339
IYS:GoA2019_Stn30:bongo:Net1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",4,egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2340
IYS:GoA2019_Stn30:bongo:Net1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",37,NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2341
IYS:GoA2019_Stn30:bongo:Net1,NA,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",5,<0.5mm,NA,Family,accepted,sp. inc,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2342
IYS:GoA2019_Stn30:bongo:Net1,helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",20,NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2343
IYS:GoA2019_Stn30:bongo:Net1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",7,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2344
IYS:GoA2019_Stn30:bongo:Net1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",8,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2345
IYS:GoA2019_Stn30:bongo:Net1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",3,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2346
IYS:GoA2019_Stn30:bongo:Net1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",35,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2347
IYS:GoA2019_Stn30:bongo:Net1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",19,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2348
IYS:GoA2019_Stn30:bongo:Net1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",41,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2349
IYS:GoA2019_Stn30:bongo:Net1,pusillus,Microcalanus pusillus,urn:lsid:marinespecies.org:taxname:157675,"Sars G.O., 1903",3,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2350
IYS:GoA2019_Stn30:bongo:Net1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",3,C5,M,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2351
IYS:GoA2019_Stn30:bongo:Net1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",3,C5,F,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2352
IYS:GoA2019_Stn30:bongo:Net1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",3,C4,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2353
IYS:GoA2019_Stn30:bongo:Net1,rosea,Microsetella rosea,urn:lsid:marinespecies.org:taxname:116116,"(Dana, 1847)",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Microsetella,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2354
IYS:GoA2019_Stn30:bongo:Net1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",5,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2355
IYS:GoA2019_Stn30:bongo:Net1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",5,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2356
IYS:GoA2019_Stn30:bongo:Net1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",2,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2357
IYS:GoA2019_Stn30:bongo:Net1,atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",8,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2358
IYS:GoA2019_Stn30:bongo:Net1,similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",101,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2359
IYS:GoA2019_Stn30:bongo:Net1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",22,C4,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2360
IYS:GoA2019_Stn30:bongo:Net1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",136,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2361
IYS:GoA2019_Stn30:bongo:Net1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",1,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2362
IYS:GoA2019_Stn30:bongo:Net1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2363
IYS:GoA2019_Stn30:bongo:Net1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2364
IYS:GoA2019_Stn30:bongo:Net1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",1,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2365
IYS:GoA2019_Stn30:bongo:Net1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",3,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2366
IYS:GoA2019_Stn30:bongo:Net1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",1,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2367
IYS:GoA2019_Stn30:bongo:Net1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",2,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2368
IYS:GoA2019_Stn30:bongo:Net1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",91,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2369
IYS:GoA2019_Stn30:bongo:Net1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",21,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2370
IYS:GoA2019_Stn30:bongo:Net1,inspinata,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",27,NA,F,Species,accepted,sp. inc,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2371
IYS:GoA2019_Stn30:bongo:Net1,inspinata,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",11,NA,M,Species,accepted,sp. inc,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2372
IYS:GoA2019_Stn30:bongo:Net1,septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",1,NA,NA,Species,accepted,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS:GoA2019_Stn30:bongo:Net1:zoop_occ-2373
IYS:GoA2019_Stn31:bongo:Net1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",8,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2374
IYS:GoA2019_Stn31:bongo:Net1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,3,NA,NA,Phylum,accepted,sp. inc,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2375
IYS:GoA2019_Stn31:bongo:Net1,challengeri,Cyphocaris challengeri,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",1,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2376
IYS:GoA2019_Stn31:bongo:Net1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",3,C5,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2377
IYS:GoA2019_Stn31:bongo:Net1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2378
IYS:GoA2019_Stn31:bongo:Net1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",4,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2379
IYS:GoA2019_Stn31:bongo:Net1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",169,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2380
IYS:GoA2019_Stn31:bongo:Net1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",15,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2381
IYS:GoA2019_Stn31:bongo:Net1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",25,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2382
IYS:GoA2019_Stn31:bongo:Net1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",5,C5,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2383
IYS:GoA2019_Stn31:bongo:Net1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",4,C5,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2384
IYS:GoA2019_Stn31:bongo:Net1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",3,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2385
IYS:GoA2019_Stn31:bongo:Net1,californiensis,Symbolophorus californiensis,urn:lsid:marinespecies.org:taxname:272733,"(Eigenmann & Eigenmann, 1889)",1,larva,NA,Species,accepted,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2386
IYS:GoA2019_Stn31:bongo:Net1,NA,Vibilia,urn:lsid:marinespecies.org:taxname:101812,"H. Milne Edwards, 1830",1,NA,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2387
IYS:GoA2019_Stn31:bongo:Net1,divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,"Bradford, 1971",1,C5,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2388
IYS:GoA2019_Stn31:bongo:Net1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",3,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2389
IYS:GoA2019_Stn31:bongo:Net1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",1,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn31:bongo:Net1:zoop_occ-2390
