eventID,scientificName,scientificNameID,occurrenceStatus,sex,lifeStage,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,occurrenceID
npmsdd-44-1986-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1986-pr1
npmsdd-44-1987-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1987-p
npmsdd-44-1987-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1987-pr1
npmsdd-44-1988-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1988-p
npmsdd-44-1988-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1988-pr1
npmsdd-44-1989-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1989-p
npmsdd-44-1989-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1989-pr1
npmsdd-44-1990-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1990-p
npmsdd-44-1990-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1990-pr1
npmsdd-44-1990-pr2,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1990-pr2
npmsdd-44-1991-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,unspecified,NA,PreservedSpecimen, , , , ,npmsdd-44-1991-p
npmsdd-44-1991-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1991-pr1
npmsdd-44-1992-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1992-p
npmsdd-44-1992-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1992-pr1
npmsdd-44-1993-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1993-p
npmsdd-44-1993-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1993-pr1
npmsdd-44-1994-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1994-p
npmsdd-44-1994-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1994-pr1
npmsdd-44-1995-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1995-p
npmsdd-44-1995-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1995-pr1
npmsdd-44-1996-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1996-p
npmsdd-44-1996-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1996-pr1
npmsdd-44-1997-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1997-p
npmsdd-44-1997-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1997-pr1
npmsdd-44-1998-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-1998-p
npmsdd-44-1998-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1998-pr1
npmsdd-44-1998-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1998-pr2
npmsdd-44-1999-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-1999-p
npmsdd-44-1999-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-1999-pr1
npmsdd-44-2000-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2000-p
npmsdd-44-2000-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2000-pr1
npmsdd-44-2000-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2000-pr2
npmsdd-44-2000-pr3,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2000-pr3
npmsdd-44-2001-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2001-p
npmsdd-44-2001-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2001-pr1
npmsdd-44-2002-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2002-p
npmsdd-44-2002-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2002-pr1
npmsdd-44-2003-p,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2003-p
npmsdd-44-2003-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2003-pr1
npmsdd-44-2004-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2004-p
npmsdd-44-2004-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2004-pr1
npmsdd-44-2005-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2005-p
npmsdd-44-2005-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2005-pr1
npmsdd-44-2005-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2005-pr2
npmsdd-44-2005-pr3,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2005-pr3
npmsdd-44-2005-pr4,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2005-pr4
npmsdd-44-2006-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2006-p
npmsdd-44-2006-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2006-pr1
npmsdd-44-2006-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2006-pr2
npmsdd-44-2006-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2006-pr3
npmsdd-44-2007-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2007-p
npmsdd-44-2007-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2007-pr1
npmsdd-44-2007-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2007-pr2
npmsdd-44-2007-pr3,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2007-pr3
npmsdd-44-2008-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2008-p
npmsdd-44-2008-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2008-pr1
npmsdd-44-2008-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2008-pr2
npmsdd-44-2008-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2008-pr3
npmsdd-44-2009-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2009-p
npmsdd-44-2009-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2009-pr1
npmsdd-44-2009-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2009-pr2
npmsdd-44-2009-pr3,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2009-pr3
npmsdd-44-2009-pr4,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2009-pr4
npmsdd-44-2009-pr5,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2009-pr5
npmsdd-44-2010-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2010-p
npmsdd-44-2010-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2010-pr1
npmsdd-44-2010-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2010-pr2
npmsdd-44-2011-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2011-p
npmsdd-44-2011-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2011-pr1
npmsdd-44-2011-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2011-pr2
npmsdd-44-2012-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2012-p
npmsdd-44-2012-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2012-pr1
npmsdd-44-2012-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2012-pr2
npmsdd-44-2013-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2013-p
npmsdd-44-2013-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2013-pr1
npmsdd-44-2013-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2013-pr2
npmsdd-44-2014-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2014-p
npmsdd-44-2014-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2014-pr1
npmsdd-44-2014-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2014-pr2
npmsdd-44-2014-pr3,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2014-pr3
npmsdd-44-2014-pr4,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2014-pr4
npmsdd-44-2015-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2015-p
npmsdd-44-2015-pr1,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2015-pr1
npmsdd-44-2015-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2015-pr2
npmsdd-44-2015-pr3,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2015-pr3
npmsdd-44-2016-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2016-p
npmsdd-44-2016-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2016-pr1
npmsdd-44-2016-pr2,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2016-pr2
npmsdd-44-2016-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2016-pr3
npmsdd-44-2016-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2016-pr4
npmsdd-44-2017-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2017-p
npmsdd-44-2017-pr1,Coleoidea,urn:lsid:marinespecies.org:taxname:11709,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2017-pr1
npmsdd-44-2017-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2017-pr2
npmsdd-44-2018-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2018-p
npmsdd-44-2018-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2018-pr1
npmsdd-44-2018-pr2,Callianassa,urn:lsid:marinespecies.org:taxname:107072,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2018-pr2
npmsdd-44-2018-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2018-pr3
npmsdd-44-2018-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2018-pr4
npmsdd-44-2019-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2019-p
npmsdd-44-2019-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2019-pr1
npmsdd-44-2019-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2019-pr2
npmsdd-44-2020-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2020-p
npmsdd-44-2020-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2020-pr1
npmsdd-44-2021-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2021-p
npmsdd-44-2021-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2021-pr1
npmsdd-44-2022-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2022-p
npmsdd-44-2022-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2022-pr1
npmsdd-44-2022-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2022-pr2
npmsdd-44-2023-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2023-p
npmsdd-44-2023-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2023-pr1
npmsdd-44-2024-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2024-p
npmsdd-44-2024-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2024-pr1
npmsdd-44-2025-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2025-p
npmsdd-44-2025-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2025-pr1
npmsdd-44-2026-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2026-p
npmsdd-44-2026-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2026-pr1
npmsdd-44-2026-pr2,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2026-pr2
npmsdd-44-2027-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2027-p
npmsdd-44-2027-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2027-pr1
npmsdd-44-2028-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2028-p
npmsdd-44-2028-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2028-pr1
npmsdd-44-2028-pr2,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2028-pr2
npmsdd-44-2029-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2029-p
npmsdd-44-2029-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2029-pr1
npmsdd-44-2030-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2030-p
npmsdd-44-2030-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2030-pr1
npmsdd-44-2031-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2031-p
npmsdd-44-2031-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2031-pr1
npmsdd-44-2032-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2032-p
npmsdd-44-2032-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2032-pr1
npmsdd-44-2033-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2033-p
npmsdd-44-2033-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2033-pr1
npmsdd-44-2033-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2033-pr2
npmsdd-44-2034-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2034-p
npmsdd-44-2034-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2034-pr1
npmsdd-44-2034-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2034-pr2
npmsdd-44-2035-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2035-p
npmsdd-44-2035-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2035-pr1
npmsdd-44-2036-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2036-p
npmsdd-44-2036-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2036-pr1
npmsdd-44-2037-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2037-p
npmsdd-44-2037-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2037-pr1
npmsdd-44-2037-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2037-pr2
npmsdd-44-2038-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2038-p
npmsdd-44-2038-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2038-pr1
npmsdd-44-2039-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2039-p
npmsdd-44-2039-pr1,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2039-pr1
npmsdd-44-2039-pr2,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2039-pr2
npmsdd-44-2039-pr3,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2039-pr3
npmsdd-44-2040-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2040-p
npmsdd-44-2040-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2040-pr1
npmsdd-44-2041-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2041-p
npmsdd-44-2041-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2041-pr1
npmsdd-44-2042-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2042-p
npmsdd-44-2042-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2042-pr1
npmsdd-44-2043-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2043-p
npmsdd-44-2043-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2043-pr1
npmsdd-44-2044-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2044-p
npmsdd-44-2044-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2044-pr1
npmsdd-44-2045-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2045-p
npmsdd-44-2045-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2045-pr1
npmsdd-44-2046-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2046-p
npmsdd-44-2046-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2046-pr1
npmsdd-44-2047-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2047-p
npmsdd-44-2047-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2047-pr1
npmsdd-44-2047-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2047-pr2
npmsdd-44-2048-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2048-p
npmsdd-44-2048-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2048-pr1
npmsdd-44-2049-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2049-p
npmsdd-44-2049-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2049-pr1
npmsdd-44-2049-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2049-pr2
npmsdd-44-2050-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2050-p
npmsdd-44-2050-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2050-pr1
npmsdd-44-2051-p,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2051-p
npmsdd-44-2051-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2051-pr1
