eventID,measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementValueID
NA,IYS:GoA2019_Stn56:juday:length_minimum,NA,NA,0.2,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:length_minimum,NA,NA,0.2,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:lifeStage,NA,NA,Eggs,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:lifeStage,NA,NA,Eggs,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:lifeStage,NA,NA,Eggs,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
NA,IYS:GoA2019_Stn56:juday:mass_per_cubic_meter,NA,NA,0.4,NA,NA,NA
