eventID,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,occurrenceStatus,occurrenceID
IYS:GoA2019_Stn24:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn24:juday:jocc:109
IYS:GoA2019_Stn24:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn24:juday:jocc:110
IYS:GoA2019_Stn24:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn24:juday:jocc:111
IYS:GoA2019_Stn25:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn25:juday:jocc:112
IYS:GoA2019_Stn25:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn25:juday:jocc:113
IYS:GoA2019_Stn25:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn25:juday:jocc:114
IYS:GoA2019_Stn25:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn25:juday:jocc:115
IYS:GoA2019_Stn25:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn25:juday:jocc:116
IYS:GoA2019_Stn26:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:117
IYS:GoA2019_Stn26:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:118
IYS:GoA2019_Stn26:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:119
IYS:GoA2019_Stn26:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:120
IYS:GoA2019_Stn26:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:121
IYS:GoA2019_Stn26:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn26:juday:jocc:122
IYS:GoA2019_Stn27:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn27:juday:jocc:123
IYS:GoA2019_Stn27:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn27:juday:jocc:124
IYS:GoA2019_Stn27:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn27:juday:jocc:125
IYS:GoA2019_Stn27:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn27:juday:jocc:126
IYS:GoA2019_Stn27:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn27:juday:jocc:127
IYS:GoA2019_Stn28:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn28:juday:jocc:128
IYS:GoA2019_Stn28:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn28:juday:jocc:129
IYS:GoA2019_Stn28:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn28:juday:jocc:130
IYS:GoA2019_Stn28:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn28:juday:jocc:131
IYS:GoA2019_Stn28:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn28:juday:jocc:132
IYS:GoA2019_Stn29:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn29:juday:jocc:133
IYS:GoA2019_Stn29:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn29:juday:jocc:134
IYS:GoA2019_Stn29:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn29:juday:jocc:135
IYS:GoA2019_Stn29:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn29:juday:jocc:136
IYS:GoA2019_Stn29:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn29:juday:jocc:137
IYS:GoA2019_Stn30:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn30:juday:jocc:138
IYS:GoA2019_Stn30:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn30:juday:jocc:139
IYS:GoA2019_Stn30:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn30:juday:jocc:140
IYS:GoA2019_Stn30:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn30:juday:jocc:141
IYS:GoA2019_Stn31:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn31:juday:jocc:142
IYS:GoA2019_Stn31:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn31:juday:jocc:143
IYS:GoA2019_Stn31:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn31:juday:jocc:144
IYS:GoA2019_Stn31:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn31:juday:jocc:145
IYS:GoA2019_Stn31:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn31:juday:jocc:146
IYS:GoA2019_Stn32:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:147
IYS:GoA2019_Stn32:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:148
IYS:GoA2019_Stn32:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:149
IYS:GoA2019_Stn32:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:150
IYS:GoA2019_Stn32:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:151
IYS:GoA2019_Stn32:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn32:juday:jocc:152
IYS:GoA2019_Stn33:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn33:juday:jocc:153
IYS:GoA2019_Stn33:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn33:juday:jocc:154
IYS:GoA2019_Stn33:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn33:juday:jocc:155
IYS:GoA2019_Stn33:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn33:juday:jocc:156
IYS:GoA2019_Stn33:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn33:juday:jocc:157
IYS:GoA2019_Stn34:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:158
IYS:GoA2019_Stn34:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:159
IYS:GoA2019_Stn34:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:160
IYS:GoA2019_Stn34:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:161
IYS:GoA2019_Stn34:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:162
IYS:GoA2019_Stn34:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn34:juday:jocc:163
IYS:GoA2019_Stn35:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn35:juday:jocc:164
IYS:GoA2019_Stn35:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn35:juday:jocc:165
IYS:GoA2019_Stn35:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn35:juday:jocc:166
IYS:GoA2019_Stn35:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn35:juday:jocc:167
IYS:GoA2019_Stn36:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn36:juday:jocc:168
IYS:GoA2019_Stn36:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn36:juday:jocc:169
IYS:GoA2019_Stn36:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn36:juday:jocc:170
IYS:GoA2019_Stn36:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn36:juday:jocc:171
IYS:GoA2019_Stn36:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn36:juday:jocc:172
IYS:GoA2019_Stn37:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn37:juday:jocc:173
IYS:GoA2019_Stn37:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn37:juday:jocc:174
IYS:GoA2019_Stn37:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn37:juday:jocc:175
IYS:GoA2019_Stn38:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn38:juday:jocc:176
IYS:GoA2019_Stn38:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn38:juday:jocc:177
IYS:GoA2019_Stn38:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn38:juday:jocc:178
IYS:GoA2019_Stn38:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn38:juday:jocc:179
IYS:GoA2019_Stn39:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn39:juday:jocc:180
IYS:GoA2019_Stn39:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn39:juday:jocc:181
IYS:GoA2019_Stn39:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn39:juday:jocc:182
IYS:GoA2019_Stn39:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn39:juday:jocc:183
IYS:GoA2019_Stn39:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn39:juday:jocc:184
IYS:GoA2019_Stn40:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:185
IYS:GoA2019_Stn40:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:186
IYS:GoA2019_Stn40:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:187
IYS:GoA2019_Stn40:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:188
IYS:GoA2019_Stn40:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:189
IYS:GoA2019_Stn40:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn40:juday:jocc:190
IYS:GoA2019_Stn41:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn41:juday:jocc:191
IYS:GoA2019_Stn41:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn41:juday:jocc:192
IYS:GoA2019_Stn41:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn41:juday:jocc:193
IYS:GoA2019_Stn41:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn41:juday:jocc:194
IYS:GoA2019_Stn42:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn42:juday:jocc:195
IYS:GoA2019_Stn42:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn42:juday:jocc:196
IYS:GoA2019_Stn42:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn42:juday:jocc:197
IYS:GoA2019_Stn42:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn42:juday:jocc:198
IYS:GoA2019_Stn42:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn42:juday:jocc:199
IYS:GoA2019_Stn43:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:200
IYS:GoA2019_Stn43:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:201
IYS:GoA2019_Stn43:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:202
IYS:GoA2019_Stn43:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:203
IYS:GoA2019_Stn43:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:204
IYS:GoA2019_Stn43:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn43:juday:jocc:205
IYS:GoA2019_Stn44:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn44:juday:jocc:206
IYS:GoA2019_Stn44:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn44:juday:jocc:207
IYS:GoA2019_Stn44:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn44:juday:jocc:208
IYS:GoA2019_Stn44:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn44:juday:jocc:209
IYS:GoA2019_Stn44:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn44:juday:jocc:210
IYS:GoA2019_Stn45:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn45:juday:jocc:211
IYS:GoA2019_Stn45:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn45:juday:jocc:212
IYS:GoA2019_Stn45:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn45:juday:jocc:213
IYS:GoA2019_Stn45:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn45:juday:jocc:214
IYS:GoA2019_Stn45:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn45:juday:jocc:215
IYS:GoA2019_Stn46:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn46:juday:jocc:216
IYS:GoA2019_Stn46:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn46:juday:jocc:217
IYS:GoA2019_Stn46:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn46:juday:jocc:218
IYS:GoA2019_Stn46:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn46:juday:jocc:219
IYS:GoA2019_Stn47:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn47:juday:jocc:220
IYS:GoA2019_Stn47:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn47:juday:jocc:221
