eventID,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,occurrenceStatus,occurrenceID
IYS:GoA2019_Stn47:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn47:juday:jocc:222
IYS:GoA2019_Stn47:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn47:juday:jocc:223
IYS:GoA2019_Stn48:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn48:juday:jocc:224
IYS:GoA2019_Stn48:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn48:juday:jocc:225
IYS:GoA2019_Stn48:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn48:juday:jocc:226
IYS:GoA2019_Stn48:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn48:juday:jocc:227
IYS:GoA2019_Stn48:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn48:juday:jocc:228
IYS:GoA2019_Stn49:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:229
IYS:GoA2019_Stn49:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:230
IYS:GoA2019_Stn49:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:231
IYS:GoA2019_Stn49:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:232
IYS:GoA2019_Stn49:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:233
IYS:GoA2019_Stn49:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn49:juday:jocc:234
IYS:GoA2019_Stn50:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn50:juday:jocc:235
IYS:GoA2019_Stn50:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn50:juday:jocc:236
IYS:GoA2019_Stn50:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn50:juday:jocc:237
IYS:GoA2019_Stn50:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn50:juday:jocc:238
IYS:GoA2019_Stn50:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn50:juday:jocc:239
IYS:GoA2019_Stn51:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn51:juday:jocc:240
IYS:GoA2019_Stn51:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn51:juday:jocc:241
IYS:GoA2019_Stn51:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn51:juday:jocc:242
IYS:GoA2019_Stn51:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn51:juday:jocc:243
IYS:GoA2019_Stn52:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn52:juday:jocc:244
IYS:GoA2019_Stn52:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn52:juday:jocc:245
IYS:GoA2019_Stn52:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn52:juday:jocc:246
IYS:GoA2019_Stn52:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn52:juday:jocc:247
IYS:GoA2019_Stn52:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn52:juday:jocc:248
IYS:GoA2019_Stn53:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn53:juday:jocc:249
IYS:GoA2019_Stn53:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn53:juday:jocc:250
IYS:GoA2019_Stn53:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn53:juday:jocc:251
IYS:GoA2019_Stn54:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:252
IYS:GoA2019_Stn54:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:253
IYS:GoA2019_Stn54:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:254
IYS:GoA2019_Stn54:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:255
IYS:GoA2019_Stn54:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:256
IYS:GoA2019_Stn54:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn54:juday:jocc:257
IYS:GoA2019_Stn55:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn55:juday:jocc:258
IYS:GoA2019_Stn55:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn55:juday:jocc:259
IYS:GoA2019_Stn55:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn55:juday:jocc:260
IYS:GoA2019_Stn55:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn55:juday:jocc:261
IYS:GoA2019_Stn55:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn55:juday:jocc:262
IYS:GoA2019_Stn56:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn56:juday:jocc:263
IYS:GoA2019_Stn56:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn56:juday:jocc:264
IYS:GoA2019_Stn56:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn56:juday:jocc:265
IYS:GoA2019_Stn56:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn56:juday:jocc:266
IYS:GoA2019_Stn56:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn56:juday:jocc:267
IYS:GoA2019_Stn57:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn57:juday:jocc:268
IYS:GoA2019_Stn57:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn57:juday:jocc:269
IYS:GoA2019_Stn57:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn57:juday:jocc:270
IYS:GoA2019_Stn57:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn57:juday:jocc:271
IYS:GoA2019_Stn58:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn58:juday:jocc:272
IYS:GoA2019_Stn58:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn58:juday:jocc:273
IYS:GoA2019_Stn58:juday,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,present,IYS:GoA2019_Stn58:juday:jocc:274
IYS:GoA2019_Stn58:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn58:juday:jocc:275
IYS:GoA2019_Stn58:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn58:juday:jocc:276
IYS:GoA2019_Stn59:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn59:juday:jocc:277
IYS:GoA2019_Stn59:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn59:juday:jocc:278
IYS:GoA2019_Stn59:juday,Pteropoda,urn:lsid:marinespecies.org:taxname:325345,"Cuvier, 1804",accepted,Order,1057250,Animalia,Mollusca,Gastropoda,Pteropoda,NA,NA,present,IYS:GoA2019_Stn59:juday:jocc:279
IYS:GoA2019_Stn59:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn59:juday:jocc:280
IYS:GoA2019_Stn59:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn59:juday:jocc:281
IYS:GoA2019_Stn60:juday,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",accepted,Subclass,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,present,IYS:GoA2019_Stn60:juday:jocc:282
IYS:GoA2019_Stn60:juday,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,"Dana, 1852",accepted,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,present,IYS:GoA2019_Stn60:juday:jocc:283
IYS:GoA2019_Stn60:juday,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,accepted,Phylum,2,Animalia,Chaetognatha,NA,NA,NA,NA,present,IYS:GoA2019_Stn60:juday:jocc:284
IYS:GoA2019_Stn60:juday,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337,"Owen, 1843",accepted,Class,1267,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,present,IYS:GoA2019_Stn60:juday:jocc:285
