occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementMethod
IYS:GoA2020_Stn11:trawl:sample:2495:occ-2495,IYS:GoA2020_Stn11:trawl:sample:2495:occ-2495-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2496:occ-2496,IYS:GoA2020_Stn11:trawl:sample:2496:occ-2496-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2497:occ-2497,IYS:GoA2020_Stn11:trawl:sample:2497:occ-2497-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2498:occ-2498,IYS:GoA2020_Stn11:trawl:sample:2498:occ-2498-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,32,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2499:occ-2499,IYS:GoA2020_Stn11:trawl:sample:2499:occ-2499-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2500:occ-2500,IYS:GoA2020_Stn11:trawl:sample:2500:occ-2500-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,32,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2501:occ-2501,IYS:GoA2020_Stn11:trawl:sample:2501:occ-2501-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2502:occ-2502,IYS:GoA2020_Stn11:trawl:sample:2502:occ-2502-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,33,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2503:occ-2503,IYS:GoA2020_Stn11:trawl:sample:2503:occ-2503-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,44,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2504:occ-2504,IYS:GoA2020_Stn11:trawl:sample:2504:occ-2504-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,38,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2505:occ-2505,IYS:GoA2020_Stn11:trawl:sample:2505:occ-2505-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,39,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2506:occ-2506,IYS:GoA2020_Stn11:trawl:sample:2506:occ-2506-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,41,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2507:occ-2507,IYS:GoA2020_Stn11:trawl:sample:2507:occ-2507-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,35,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2508:occ-2508,IYS:GoA2020_Stn11:trawl:sample:2508:occ-2508-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2509:occ-2509,IYS:GoA2020_Stn11:trawl:sample:2509:occ-2509-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,74,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2510:occ-2510,IYS:GoA2020_Stn11:trawl:sample:2510:occ-2510-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2511:occ-2511,IYS:GoA2020_Stn11:trawl:sample:2511:occ-2511-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2512:occ-2512,IYS:GoA2020_Stn11:trawl:sample:2512:occ-2512-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2513:occ-2513,IYS:GoA2020_Stn11:trawl:sample:2513:occ-2513-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,66,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2514:occ-2514,IYS:GoA2020_Stn11:trawl:sample:2514:occ-2514-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2515:occ-2515,IYS:GoA2020_Stn11:trawl:sample:2515:occ-2515-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2516:occ-2516,IYS:GoA2020_Stn11:trawl:sample:2516:occ-2516-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2517:occ-2517,IYS:GoA2020_Stn11:trawl:sample:2517:occ-2517-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,70,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2518:occ-2518,IYS:GoA2020_Stn11:trawl:sample:2518:occ-2518-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,72,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2519:occ-2519,IYS:GoA2020_Stn11:trawl:sample:2519:occ-2519-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2520:occ-2520,IYS:GoA2020_Stn11:trawl:sample:2520:occ-2520-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2521:occ-2521,IYS:GoA2020_Stn11:trawl:sample:2521:occ-2521-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,70,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2522:occ-2522,IYS:GoA2020_Stn11:trawl:sample:2522:occ-2522-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2523:occ-2523,IYS:GoA2020_Stn11:trawl:sample:2523:occ-2523-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,82,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2524:occ-2524,IYS:GoA2020_Stn11:trawl:sample:2524:occ-2524-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,72,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2525:occ-2525,IYS:GoA2020_Stn11:trawl:sample:2525:occ-2525-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,76,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2526:occ-2526,IYS:GoA2020_Stn11:trawl:sample:2526:occ-2526-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,65,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2527:occ-2527,IYS:GoA2020_Stn11:trawl:sample:2527:occ-2527-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2528:occ-2528,IYS:GoA2020_Stn11:trawl:sample:2528:occ-2528-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2529:occ-2529,IYS:GoA2020_Stn11:trawl:sample:2529:occ-2529-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2530:occ-2530,IYS:GoA2020_Stn11:trawl:sample:2530:occ-2530-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2531:occ-2531,IYS:GoA2020_Stn11:trawl:sample:2531:occ-2531-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2532:occ-2532,IYS:GoA2020_Stn11:trawl:sample:2532:occ-2532-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2533:occ-2533,IYS:GoA2020_Stn11:trawl:sample:2533:occ-2533-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,70,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2534:occ-2534,IYS:GoA2020_Stn11:trawl:sample:2534:occ-2534-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2535:occ-2535,IYS:GoA2020_Stn11:trawl:sample:2535:occ-2535-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2536:occ-2536,IYS:GoA2020_Stn11:trawl:sample:2536:occ-2536-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2537:occ-2537,IYS:GoA2020_Stn11:trawl:sample:2537:occ-2537-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2538:occ-2538,IYS:GoA2020_Stn11:trawl:sample:2538:occ-2538-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2539:occ-2539,IYS:GoA2020_Stn11:trawl:sample:2539:occ-2539-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2540:occ-2540,IYS:GoA2020_Stn11:trawl:sample:2540:occ-2540-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2541:occ-2541,IYS:GoA2020_Stn11:trawl:sample:2541:occ-2541-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,71,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2542:occ-2542,IYS:GoA2020_Stn11:trawl:sample:2542:occ-2542-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2543:occ-2543,IYS:GoA2020_Stn11:trawl:sample:2543:occ-2543-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,5,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2544:occ-2544,IYS:GoA2020_Stn11:trawl:sample:2544:occ-2544-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2545:occ-2545,IYS:GoA2020_Stn11:trawl:sample:2545:occ-2545-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,59,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2546:occ-2546,IYS:GoA2020_Stn11:trawl:sample:2546:occ-2546-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,71,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2547:occ-2547,IYS:GoA2020_Stn11:trawl:sample:2547:occ-2547-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,60,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2548:occ-2548,IYS:GoA2020_Stn11:trawl:sample:2548:occ-2548-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2549:occ-2549,IYS:GoA2020_Stn11:trawl:sample:2549:occ-2549-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2550:occ-2550,IYS:GoA2020_Stn11:trawl:sample:2550:occ-2550-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,36,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2551:occ-2551,IYS:GoA2020_Stn11:trawl:sample:2551:occ-2551-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,51,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2552:occ-2552,IYS:GoA2020_Stn11:trawl:sample:2552:occ-2552-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2553:occ-2553,IYS:GoA2020_Stn11:trawl:sample:2553:occ-2553-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2554:occ-2554,IYS:GoA2020_Stn11:trawl:sample:2554:occ-2554-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2555:occ-2555,IYS:GoA2020_Stn11:trawl:sample:2555:occ-2555-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,77,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2556:occ-2556,IYS:GoA2020_Stn11:trawl:sample:2556:occ-2556-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2557:occ-2557,IYS:GoA2020_Stn11:trawl:sample:2557:occ-2557-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,56,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2558:occ-2558,IYS:GoA2020_Stn11:trawl:sample:2558:occ-2558-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,47,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2559:occ-2559,IYS:GoA2020_Stn11:trawl:sample:2559:occ-2559-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,68,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2560:occ-2560,IYS:GoA2020_Stn11:trawl:sample:2560:occ-2560-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2561:occ-2561,IYS:GoA2020_Stn11:trawl:sample:2561:occ-2561-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,63,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2562:occ-2562,IYS:GoA2020_Stn11:trawl:sample:2562:occ-2562-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,61,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2563:occ-2563,IYS:GoA2020_Stn11:trawl:sample:2563:occ-2563-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2564:occ-2564,IYS:GoA2020_Stn11:trawl:sample:2564:occ-2564-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2565:occ-2565,IYS:GoA2020_Stn11:trawl:sample:2565:occ-2565-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2566:occ-2566,IYS:GoA2020_Stn11:trawl:sample:2566:occ-2566-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,54,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2567:occ-2567,IYS:GoA2020_Stn11:trawl:sample:2567:occ-2567-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2568:occ-2568,IYS:GoA2020_Stn11:trawl:sample:2568:occ-2568-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,42,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2569:occ-2569,IYS:GoA2020_Stn11:trawl:sample:2569:occ-2569-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2570:occ-2570,IYS:GoA2020_Stn11:trawl:sample:2570:occ-2570-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2571:occ-2571,IYS:GoA2020_Stn11:trawl:sample:2571:occ-2571-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,40,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2572:occ-2572,IYS:GoA2020_Stn11:trawl:sample:2572:occ-2572-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2573:occ-2573,IYS:GoA2020_Stn11:trawl:sample:2573:occ-2573-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2574:occ-2574,IYS:GoA2020_Stn11:trawl:sample:2574:occ-2574-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2575:occ-2575,IYS:GoA2020_Stn11:trawl:sample:2575:occ-2575-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,46,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2576:occ-2576,IYS:GoA2020_Stn11:trawl:sample:2576:occ-2576-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2577:occ-2577,IYS:GoA2020_Stn11:trawl:sample:2577:occ-2577-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,37,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2578:occ-2578,IYS:GoA2020_Stn11:trawl:sample:2578:occ-2578-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2579:occ-2579,IYS:GoA2020_Stn11:trawl:sample:2579:occ-2579-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,52,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2580:occ-2580,IYS:GoA2020_Stn11:trawl:sample:2580:occ-2580-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,62,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2581:occ-2581,IYS:GoA2020_Stn11:trawl:sample:2581:occ-2581-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2582:occ-2582,IYS:GoA2020_Stn11:trawl:sample:2582:occ-2582-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2583:occ-2583,IYS:GoA2020_Stn11:trawl:sample:2583:occ-2583-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2584:occ-2584,IYS:GoA2020_Stn11:trawl:sample:2584:occ-2584-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,67,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2585:occ-2585,IYS:GoA2020_Stn11:trawl:sample:2585:occ-2585-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,66,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2586:occ-2586,IYS:GoA2020_Stn11:trawl:sample:2586:occ-2586-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn11:trawl:sample:2587:occ-2587,IYS:GoA2020_Stn11:trawl:sample:2587:occ-2587-standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,66,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn12:trawl:sample:2588:occ-2588,IYS:GoA2020_Stn12:trawl:sample:2588:occ-2588-weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,787,NA,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,NA
