occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementMethod
IYS:GoA2020_Stn52:trawl:occ-401,IYS:GoA2020_Stn52:trawl:occ-401-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,total
IYS:GoA2020_Stn52:trawl:occ-401,IYS:GoA2020_Stn52:trawl:occ-401-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.001,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,total
IYS:GoA2020_Stn52:trawl:occ-402,IYS:GoA2020_Stn52:trawl:occ-402-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,32,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-402,IYS:GoA2020_Stn52:trawl:occ-402-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.0325,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-403,IYS:GoA2020_Stn52:trawl:occ-403-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,423,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-403,IYS:GoA2020_Stn52:trawl:occ-403-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.0325,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-404,IYS:GoA2020_Stn52:trawl:occ-404-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,NA,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2020_Stn52:trawl:occ-404,IYS:GoA2020_Stn52:trawl:occ-404-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.125,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,total
IYS:GoA2020_Stn52:trawl:occ-405,IYS:GoA2020_Stn52:trawl:occ-405-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,98,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-405,IYS:GoA2020_Stn52:trawl:occ-405-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.0325,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-406,IYS:GoA2020_Stn52:trawl:occ-406-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,98,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-406,IYS:GoA2020_Stn52:trawl:occ-406-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.033,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-407,IYS:GoA2020_Stn52:trawl:occ-407-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,7,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,total
IYS:GoA2020_Stn52:trawl:occ-407,IYS:GoA2020_Stn52:trawl:occ-407-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.503,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,total
IYS:GoA2020_Stn52:trawl:occ-408,IYS:GoA2020_Stn52:trawl:occ-408-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2113,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-408,IYS:GoA2020_Stn52:trawl:occ-408-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.0325,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,volume estimate
IYS:GoA2020_Stn52:trawl:occ-409,IYS:GoA2020_Stn52:trawl:occ-409-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,24,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,total
IYS:GoA2020_Stn52:trawl:occ-409,IYS:GoA2020_Stn52:trawl:occ-409-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,NA,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,NA
IYS:GoA2020_Stn52:trawl:occ-410,IYS:GoA2020_Stn52:trawl:occ-410-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,343,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,total
IYS:GoA2020_Stn52:trawl:occ-410,IYS:GoA2020_Stn52:trawl:occ-410-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,7.43,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,total
IYS:GoA2020_Stn52:trawl:occ-411,IYS:GoA2020_Stn52:trawl:occ-411-individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,total
IYS:GoA2020_Stn52:trawl:occ-411,IYS:GoA2020_Stn52:trawl:occ-411-biomass,Total species biomass,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.269,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,total
IYS:GoA2020_Stn1:trawl:sample:1:occ-1,IYS:GoA2020_Stn1:trawl:sample:1:occ-1-mantle_length,Mantle length, ,34,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn1:trawl:sample:2:occ-2,IYS:GoA2020_Stn1:trawl:sample:2:occ-2-mantle_length,Mantle length, ,33,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn1:trawl:sample:3:occ-3,IYS:GoA2020_Stn1:trawl:sample:3:occ-3-mantle_length,Mantle length, ,46,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn1:trawl:sample:4:occ-4,IYS:GoA2020_Stn1:trawl:sample:4:occ-4-mantle_length,Mantle length, ,24,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,NA
IYS:GoA2020_Stn1:trawl:sample:5:occ-5,IYS:GoA2020_Stn1:trawl:sample:5:occ-5-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,180,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:6:occ-6,IYS:GoA2020_Stn1:trawl:sample:6:occ-6-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:7:occ-7,IYS:GoA2020_Stn1:trawl:sample:7:occ-7-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:8:occ-8,IYS:GoA2020_Stn1:trawl:sample:8:occ-8-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:9:occ-9,IYS:GoA2020_Stn1:trawl:sample:9:occ-9-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:10:occ-10,IYS:GoA2020_Stn1:trawl:sample:10:occ-10-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:11:occ-11,IYS:GoA2020_Stn1:trawl:sample:11:occ-11-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:12:occ-12,IYS:GoA2020_Stn1:trawl:sample:12:occ-12-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:13:occ-13,IYS:GoA2020_Stn1:trawl:sample:13:occ-13-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:14:occ-14,IYS:GoA2020_Stn1:trawl:sample:14:occ-14-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,32,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:15:occ-15,IYS:GoA2020_Stn1:trawl:sample:15:occ-15-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,32,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:16:occ-16,IYS:GoA2020_Stn1:trawl:sample:16:occ-16-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:17:occ-17,IYS:GoA2020_Stn1:trawl:sample:17:occ-17-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:18:occ-18,IYS:GoA2020_Stn1:trawl:sample:18:occ-18-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,33,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:19:occ-19,IYS:GoA2020_Stn1:trawl:sample:19:occ-19-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,35,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:20:occ-20,IYS:GoA2020_Stn1:trawl:sample:20:occ-20-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:21:occ-21,IYS:GoA2020_Stn1:trawl:sample:21:occ-21-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:22:occ-22,IYS:GoA2020_Stn1:trawl:sample:22:occ-22-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:23:occ-23,IYS:GoA2020_Stn1:trawl:sample:23:occ-23-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,33,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:24:occ-24,IYS:GoA2020_Stn1:trawl:sample:24:occ-24-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:25:occ-25,IYS:GoA2020_Stn1:trawl:sample:25:occ-25-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:26:occ-26,IYS:GoA2020_Stn1:trawl:sample:26:occ-26-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,32,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:27:occ-27,IYS:GoA2020_Stn1:trawl:sample:27:occ-27-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:28:occ-28,IYS:GoA2020_Stn1:trawl:sample:28:occ-28-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:29:occ-29,IYS:GoA2020_Stn1:trawl:sample:29:occ-29-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:30:occ-30,IYS:GoA2020_Stn1:trawl:sample:30:occ-30-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:31:occ-31,IYS:GoA2020_Stn1:trawl:sample:31:occ-31-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,33,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:32:occ-32,IYS:GoA2020_Stn1:trawl:sample:32:occ-32-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,31,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:33:occ-33,IYS:GoA2020_Stn1:trawl:sample:33:occ-33-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,31,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:34:occ-34,IYS:GoA2020_Stn1:trawl:sample:34:occ-34-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,31,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:35:occ-35,IYS:GoA2020_Stn1:trawl:sample:35:occ-35-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:36:occ-36,IYS:GoA2020_Stn1:trawl:sample:36:occ-36-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:37:occ-37,IYS:GoA2020_Stn1:trawl:sample:37:occ-37-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:38:occ-38,IYS:GoA2020_Stn1:trawl:sample:38:occ-38-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,31,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:39:occ-39,IYS:GoA2020_Stn1:trawl:sample:39:occ-39-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,24,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:40:occ-40,IYS:GoA2020_Stn1:trawl:sample:40:occ-40-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,20,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:41:occ-41,IYS:GoA2020_Stn1:trawl:sample:41:occ-41-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:42:occ-42,IYS:GoA2020_Stn1:trawl:sample:42:occ-42-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:43:occ-43,IYS:GoA2020_Stn1:trawl:sample:43:occ-43-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,24,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:44:occ-44,IYS:GoA2020_Stn1:trawl:sample:44:occ-44-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,24,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:45:occ-45,IYS:GoA2020_Stn1:trawl:sample:45:occ-45-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:46:occ-46,IYS:GoA2020_Stn1:trawl:sample:46:occ-46-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,33,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:47:occ-47,IYS:GoA2020_Stn1:trawl:sample:47:occ-47-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:48:occ-48,IYS:GoA2020_Stn1:trawl:sample:48:occ-48-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:49:occ-49,IYS:GoA2020_Stn1:trawl:sample:49:occ-49-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:50:occ-50,IYS:GoA2020_Stn1:trawl:sample:50:occ-50-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,18,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:51:occ-51,IYS:GoA2020_Stn1:trawl:sample:51:occ-51-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:52:occ-52,IYS:GoA2020_Stn1:trawl:sample:52:occ-52-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,34,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:53:occ-53,IYS:GoA2020_Stn1:trawl:sample:53:occ-53-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:54:occ-54,IYS:GoA2020_Stn1:trawl:sample:54:occ-54-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:55:occ-55,IYS:GoA2020_Stn1:trawl:sample:55:occ-55-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:56:occ-56,IYS:GoA2020_Stn1:trawl:sample:56:occ-56-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:57:occ-57,IYS:GoA2020_Stn1:trawl:sample:57:occ-57-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:58:occ-58,IYS:GoA2020_Stn1:trawl:sample:58:occ-58-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:59:occ-59,IYS:GoA2020_Stn1:trawl:sample:59:occ-59-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,22,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:60:occ-60,IYS:GoA2020_Stn1:trawl:sample:60:occ-60-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:61:occ-61,IYS:GoA2020_Stn1:trawl:sample:61:occ-61-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:62:occ-62,IYS:GoA2020_Stn1:trawl:sample:62:occ-62-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:63:occ-63,IYS:GoA2020_Stn1:trawl:sample:63:occ-63-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:64:occ-64,IYS:GoA2020_Stn1:trawl:sample:64:occ-64-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:65:occ-65,IYS:GoA2020_Stn1:trawl:sample:65:occ-65-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,26,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:66:occ-66,IYS:GoA2020_Stn1:trawl:sample:66:occ-66-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:67:occ-67,IYS:GoA2020_Stn1:trawl:sample:67:occ-67-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,30,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:68:occ-68,IYS:GoA2020_Stn1:trawl:sample:68:occ-68-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,25,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:69:occ-69,IYS:GoA2020_Stn1:trawl:sample:69:occ-69-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,23,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:70:occ-70,IYS:GoA2020_Stn1:trawl:sample:70:occ-70-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,28,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:71:occ-71,IYS:GoA2020_Stn1:trawl:sample:71:occ-71-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,18,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:72:occ-72,IYS:GoA2020_Stn1:trawl:sample:72:occ-72-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:73:occ-73,IYS:GoA2020_Stn1:trawl:sample:73:occ-73-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,22,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:74:occ-74,IYS:GoA2020_Stn1:trawl:sample:74:occ-74-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,21,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:75:occ-75,IYS:GoA2020_Stn1:trawl:sample:75:occ-75-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:76:occ-76,IYS:GoA2020_Stn1:trawl:sample:76:occ-76-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,22,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:77:occ-77,IYS:GoA2020_Stn1:trawl:sample:77:occ-77-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,29,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2020_Stn1:trawl:sample:78:occ-78,IYS:GoA2020_Stn1:trawl:sample:78:occ-78-total_length,Total length,http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/,27,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
