eventID,occurrenceID,occurrenceStatus,organismQuantity,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,lifeStage
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11:trawl:occ:91,present,3,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11:trawl:occ:92,present,1,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11:trawl:occ:93,present,55,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11:trawl:occ:94,present,1,Symbolophorus californiensis,urn:lsid:marinespecies.org:taxname:272733,"(Eigenmann & Eigenmann, 1889)",accepted,Species,125833,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,NA
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11:trawl:occ:95,present,362,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn12:trawl,IYS:GoA2020_Stn12:trawl:occ:96,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn12:trawl,IYS:GoA2020_Stn12:trawl:occ:97,present,1,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:98,present,43,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:99,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:100,present,9,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:101,present,1,Chiroteuthis calyx,urn:lsid:marinespecies.org:taxname:341796,"Young, 1972",accepted,Species,137777,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:102,present,94,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:103,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:104,present,9,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:105,present,2,Lipolagus ochotensis,urn:lsid:marinespecies.org:taxname:281374,"(Schmidt, 1938)",accepted,Species,269707,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Lipolagus,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:106,present,2,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:107,present,3,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:108,present,15,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:109,present,1176,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13:trawl:occ:110,present,475,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14:trawl:occ:111,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14:trawl:occ:112,present,1,Anotopterus nikparini,urn:lsid:marinespecies.org:taxname:272040,"Kukuev, 1998",accepted,Species,125662,Animalia,Chordata,Actinopterygii,Aulopiformes,Anotopteridae,Anotopterus,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14:trawl:occ:113,present,15,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14:trawl:occ:114,present,1,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14:trawl:occ:115,present,1,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn15:trawl,IYS:GoA2020_Stn15:trawl:occ:116,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn15:trawl,IYS:GoA2020_Stn15:trawl:occ:117,present,163,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:118,present,4,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:119,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:120,present,2,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,135263,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:121,present,7,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,135261,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:122,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:123,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:124,present,1,Gonatidae,urn:lsid:marinespecies.org:taxname:11743,"Hoyle, 1886",accepted,Family,1454593,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,NA,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:125,present,1,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:126,present,15,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:127,present,1,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:128,present,2,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,egg
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:129,present,3270,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16:trawl:occ:130,present,298,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn17:trawl,IYS:GoA2020_Stn17:trawl:occ:131,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn17:trawl,IYS:GoA2020_Stn17:trawl:occ:132,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn17:trawl,IYS:GoA2020_Stn17:trawl:occ:133,present,3,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn17:trawl,IYS:GoA2020_Stn17:trawl:occ:134,present,10,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn18:trawl,IYS:GoA2020_Stn18:trawl:occ:135,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn18:trawl,IYS:GoA2020_Stn18:trawl:occ:136,present,45,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn18:trawl,IYS:GoA2020_Stn18:trawl:occ:137,present,1,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,135266,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,egg
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19:trawl:occ:138,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19:trawl:occ:139,present,1,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19:trawl:occ:140,present,1,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,135261,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19:trawl:occ:141,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19:trawl:occ:142,present,20,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:143,present,6,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:144,present,55,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:145,present,1,Lipolagus ochotensis,urn:lsid:marinespecies.org:taxname:281374,"(Schmidt, 1938)",accepted,Species,269707,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Lipolagus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:146,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:147,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:148,present,725,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:149,present,35,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:150,present,5,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:151,present,981,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:152,present,1,Symbolophorus californiensis,urn:lsid:marinespecies.org:taxname:272733,"(Eigenmann & Eigenmann, 1889)",accepted,Species,125833,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:153,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:154,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20:trawl:occ:155,present,NA,Gonatidae,urn:lsid:marinespecies.org:taxname:11743,"Hoyle, 1886",accepted,Family,1454593,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,NA,NA
IYS:GoA2020_Stn21:trawl,IYS:GoA2020_Stn21:trawl:occ:156,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn21:trawl,IYS:GoA2020_Stn21:trawl:occ:157,present,1,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn21:trawl,IYS:GoA2020_Stn21:trawl:occ:158,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:159,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:160,present,24,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:161,present,1,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:162,present,1,Phacellophora,urn:lsid:marinespecies.org:taxname:135266,"Brandt, 1835",accepted,Genus,1259501,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:163,present,84,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:164,present,45,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:165,present,2,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:166,present,4,Gonatidae,urn:lsid:marinespecies.org:taxname:11743,"Hoyle, 1886",accepted,Family,1454593,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,NA,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:167,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22:trawl:occ:168,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:169,present,NA,Aurelia,urn:lsid:marinespecies.org:taxname:135263,"Lamarck, 1816",accepted,Genus,1393118,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:170,present,NA,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,135261,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:171,present,37,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,125819,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:172,present,NA,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:173,present,137,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,254362,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:174,present,192,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:175,present,7,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,"McGowan & Okutani, 1968",alternate representation,Species,137931,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:176,present,9,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,"(Sasaki, 1923)",unaccepted,Species,1468831,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:177,present,5,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,138291,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:178,present,NA,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:179,present,1,Periphylla,urn:lsid:marinespecies.org:taxname:135252,"F. Müller, 1861",accepted,Genus,135233,Animalia,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:180,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23:trawl:occ:181,present,7,Calycopsis,urn:lsid:marinespecies.org:taxname:117028,"Fewkes, 1882",accepted,Genus,231542,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA
IYS:GoA2020_Stn24:trawl,IYS:GoA2020_Stn24:trawl:occ:182,present,NA,Aequorea,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",accepted,Genus,13553,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,NA
IYS:GoA2020_Stn24:trawl,IYS:GoA2020_Stn24:trawl:occ:183,present,1,Anotopterus nikparini,urn:lsid:marinespecies.org:taxname:272040,"Kukuev, 1998",accepted,Species,125662,Animalia,Chordata,Actinopterygii,Aulopiformes,Anotopteridae,Anotopterus,NA
