eventID,lifeStage,sex,scientificName,scientificNameID,individualCount,identificationQualifier,kingdom,phylum,class,order,family,genus,scientificNameAuthorship,taxonRank,occurrenceRemarks,vernacularName,preparations,basisOfRecord,occurrenceID,occurrenceStatus
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,6,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,"(O. F. Müller, 1776)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2248,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,5,sp. inc.,Animalia,Chaetognatha,NA,NA,NA,NA,NA,Phylum,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2249,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Clione limacina,urn:lsid:marinespecies.org:taxname:139178,2,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,"(Phipps, 1774)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2250,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,15,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,"Giesbrecht, 1893",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2251,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,81,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,"(Möbius, 1875)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2252,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,1,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,"Hansen, 1911",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2253,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Lophothrix frontalis,urn:lsid:marinespecies.org:taxname:104779,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Lophothrix,"Giesbrecht, 1895",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2254,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Lophothrix frontalis,urn:lsid:marinespecies.org:taxname:104779,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Lophothrix,"Giesbrecht, 1895",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2255,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,4,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2256,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,39,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2257,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,2,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,"Lohmann, 1892",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2258,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,4,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,"(Esterly, 1913)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2259,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,38,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,"(Verrill, 1873)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2260,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,M,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,1,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,"(Stebbing, 1888)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2261,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,1,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Brandt, 1851",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2262,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,3,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,"Steenstrup, 1849",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2263,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,"(Lilljeborg, 1853)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2264,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,"(Lilljeborg, 1853)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2265,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,"Bradford, 1971",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2266,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,F,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,"Bradford, 1971",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2267,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,18,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Frost, 1974",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2268,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,50,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2269,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C2,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,85,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2270,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C3,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,69,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2271,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,juvenile,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,5,sp. inc.,Animalia,Chaetognatha,NA,NA,NA,NA,NA,Phylum,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2272,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,3,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,"Frost & Fleminger, 1968",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2273,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,"Frost & Fleminger, 1968",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2274,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,4,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,"Giesbrecht, 1888",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2275,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,"Giesbrecht, 1888",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2276,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Conchoecia spinirostris,urn:lsid:marinespecies.org:taxname:183092,1,sp. inc.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,NA,Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2277,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C3,NA,Ctenocalanus,urn:lsid:marinespecies.org:taxname:104162,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,"Giesbrecht, 1888",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2278,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,5,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,"Giesbrecht, 1888",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2279,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,4,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,"Giesbrecht, 1888",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2280,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,7,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,"Giesbrecht, 1888",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2281,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,"Giesbrecht, 1888",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2282,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,veliger,NA,Cymatiidae,urn:lsid:marinespecies.org:taxname:196332,1,sp. inc.,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,NA,"Iredale, 1913",Family,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2283,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,2,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,"(Sars, 1866)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2284,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,"Giesbrecht, 1893",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2285,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,calyptopsis,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,4,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2286,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,egg,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,12,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2287,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,nauplius,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,2,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2288,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,7,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,"Lohmann, 1896",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2289,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,F,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:351913,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,"Campbell, 1930",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2290,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,F,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:426434,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,"(Wolfenden, 1905)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2291,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C2,NA,Gaetanus,urn:lsid:marinespecies.org:taxname:104121,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,"Giesbrecht, 1888",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2292,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,veliger,NA,Gastropoda,urn:lsid:marinespecies.org:taxname:101,2,sp. inc.,Animalia,Mollusca,Gastropoda,NA,NA,NA,"Cuvier, 1795",Class,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2293,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Heterostylites longicornis,urn:lsid:marinespecies.org:taxname:104586,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Heterorhabdidae,Heterostylites,"(Giesbrecht, 1889)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2294,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Heterostylites longicornis,urn:lsid:marinespecies.org:taxname:104586,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Heterorhabdidae,Heterostylites,"(Giesbrecht, 1889)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2295,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,29,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,"(Phipps, 1774)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2296,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"(Dana, 1849)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2297,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,15,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2298,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,21,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2299,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,5,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2300,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2301,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2302,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C2,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,5,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2303,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C3,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,13,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2304,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,3,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2305,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,8,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"Sars G.O., 1925",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2306,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C2,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,9,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"Sars G.O., 1925",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2307,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C3,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,12,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"Sars G.O., 1925",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2308,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,NA,NA,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,11,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,"Fol, 1872",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2309,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,1,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Farran, 1908",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2310,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,17,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Farran, 1908",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2311,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,16,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Claus, 1866",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2312,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,16,sp. inc.,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Baird, 1843",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2313,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,larva,NA,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,1,sp. inc.,Animalia,Echinodermata,Ophiuroidea,NA,NA,NA,"Gray, 1840",Class,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2314,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Wolfenden, 1905",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2315,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685,3,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"(Claus, 1863)",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2316,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C5,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,3,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Boeck, 1865",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2317,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C4,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Boeck, 1865",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2318,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C3,NA,Paraeuchaeta,urn:lsid:marinespecies.org:taxname:196874,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,"Scott A., 1909",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2319,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,F,Pleuromamma scutullata,urn:lsid:marinespecies.org:taxname:354841,1,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,"Brodsky, 1950",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2320,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C2,NA,Pleuromamma,urn:lsid:marinespecies.org:taxname:104191,1,sp. inc.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,"Giesbrecht in Giesbrecht & Schmeil, 1898",Genus,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2321,present
IYS:GoA2020_Stn:P PRIME:bongo:Net1,C6,M,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,20,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Frost, 1989",Species,NA,NA,Formalin,PreservedSpecimen,IYS:GoA2020_Stn:P PRIME:bongo:Net1:zocc:2322,present
