eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID
IYS:GoA2020_Stn:AB:bongo:Net1,NA,IYS:GoA2020_Stn:AB:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,70.3924487,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AB:bongo:Net1,NA,IYS:GoA2020_Stn:AB:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AB:bongo:Net1,NA,IYS:GoA2020_Stn:AB:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AB:bongo:Net2,NA,IYS:GoA2020_Stn:AB:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,250.1165681,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AB:bongo:Net2,NA,IYS:GoA2020_Stn:AB:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,49.08537649,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AB:bongo:Net2,NA,IYS:GoA2020_Stn:AB:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AB:bongo:Net2,NA,IYS:GoA2020_Stn:AB:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AJ:bongo:Net1,NA,IYS:GoA2020_Stn:AJ:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,193.7079857,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AJ:bongo:Net1,NA,IYS:GoA2020_Stn:AJ:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,38.0151922,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AJ:bongo:Net1,NA,IYS:GoA2020_Stn:AJ:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AJ:bongo:Net1,NA,IYS:GoA2020_Stn:AJ:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AJ:bongo:Net2,NA,IYS:GoA2020_Stn:AJ:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,275.1631612,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AJ:bongo:Net2,NA,IYS:GoA2020_Stn:AJ:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,54.00077038,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AJ:bongo:Net2,NA,IYS:GoA2020_Stn:AJ:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AJ:bongo:Net2,NA,IYS:GoA2020_Stn:AJ:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AI:bongo:Net1,NA,IYS:GoA2020_Stn:AI:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,138.8312228,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AI:bongo:Net1,NA,IYS:GoA2020_Stn:AI:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,27.24562748,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AI:bongo:Net1,NA,IYS:GoA2020_Stn:AI:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AI:bongo:Net1,NA,IYS:GoA2020_Stn:AI:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AI:bongo:Net2,NA,IYS:GoA2020_Stn:AI:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,254.1207981,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AI:bongo:Net2,NA,IYS:GoA2020_Stn:AI:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,49.87120663,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AI:bongo:Net2,NA,IYS:GoA2020_Stn:AI:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AI:bongo:Net2,NA,IYS:GoA2020_Stn:AI:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AH:bongo:Net1,NA,IYS:GoA2020_Stn:AH:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,161.4054054,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AH:bongo:Net1,NA,IYS:GoA2020_Stn:AH:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,31.67581081,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AH:bongo:Net1,NA,IYS:GoA2020_Stn:AH:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AH:bongo:Net1,NA,IYS:GoA2020_Stn:AH:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AH:bongo:Net2,NA,IYS:GoA2020_Stn:AH:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,249.8747019,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AH:bongo:Net2,NA,IYS:GoA2020_Stn:AH:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,49.03791024,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AH:bongo:Net2,NA,IYS:GoA2020_Stn:AH:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AH:bongo:Net2,NA,IYS:GoA2020_Stn:AH:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AK:bongo:Net1,NA,IYS:GoA2020_Stn:AK:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,148.4521245,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AK:bongo:Net1,NA,IYS:GoA2020_Stn:AK:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,29.13372942,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AK:bongo:Net1,NA,IYS:GoA2020_Stn:AK:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AK:bongo:Net1,NA,IYS:GoA2020_Stn:AK:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AK:bongo:Net2,NA,IYS:GoA2020_Stn:AK:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,229.6923077,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AK:bongo:Net2,NA,IYS:GoA2020_Stn:AK:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,45.07711538,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AK:bongo:Net2,NA,IYS:GoA2020_Stn:AK:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AK:bongo:Net2,NA,IYS:GoA2020_Stn:AK:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AL:bongo:Net1,NA,IYS:GoA2020_Stn:AL:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,108.1679582,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AL:bongo:Net1,NA,IYS:GoA2020_Stn:AL:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,21.22796179,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AL:bongo:Net1,NA,IYS:GoA2020_Stn:AL:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AL:bongo:Net1,NA,IYS:GoA2020_Stn:AL:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AL:bongo:Net2,NA,IYS:GoA2020_Stn:AL:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,218.4589645,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AL:bongo:Net2,NA,IYS:GoA2020_Stn:AL:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,42.87257178,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AL:bongo:Net2,NA,IYS:GoA2020_Stn:AL:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AL:bongo:Net2,NA,IYS:GoA2020_Stn:AL:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AM:bongo:Net1,NA,IYS:GoA2020_Stn:AM:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,96.28963829,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AM:bongo:Net1,NA,IYS:GoA2020_Stn:AM:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,18.89684151,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AM:bongo:Net1,NA,IYS:GoA2020_Stn:AM:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AM:bongo:Net1,NA,IYS:GoA2020_Stn:AM:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AM:bongo:Net2,NA,IYS:GoA2020_Stn:AM:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,227.5423855,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AM:bongo:Net2,NA,IYS:GoA2020_Stn:AM:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,44.65519316,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AM:bongo:Net2,NA,IYS:GoA2020_Stn:AM:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AM:bongo:Net2,NA,IYS:GoA2020_Stn:AM:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:I:bongo:Net1,NA,IYS:GoA2020_Stn:I:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,206.2312822,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:I:bongo:Net1,NA,IYS:GoA2020_Stn:I:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,40.47288914,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:I:bongo:Net1,NA,IYS:GoA2020_Stn:I:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:I:bongo:Net1,NA,IYS:GoA2020_Stn:I:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:I:bongo:Net2,NA,IYS:GoA2020_Stn:I:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,256.2975943,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:I:bongo:Net2,NA,IYS:GoA2020_Stn:I:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,50.29840288,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:I:bongo:Net2,NA,IYS:GoA2020_Stn:I:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:I:bongo:Net2,NA,IYS:GoA2020_Stn:I:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AV:bongo:Net1,NA,IYS:GoA2020_Stn:AV:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,169.5751096,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AV:bongo:Net1,NA,IYS:GoA2020_Stn:AV:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,33.27911525,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AV:bongo:Net1,NA,IYS:GoA2020_Stn:AV:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AV:bongo:Net1,NA,IYS:GoA2020_Stn:AV:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AV:bongo:Net2,NA,IYS:GoA2020_Stn:AV:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,242.5649666,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AV:bongo:Net2,NA,IYS:GoA2020_Stn:AV:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,47.60337469,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AV:bongo:Net2,NA,IYS:GoA2020_Stn:AV:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AV:bongo:Net2,NA,IYS:GoA2020_Stn:AV:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AW:bongo:Net1,NA,IYS:GoA2020_Stn:AW:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,146.3290763,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AW:bongo:Net1,NA,IYS:GoA2020_Stn:AW:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,28.71708123,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AW:bongo:Net1,NA,IYS:GoA2020_Stn:AW:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AW:bongo:Net1,NA,IYS:GoA2020_Stn:AW:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AW:bongo:Net2,NA,IYS:GoA2020_Stn:AW:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,239.4744535,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AW:bongo:Net2,NA,IYS:GoA2020_Stn:AW:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,46.99686149,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AW:bongo:Net2,NA,IYS:GoA2020_Stn:AW:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AW:bongo:Net2,NA,IYS:GoA2020_Stn:AW:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AX:bongo:Net1,NA,IYS:GoA2020_Stn:AX:bongo:Net1:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,213.5410175,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AX:bongo:Net1,NA,IYS:GoA2020_Stn:AX:bongo:Net1:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,41.90742469,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AX:bongo:Net1,NA,IYS:GoA2020_Stn:AX:bongo:Net1:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AX:bongo:Net1,NA,IYS:GoA2020_Stn:AX:bongo:Net1:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:AX:bongo:Net2,NA,IYS:GoA2020_Stn:AX:bongo:Net2:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,263.2042192,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/
IYS:GoA2020_Stn:AX:bongo:Net2,NA,IYS:GoA2020_Stn:AX:bongo:Net2:volume_filtered_flowmeter,volume_filtered_flowmeter,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,51.65382802,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AX:bongo:Net2,NA,IYS:GoA2020_Stn:AX:bongo:Net2:volume_filtered_depth_estimate,volume_filtered_depth_estimate, ,49.0625,NA,m^3,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/
IYS:GoA2020_Stn:AX:bongo:Net2,NA,IYS:GoA2020_Stn:AX:bongo:Net2:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,m/s,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/
IYS:GoA2020_Stn:1:bongo:Net1,NA,IYS:GoA2020_Stn:1:bongo:Net1:bongo:Gear,Gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA
IYS:GoA2020_Stn:1:bongo:Net1,NA,IYS:GoA2020_Stn:1:bongo:Net1:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,um,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/
IYS:GoA2020_Stn:1:bongo:Net1,NA,IYS:GoA2020_Stn:1:bongo:Net1:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,m^2,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/
IYS:GoA2020_Stn:1:bongo:Net2,NA,IYS:GoA2020_Stn:1:bongo:Net2:bongo:Gear,Gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA
IYS:GoA2020_Stn:1:bongo:Net2,NA,IYS:GoA2020_Stn:1:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,um,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/
IYS:GoA2020_Stn:1:bongo:Net2,NA,IYS:GoA2020_Stn:1:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,m^2,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/
IYS:GoA2020_Stn:2:bongo:Net1,NA,IYS:GoA2020_Stn:2:bongo:Net1:bongo:Gear,Gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA
IYS:GoA2020_Stn:2:bongo:Net1,NA,IYS:GoA2020_Stn:2:bongo:Net1:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,um,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/
IYS:GoA2020_Stn:2:bongo:Net1,NA,IYS:GoA2020_Stn:2:bongo:Net1:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,m^2,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/
IYS:GoA2020_Stn:2:bongo:Net2,NA,IYS:GoA2020_Stn:2:bongo:Net2:bongo:Gear,Gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA
IYS:GoA2020_Stn:2:bongo:Net2,NA,IYS:GoA2020_Stn:2:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,um,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/
IYS:GoA2020_Stn:2:bongo:Net2,NA,IYS:GoA2020_Stn:2:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,m^2,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/
IYS:GoA2020_Stn:3:bongo:Net1,NA,IYS:GoA2020_Stn:3:bongo:Net1:bongo:Gear,Gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA
