eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,minimumDepthInMetres,maximumDepthInMetres,sampleSizeValue,eventRemarks,sampleSizeUnit,samplingProtocol,samplingEffort,footprintWKT,coordinateUncertaintyInMeters,type,geodeticDatum
IYS:GoA2020_Stn:AL:bongo:Net1,IYS:GoA2020_Stn:AL,2020-04-02T06:45:00Z,48.3666666666667,-140.01666666666668,250,250,21.22796179,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -140.016666666667   48.3666666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AL:bongo:Net2,IYS:GoA2020_Stn:AL,2020-04-02T06:45:00Z,48.3666666666667,-140.01666666666668,250,250,42.87257178,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -140.016666666667   48.3666666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AM:bongo:Net1,IYS:GoA2020_Stn:AM,2020-04-02T15:33:00Z,48.4328333333333,-138.4125,250,250,18.89684151,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.4125   48.4328333333333 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AM:bongo:Net2,IYS:GoA2020_Stn:AM,2020-04-02T15:33:00Z,48.4328333333333,-138.4125,250,250,44.65519316,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.4125   48.4328333333333 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:I:bongo:Net1,IYS:GoA2020_Stn:I,2020-04-03T11:30:00Z,46.36,-138.49833333333333,250,250,40.47288914,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.498333333333   46.36 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:I:bongo:Net2,IYS:GoA2020_Stn:I,2020-04-03T11:30:00Z,46.36,-138.49833333333333,250,250,50.29840288,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -138.498333333333   46.36 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AV:bongo:Net1,IYS:GoA2020_Stn:AV,2020-04-04T08:44:00Z,47.405,-135.40666666666667,250,250,33.27911525,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -135.406666666667   47.405 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AV:bongo:Net2,IYS:GoA2020_Stn:AV,2020-04-04T08:44:00Z,47.405,-135.40666666666667,250,250,47.60337469,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -135.406666666667   47.405 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AW:bongo:Net1,IYS:GoA2020_Stn:AW,2020-04-04T16:57:00Z,47.4216666666667,-133.98666666666668,250,250,28.71708123,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -133.986666666667   47.4216666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AW:bongo:Net2,IYS:GoA2020_Stn:AW,2020-04-04T16:57:00Z,47.4216666666667,-133.98666666666668,250,250,46.99686149,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -133.986666666667   47.4216666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AX:bongo:Net1,IYS:GoA2020_Stn:AX,2020-04-05T01:28:00Z,47.4116666666667,-132.50666666666666,250,250,41.90742469,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -132.506666666667   47.4116666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
IYS:GoA2020_Stn:AX:bongo:Net2,IYS:GoA2020_Stn:AX,2020-04-05T01:28:00Z,47.4116666666667,-132.50666666666666,250,250,51.65382802,NA,m^3,vertical Bongo Net deployment,Volume sea water filtered,POINT  ( -132.506666666667   47.4116666666667 ),0,PreservedSpecimen,EPSG:4326 WGS84
