eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,organismQuantity,scientificAuthorityName,taxonRank,taxonomicStatus,lifeStage,sex,parentNameUsageID,kingdom,phylum,class,order,family,genus,occurrenceRemarks
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:508,present,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,2,"(Brady, 1883)",Species,accepted,C4,NA,104229,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:509,present,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,1,"Eschscholtz, 1829",Order,accepted,larval colony,NA,19494,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:510,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,2,"(Stebbing, 1888)",Species,accepted,<1mm,NA,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:511,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,1,"(Stebbing, 1888)",Species,accepted,NA,F,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:512,present,Tomopteris,urn:lsid:marinespecies.org:taxname:129715,1,"Eschscholtz, 1825",Genus,accepted,juvenile,NA,958,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:513,present,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,1,"(O. F. Müller, 1776)",Species,accepted,NA,NA,117212,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:514,present,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,1,"Bronn, 1862",Family,accepted,NA,NA,719942,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:515,present,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,88,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:516,present,Eusergestes similis,urn:lsid:marinespecies.org:taxname:514127,1,"(Hansen, 1903)",Species,accepted,NA,NA,513958,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:517,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,91,"(Krøyer, 1848)",Species,accepted,C5,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:518,present,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,21,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:519,present,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,44,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,NA
IYS:GoA2020_Stn:5,IYS:GoA2020_Stn:5:bongo_occ:520,present,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,3,"Steenstrup, 1849",Species,accepted,NA,NA,129715,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:521,present,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,28,"(O. F. Müller, 1776)",Species,accepted,NA,NA,117212,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:522,present,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,9,NA,Phylum,accepted,NA,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:523,present,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,13,"Bronn, 1862",Family,accepted,NA,NA,719942,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:524,present,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,4,"Giesbrecht, 1893",Species,accepted,C5,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:525,present,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,74,"Giesbrecht, 1893",Species,accepted,C6,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:526,present,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,2,"Giesbrecht, 1893",Species,accepted,C6,M,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:527,present,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,217,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:528,present,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,1,"Hansen, 1911",Species,accepted,NA,NA,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:529,present,Eusergestes similis,urn:lsid:marinespecies.org:taxname:514127,1,"(Hansen, 1903)",Species,accepted,NA,NA,513958,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:530,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,15,"(Krøyer, 1848)",Species,accepted,NA,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:531,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,38,"(Krøyer, 1848)",Species,accepted,C5,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:532,present,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,1,"Lohmann, 1892",Species,accepted,NA,NA,343702,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:533,present,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,167,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:534,present,Primno abyssalis,urn:lsid:marinespecies.org:taxname:421603,1,"(Bowman, 1968)",Species,accepted,NA,F,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:535,present,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,3,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:536,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,1,"(Stebbing, 1888)",Species,accepted,NA,M,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:537,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,1,"(Stebbing, 1888)",Species,accepted,NA,F,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:538,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,3,"Nemoto, 1963",Species,accepted,NA,NA,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:539,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,1,"Brandt, 1851",Species,accepted,NA,NA,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:540,present,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,8,"Steenstrup, 1849",Species,accepted,NA,NA,129715,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:541,present,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,1,"Bradford, 1971",Species,accepted,C4,NA,104112,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:542,present,Atlanta,urn:lsid:marinespecies.org:taxname:137687,32,"Lesueur, 1817",Genus,accepted,NA,NA,22990,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:543,present,Calanus,urn:lsid:marinespecies.org:taxname:104152,2,"Leach, 1816",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:544,present,Calanus,urn:lsid:marinespecies.org:taxname:104152,3,"Leach, 1816",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:545,present,Calanus,urn:lsid:marinespecies.org:taxname:104152,2,"Leach, 1816",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:546,present,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,1,"Giesbrecht, 1888",Species,accepted,C6,F,104193,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Calocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:547,present,Candacia bipinnata,urn:lsid:marinespecies.org:taxname:104475,1,"(Giesbrecht, 1889)",Species,accepted,C6,F,104157,Animalia,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:548,present,Candacia,urn:lsid:marinespecies.org:taxname:104157,1,"Dana, 1846",Genus,accepted,C1,NA,104080,Animalia,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:549,present,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,1,NA,Phylum,accepted,juvenile,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:550,present,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,2,"Frost & Fleminger, 1968",Species,accepted,C6,F,104161,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:551,present,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,2,"Giesbrecht, 1888",Genus,accepted,C5,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:552,present,Conchoecia spinirostris,urn:lsid:marinespecies.org:taxname:183092,1,NA,Species,unaccepted,NA,NA,127533,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:553,present,Copepoda,urn:lsid:marinespecies.org:taxname:1080,7,"Milne Edwards, 1840",Subclass,accepted,nauplius,NA,889925,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:554,present,Corycaeus anglicus,urn:lsid:marinespecies.org:taxname:149847,1,"Lubbock, 1857",Species,unaccepted,C6,M,128634,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Corycaeidae,Corycaeus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:555,present,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,2,"Giesbrecht, 1888",Species,accepted,C4,NA,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:556,present,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,3,"Giesbrecht, 1888",Species,accepted,C6,M,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:557,present,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,41,"Giesbrecht, 1888",Species,accepted,C5,NA,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:558,present,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,35,"Giesbrecht, 1888",Species,accepted,C6,F,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:559,present,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,8,"(Sars, 1866)",Species,accepted,NA,NA,127536,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:560,present,Epicaridea,urn:lsid:marinespecies.org:taxname:13795,1,"Latreille, 1825",Infraorder,accepted,NA,NA,292941,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:561,present,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,1,"Giesbrecht, 1893",Species,accepted,C4,NA,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:562,present,Eucalanus,urn:lsid:marinespecies.org:taxname:104171,2,"Dana, 1852",Genus,accepted,C3,NA,104085,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:563,present,Eucalanus,urn:lsid:marinespecies.org:taxname:104171,2,"Dana, 1852",Genus,accepted,C1,NA,104085,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:564,present,Eucalanus,urn:lsid:marinespecies.org:taxname:104171,1,"Dana, 1852",Genus,accepted,C2,NA,104085,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:565,present,Euchirella rostrata,urn:lsid:marinespecies.org:taxname:104303,1,"(Claus, 1866)",Species,accepted,C5,M,104120,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Euchirella,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:566,present,Euchirella,urn:lsid:marinespecies.org:taxname:104120,1,"Giesbrecht, 1888",Genus,accepted,C2,NA,104075,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Euchirella,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:567,present,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,12,"Dana, 1852",Family,accepted,calyptopsis,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:568,present,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,3,"Dana, 1852",Family,accepted,egg,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:569,present,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,4,"Dana, 1852",Family,accepted,furcillia,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:570,present,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,3,"Dana, 1852",Family,accepted,nauplius,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:571,present,Eusergestes,urn:lsid:marinespecies.org:taxname:513958,1,"Judkins & Kensley, 2008",Genus,accepted,NA,NA,106731,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:572,present,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:351913,1,"Campbell, 1930",Species,unaccepted,C4,NA,104121,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:573,present,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:426434,1,"(Wolfenden, 1905)",Species,unaccepted,C4,NA,104121,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:574,present,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,2,"Dana, 1853",Family,accepted,<0.5mm,NA,345822,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:575,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,8,"(Phipps, 1774)",Species,accepted,NA,NA,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:576,present,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,1,"(Claus, 1863)",Species,accepted,C4,NA,104183,Animalia,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:577,present,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,1,"(Claus, 1863)",Species,accepted,C6,F,104183,Animalia,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:578,present,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,1,"(Claus, 1863)",Species,accepted,C5,NA,104183,Animalia,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:579,present,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,1,"(Claus, 1863)",Species,accepted,C6,F,104183,Animalia,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:580,present,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,6,"Bradford & Jillett, 1974",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:581,present,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,2,"Bradford & Jillett, 1974",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:582,present,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,1,"Bradford & Jillett, 1974",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:583,present,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,4,"(Dana, 1849)",Species,accepted,C6,F,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:584,present,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,4,"(Dana, 1849)",Species,accepted,C4,NA,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:585,present,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,2,"(Dana, 1849)",Species,accepted,C5,NA,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:586,present,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,1,"(Dana, 1849)",Species,accepted,C6,M,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:587,present,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,14,"Brodsky, 1950",Species,accepted,C4,NA,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:588,present,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,5,"Brodsky, 1950",Species,accepted,C5,NA,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:589,present,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,8,"Brodsky, 1950",Species,accepted,C6,F,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:590,present,Metridia,urn:lsid:marinespecies.org:taxname:104190,3,"Boeck, 1865",Genus,accepted,C2,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:591,present,Metridia,urn:lsid:marinespecies.org:taxname:104190,5,"Boeck, 1865",Genus,accepted,C3,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:592,present,Metridia,urn:lsid:marinespecies.org:taxname:104190,3,"Boeck, 1865",Genus,accepted,C1,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:593,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,110,"(Krøyer, 1848)",Species,accepted,C4,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:594,present,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,5,"Sars G.O., 1925",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:595,present,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,3,"Sars G.O., 1925",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:596,present,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,9,"Sars G.O., 1925",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:597,present,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,81,"Fol, 1872",Species,accepted,NA,NA,343702,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:598,present,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,24,"Farran, 1908",Species,accepted,C6,F,106485,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:599,present,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,1,"Claus, 1866",Species,accepted,C6,F,106485,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:600,present,Oithona,urn:lsid:marinespecies.org:taxname:106485,5,"Baird, 1843",Genus,accepted,C4,NA,106422,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,NA
IYS:GoA2020_Stn:6,IYS:GoA2020_Stn:6:bongo_occ:601,present,Oithona,urn:lsid:marinespecies.org:taxname:106485,43,"Baird, 1843",Genus,accepted,C5,NA,106422,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,NA
