measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1-p:Stomachs examined,Stomachs examined, ,9,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1-pr1:Mass,Mass,NA,0.45,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1-pr2:Mass,Mass,NA,0.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1-pr3:Mass,Mass,NA,0.09,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1-pr4:Mass,Mass,NA,7.56,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.617283951,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,51.9,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,1.851851852,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1539,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,28.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-p:Stomachs examined,Stomachs examined, ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-pr1:Mass,Mass,NA,7.13,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-pr2:Mass,Mass,NA,1.42,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2-pr3:Mass,Mass,NA,19.95,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.641025641,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,38.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,1.282051282,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,663,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,8.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-p:Stomachs examined,Stomachs examined, ,2,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-pr1:Mass,Mass,NA,0.26,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3-pr2:Mass,Mass,NA,8.24,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,53.2,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1427,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,43.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,818,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus keta:2-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,51,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1483,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn17:trawl1:Oncorhynchus nerka:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.26,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,54.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.26,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1500,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,0.04,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,3.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn19:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,3.86,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.948408472,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,54.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,8.535676251,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1878,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,160.3,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-p:Stomachs examined,Stomachs examined, ,9,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-pr1:Mass,Mass,NA,3.2,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-pr2:Mass,Mass,NA,109,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1-pr3:Mass,Mass,NA,48.1,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,1.697761194,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,45.9,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,3.395522388,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1072,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,36.4,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-p:Stomachs examined,Stomachs examined, ,2,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-pr1:Mass,Mass,NA,10.92,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2-pr2:Mass,Mass,NA,25.48,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.183284457,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,52,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.183284457,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1364,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,2.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn23:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,2.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,1.002087683,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,36.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,1.002087683,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,479,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,4.8,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-p:Stomachs examined,Stomachs examined, ,1,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch:1-pr1:Mass,Mass,NA,4.8,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.252237136,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,46.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.504474273,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,894,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,4.51,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,2,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,3.78,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-pr2:Mass,Mass,NA,0.04,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:1-pr3:Mass,Mass,NA,0.22,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.155541154,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,54,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.466623461,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1543,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,7.2,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-p:Stomachs examined,Stomachs examined, ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-pr1:Mass,Mass,NA,0.72,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-pr2:Mass,Mass,NA,0.72,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta:2-pr3:Mass,Mass,NA,5.76,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.736093685,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,53.1,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,2.208281054,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1594,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,35.2,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-p:Stomachs examined,Stomachs examined, ,3,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-pr1:Mass,Mass,NA,1.05,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-pr2:Mass,Mass,NA,33.8,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1-pr3:Mass,Mass,NA,0.35,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.928009679,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,45.4,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,8.352087114,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1102,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,92.04,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-p:Stomachs examined,Stomachs examined, ,9,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-pr1:Mass,Mass,NA,6.44,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2-pr2:Mass,Mass,NA,85.6,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.266172507,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,52.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,1.59703504,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Mass,Mass,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,1484,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Mass digested food (unidentified),Mass digested food (unidentified),http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,NA,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Mass stomach content,Mass stomach content,http://vocab.nerc.ac.uk/collection/P24/current/NMASS/,23.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-p:Stomachs examined,Stomachs examined, ,6,stomachs,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-pr1:Mass,Mass,NA,1.19,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-pr2:Mass,Mass,NA,0.71,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:1-pr3:Mass,Mass,NA,21.8,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:2-p:Comparative Feeding Index (CFI),Comparative Feeding Index (CFI), ,0.109489051,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn26:trawl1:Oncorhynchus keta:2-p:Forklength,Forklength,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,46.7,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn26:trawl1:Oncorhynchus keta:2-p:Gut Fullness Index (GFI),Gut Fullness Index (GFI), ,0.218978102,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
