eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonomicRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,basisOfRecord,organismQuantity,organismQuantityType
GoA2019_Stn27:trawl1:Oncorhynchus keta:1,GoA2019_Stn27:trawl1:Oncorhynchus keta:1-pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,NA,NA
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27:trawl1:Oncorhynchus nerka:1-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,3,stomachs
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27:trawl1:Oncorhynchus nerka:1-pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,NA,NA
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27:trawl1:Oncorhynchus nerka:1-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn27:trawl1:Oncorhynchus nerka:2,GoA2019_Stn27:trawl1:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn27:trawl1:Oncorhynchus nerka:2,GoA2019_Stn27:trawl1:Oncorhynchus nerka:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn28:trawl1:Oncorhynchus keta:1,GoA2019_Stn28:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,2,stomachs
GoA2019_Stn28:trawl1:Oncorhynchus nerka:1,GoA2019_Stn28:trawl1:Oncorhynchus nerka:1-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn28:trawl1:Oncorhynchus nerka:2,GoA2019_Stn28:trawl1:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn28:trawl1:Oncorhynchus nerka:2,GoA2019_Stn28:trawl1:Oncorhynchus nerka:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn29:trawl1:Oncorhynchus keta:1,GoA2019_Stn29:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,2,stomachs
GoA2019_Stn29:trawl1:Oncorhynchus keta:1,GoA2019_Stn29:trawl1:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn29:trawl1:Oncorhynchus keta:2,GoA2019_Stn29:trawl1:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn29:trawl1:Oncorhynchus keta:3,GoA2019_Stn29:trawl1:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,3,stomachs
GoA2019_Stn30:trawl1:Oncorhynchus keta:1,GoA2019_Stn30:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,9,stomachs
GoA2019_Stn30:trawl1:Oncorhynchus keta:1,GoA2019_Stn30:trawl1:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:2,GoA2019_Stn30:trawl1:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,5,stomachs
GoA2019_Stn30:trawl1:Oncorhynchus keta:2,GoA2019_Stn30:trawl1:Oncorhynchus keta:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:3,GoA2019_Stn30:trawl1:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,2,stomachs
GoA2019_Stn30:trawl1:Oncorhynchus keta:3,GoA2019_Stn30:trawl1:Oncorhynchus keta:3-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,6,stomachs
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4-pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4-pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus keta:1,GoA2019_Stn31:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn31:trawl1:Oncorhynchus keta:1,GoA2019_Stn31:trawl1:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31:trawl1:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31:trawl1:Oncorhynchus keta:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31:trawl1:Oncorhynchus keta:2-pr2,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,3,stomachs
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1-pr2,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1-pr3,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2-pr2,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,4,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:1,GoA2019_Stn32:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,5,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus keta:1,GoA2019_Stn32:trawl1:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:2,GoA2019_Stn32:trawl1:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,4,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus keta:2,GoA2019_Stn32:trawl1:Oncorhynchus keta:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,5,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3-pr2,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3-pr3,present,Phronima sedentaria,urn:lsid:marinespecies.org:taxname:103272,"(Forskål, 1775)",accepted,Species,101804,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:4,GoA2019_Stn32:trawl1:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus keta:4,GoA2019_Stn32:trawl1:Oncorhynchus keta:4-pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1-pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2-pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2-pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2-pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,4,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1-pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1-pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1-pr4,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33:trawl1:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,7,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33:trawl1:Oncorhynchus keta:1-pr1,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",accepted,Species,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33:trawl1:Oncorhynchus keta:1-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,7,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2-pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2-pr3,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2-pr4,present,Isopoda,urn:lsid:marinespecies.org:taxname:1131,"Latreille, 1817",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,7,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3-pr2,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3-pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1-pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,4,stomachs
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2-pr2,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,NA,NA
GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,126140,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,1,stomachs
GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,NA,NA
