measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:GFI,gfi_percent, ,1.4423076923076923,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:n_stomachs,n_stomachs, ,7,stomachs, 
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:CFI,cfi_percent_adj, ,0.20604395604395603,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:FL,fl_cm, ,34.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:mass,mass_g, ,403,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:food_mass,food_mass_g, ,4.275,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:GFI,gfi_percent, ,1.0607940446650126,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:CFI,cfi_percent_adj, ,0.5303970223325063,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus keta:FL,fl_cm, ,27.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn5:trawl1:Oncorhynchus keta:mass,mass_g, ,207,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,12.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,6.038647342995169,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn5:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,3.0193236714975846,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,43.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:mass,mass_g, ,918,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,12.4,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,1.3507625272331154,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,6,stomachs, 
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,0.2251270878721859,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:FL,fl_cm, ,33.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:mass,mass_g, ,344,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:food_mass,food_mass_g, ,0.138,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:GFI,gfi_percent, ,0.040116279069767447,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:n_stomachs,n_stomachs, ,5,stomachs, 
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:CFI,cfi_percent_adj, ,0.00802325581395349,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn6:trawl1:Oncorhynchus keta:FL,fl_cm, ,27.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn6:trawl1:Oncorhynchus keta:mass,mass_g, ,207,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn6:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,4,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn6:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,1.932367149758454,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn6:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn6:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.966183574879227,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus keta:FL,fl_cm, ,47.6,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:mass,mass_g, ,930,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,0,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus keta:FL,fl_cm, ,54.1,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:mass,mass_g, ,1641,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,13.69,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.8342474101157831,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,4,stomachs, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.20856185252894577,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,38,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:mass,mass_g, ,624,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,61.900000000000006,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,9.919871794871796,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,10,stomachs, 
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,0.9919871794871795,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,42.7,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:mass,mass_g, ,892,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,80.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,9.047085201793722,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,6,stomachs, 
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,1.507847533632287,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn9:trawl1:Oncorhynchus keta:FL,fl_cm, ,25.3,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:mass,mass_g, ,156,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,0.001,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn9:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,6.41025641025641e-4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn9:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn9:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,6.41025641025641e-4,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus keta:FL,fl_cm, ,42,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:mass,mass_g, ,589,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,0.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.11884550084889643,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn10:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.11884550084889643,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,37.7,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:mass,mass_g, ,594,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,26,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,4.377104377104377,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,2.1885521885521886,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,41.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:mass,mass_g, ,809,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,37.8,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,4.672435105067985,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,2.3362175525339923,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus keta:FL,fl_cm, ,48.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:mass,mass_g, ,1387,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,0.35,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.025234318673395817,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,3,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.008411439557798606,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus keta:FL,fl_cm, ,53.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:mass,mass_g, ,1584,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,2.1,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.13257575757575757,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,3,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.04419191919191919,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:FL,fl_cm, ,36.2,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:mass,mass_g, ,496,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:food_mass,food_mass_g, ,8.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:GFI,gfi_percent, ,1.7943548387096775,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus kisutch:CFI,cfi_percent_adj, ,0.8971774193548387,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:FL,fl_cm, ,39.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:mass,mass_g, ,673,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:food_mass,food_mass_g, ,5.6,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:GFI,gfi_percent, ,0.8320950965824666,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:n_stomachs,n_stomachs, ,3,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus nerka:CFI,cfi_percent_adj, ,0.27736503219415554,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:FL,fl_cm, ,41.1,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:mass,mass_g, ,699,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:food_mass,food_mass_g, ,4.7,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:GFI,gfi_percent, ,0.6723891273247496,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus nerka:n_stomachs,n_stomachs, ,3,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus nerka:CFI,cfi_percent_adj, ,0.2241297091082499,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:FL,fl_cm, ,71.1,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:mass,mass_g, ,4866,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:food_mass,food_mass_g, ,6.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:GFI,gfi_percent, ,0.14180024660912455,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn11:trawl1:Oncorhynchus tschawytscha:CFI,cfi_percent_adj, ,0.14180024660912455,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:FL,fl_cm, ,26.9,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:mass,mass_g, ,184,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,12.389999999999999,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,6.733695652173912,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,5,stomachs, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,1.3467391304347824,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:FL,fl_cm, ,36.9,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:mass,mass_g, ,479,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,2.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.5219206680584552,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.5219206680584552,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:FL,fl_cm, ,44.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:mass,mass_g, ,814,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,0,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:FL,fl_cm, ,52.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:mass,mass_g, ,1437,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,28,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,1.9485038274182325,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,1.9485038274182325,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus nerka:FL,fl_cm, ,38.5,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn12:trawl1:Oncorhynchus nerka:mass,mass_g, ,587,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus nerka:food_mass,food_mass_g, ,8.100000000000001,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn12:trawl1:Oncorhynchus nerka:GFI,gfi_percent, ,1.3798977853492336,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn12:trawl1:Oncorhynchus nerka:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn12:trawl1:Oncorhynchus nerka:CFI,cfi_percent_adj, ,1.3798977853492336,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn13:trawl1:Oncorhynchus keta:FL,fl_cm, ,52.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn13:trawl1:Oncorhynchus keta:mass,mass_g, ,1437,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn13:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,1.9,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn13:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.13221990257480862,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn13:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn13:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.13221990257480862,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn13:trawl1:Oncorhynchus nerka:FL,fl_cm, ,42.8,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn13:trawl1:Oncorhynchus nerka:mass,mass_g, ,802,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn13:trawl1:Oncorhynchus nerka:food_mass,food_mass_g, ,6.5,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn13:trawl1:Oncorhynchus nerka:GFI,gfi_percent, ,0.8104738154613467,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn13:trawl1:Oncorhynchus nerka:n_stomachs,n_stomachs, ,1,stomachs, 
GoA2019_Stn13:trawl1:Oncorhynchus nerka:CFI,cfi_percent_adj, ,0.8104738154613467,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn14:trawl1:Oncorhynchus keta:FL,fl_cm, ,37.6,cm,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
GoA2019_Stn14:trawl1:Oncorhynchus keta:mass,mass_g, ,460,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn14:trawl1:Oncorhynchus keta:food_mass,food_mass_g, ,4.1,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn14:trawl1:Oncorhynchus keta:GFI,gfi_percent, ,0.8913043478260868,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
GoA2019_Stn14:trawl1:Oncorhynchus keta:n_stomachs,n_stomachs, ,2,stomachs, 
GoA2019_Stn14:trawl1:Oncorhynchus keta:CFI,cfi_percent_adj, ,0.4456521739130434,percent,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/
