eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,organismQuantity,organismQuantityType,scientificNameAuthorship,taxonomicRank,taxonomicStatus,kingdom,phylum,class,order,family,genus,basisOfRecord,associatedTaxa
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:4-pr10,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:4-pr11,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,6,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-pr3,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:2-pr4,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn26:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus nerka:4-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn26:trawl,IYS:GoA2019_Stn26:trawl:Oncorhynchus nerka:4-pr5,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn26:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn27:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus keta:1-pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn27:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:2-pr3,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:2-p"""
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:2-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:2-p"""
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn27:trawl,IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:3-pr5,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn27:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn28:trawl,IYS:GoA2019_Stn28:trawl:Oncorhynchus nerka:3-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn28:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn29:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn29:trawl,IYS:GoA2019_Stn29:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,5,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:2-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:3-pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,6,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-pr4,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-pr5,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn30:trawl,IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-pr6,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn30:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:2-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:2-pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-pr5,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-pr6,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:3-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:4-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:4-pr7,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:4-p"""
IYS:GoA2019_Stn31:trawl,IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:4-pr8,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,NA,NA,"Cuvier, 1795",Class,accepted,Animalia,Mollusca,Cephalopoda,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn31:trawl:Oncorhynchus kisutch:4-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus gorbuscha:2-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus gorbuscha:2-pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus gorbuscha:2-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,5,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:3-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:3-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:4-pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,5,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-pr4,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-pr5,present,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-pr6,present,Phronima sedentaria,urn:lsid:marinespecies.org:taxname:103272,NA,NA,"(Forskål, 1775)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:5-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:6-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:6-pr7,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,NA,"(Jordan & Gilbert, 1880)",Species,accepted,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus keta:6-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:7-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:7-pr8,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:7-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-pr9,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,NA,"(Jordan & Gilbert, 1880)",Species,accepted,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-pr10,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-p"""
IYS:GoA2019_Stn32:trawl,IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-pr11,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn32:trawl:Oncorhynchus kisutch:8-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-p,present,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,4,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,NA,"(Jordan & Gilbert, 1880)",Species,accepted,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-p"""
IYS:GoA2019_Stn33:trawl,IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn33:trawl:Oncorhynchus gorbuscha:1-p"""
