eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonomicRank,parentNameUsageID,kingdom,phylum,class,order,family,genus
GoA2019_Stn40:trawl1:Oncorhynchus nerka:1,GoA2019_Stn40:trawl1:Oncorhynchus nerka:1:pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn40:trawl1:Oncorhynchus nerka:1,GoA2019_Stn40:trawl1:Oncorhynchus nerka:1:pr4,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn42:trawl1:Oncorhynchus keta:1,GoA2019_Stn42:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn42:trawl1:Oncorhynchus keta:1,GoA2019_Stn42:trawl1:Oncorhynchus keta:1:pr2,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn43:trawl1:Oncorhynchus keta:2,GoA2019_Stn43:trawl1:Oncorhynchus keta:2:pr1,present,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia
GoA2019_Stn43:trawl1:Oncorhynchus keta:2,GoA2019_Stn43:trawl1:Oncorhynchus keta:2:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn43:trawl1:Oncorhynchus keta:2,GoA2019_Stn43:trawl1:Oncorhynchus keta:2:pr3,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA
GoA2019_Stn43:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn43:trawl1:Oncorhynchus kisutch:1:pr1,present,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia
GoA2019_Stn43:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn43:trawl1:Oncorhynchus kisutch:2:pr1,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia
GoA2019_Stn43:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn43:trawl1:Oncorhynchus kisutch:2:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn44:trawl1:Oncorhynchus keta:1,GoA2019_Stn44:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn44:trawl1:Oncorhynchus keta:2,GoA2019_Stn44:trawl1:Oncorhynchus keta:2:pr1,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",accepted,Species,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus
GoA2019_Stn44:trawl1:Oncorhynchus keta:2,GoA2019_Stn44:trawl1:Oncorhynchus keta:2:pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn44:trawl1:Oncorhynchus keta:2,GoA2019_Stn44:trawl1:Oncorhynchus keta:2:pr3,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn44:trawl1:Oncorhynchus keta:2,GoA2019_Stn44:trawl1:Oncorhynchus keta:2:pr4,present,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,"Chamisso, 1819",accepted,Species,137233,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa
GoA2019_Stn44:trawl1:Oncorhynchus keta:3,GoA2019_Stn44:trawl1:Oncorhynchus keta:3:pr1,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn44:trawl1:Oncorhynchus keta:3,GoA2019_Stn44:trawl1:Oncorhynchus keta:3:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn45:trawl1:Oncorhynchus tschawytscha:1,GoA2019_Stn45:trawl1:Oncorhynchus tschawytscha:1:pr1,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,"(Pearcy & Voss, 1963)",unaccepted,Species,1468848,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania
GoA2019_Stn45:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn45:trawl1:Oncorhynchus kisutch:1:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn45:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn45:trawl1:Oncorhynchus kisutch:2:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1:pr1,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1:pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn45:trawl1:Oncorhynchus keta:1,GoA2019_Stn45:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn45:trawl1:Oncorhynchus keta:1,GoA2019_Stn45:trawl1:Oncorhynchus keta:1:pr2,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn45:trawl1:Oncorhynchus keta:1,GoA2019_Stn45:trawl1:Oncorhynchus keta:1:pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn45:trawl1:Oncorhynchus keta:2,GoA2019_Stn45:trawl1:Oncorhynchus keta:2:pr1,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn45:trawl1:Oncorhynchus keta:2,GoA2019_Stn45:trawl1:Oncorhynchus keta:2:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn45:trawl1:Oncorhynchus keta:2,GoA2019_Stn45:trawl1:Oncorhynchus keta:2:pr3,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn45:trawl1:Oncorhynchus keta:2,GoA2019_Stn45:trawl1:Oncorhynchus keta:2:pr4,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn46:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn46:trawl1:Oncorhynchus kisutch:1:pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn46:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn46:trawl1:Oncorhynchus kisutch:1:pr2,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn46:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn46:trawl1:Oncorhynchus kisutch:2:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn46:trawl1:Oncorhynchus keta:1,GoA2019_Stn46:trawl1:Oncorhynchus keta:1:pr1,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn46:trawl1:Oncorhynchus keta:2,GoA2019_Stn46:trawl1:Oncorhynchus keta:2:pr1,present,Sergestes pacificus,urn:lsid:marinespecies.org:taxname:585590,"Stimpson, 1860",unaccepted,Species,106829,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes
GoA2019_Stn46:trawl1:Oncorhynchus keta:2,GoA2019_Stn46:trawl1:Oncorhynchus keta:2:pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn47:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn47:trawl1:Oncorhynchus kisutch:1:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn47:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn47:trawl1:Oncorhynchus kisutch:2:pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn47:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn47:trawl1:Oncorhynchus kisutch:2:pr2,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn48:trawl1:Oncorhynchus keta:2,GoA2019_Stn48:trawl1:Oncorhynchus keta:2:pr1,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn48:trawl1:Oncorhynchus keta:2,GoA2019_Stn48:trawl1:Oncorhynchus keta:2:pr2,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1:pr1,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",accepted,Species,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1:pr2,present,Sagitta elegans,urn:lsid:marinespecies.org:taxname:105450,"Verrill, 1873",unaccepted,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1:pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1:pr4,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,"(Pearcy & Voss, 1963)",unaccepted,Species,1468848,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1:pr5,present,Microstomus pacificus,urn:lsid:marinespecies.org:taxname:274294,"(Lockington, 1879)",accepted,Species,126118,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2:pr1,present,Sergestes pacificus,urn:lsid:marinespecies.org:taxname:585590,"Stimpson, 1860",unaccepted,Species,106829,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2:pr2,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2:pr3,present,Microstomus pacificus,urn:lsid:marinespecies.org:taxname:274294,"(Lockington, 1879)",accepted,Species,126118,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus
GoA2019_Stn49:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn49:trawl1:Oncorhynchus kisutch:1:pr1,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA
GoA2019_Stn49:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn49:trawl1:Oncorhynchus kisutch:1:pr2,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,"(Pearcy & Voss, 1963)",unaccepted,Species,1468848,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania
GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1:pr2,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia
GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1:pr3,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn52:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn52:trawl1:Oncorhynchus kisutch:1:pr1,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA
GoA2019_Stn52:trawl1:Oncorhynchus nerka:2,GoA2019_Stn52:trawl1:Oncorhynchus nerka:2:pr1,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,"(Pearcy & Voss, 1963)",unaccepted,Species,1468848,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania
GoA2019_Stn54:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn54:trawl1:Oncorhynchus kisutch:1:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn54:trawl1:Oncorhynchus nerka:1,GoA2019_Stn54:trawl1:Oncorhynchus nerka:1:pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn54:trawl1:Oncorhynchus nerka:2,GoA2019_Stn54:trawl1:Oncorhynchus nerka:2:pr1,present,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",accepted,Species,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia
GoA2019_Stn54:trawl1:Oncorhynchus nerka:2,GoA2019_Stn54:trawl1:Oncorhynchus nerka:2:pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn54:trawl1:Oncorhynchus nerka:4,GoA2019_Stn54:trawl1:Oncorhynchus nerka:4:pr1,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura
GoA2019_Stn59:trawl1:Oncorhynchus keta:1,GoA2019_Stn59:trawl1:Oncorhynchus keta:1:pr1,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn60:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn60:trawl1:Oncorhynchus kisutch:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
