eventID,parentEventID,eventDate,year,month,day,decimalLatitude,decimalLongitude,footprintWKT,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol,locality,locationID,type,fieldNotes
IYS:GoA2020_Stn13,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn14,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn15,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn16,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn17,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn18,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn19,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn20,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn21,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn22,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn23,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn24,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn25,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn26,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn27,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn28,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn29,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn30,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn31,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn32,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn33,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn34,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn35,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn36,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn37,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn38,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn39,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn40,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn41,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn42,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn43,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn44,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn45,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn46,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn47,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn48,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn49,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn50,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn51,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn52,IYS:GoA2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,station,NA
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1,2020-03-12T09:20:00Z,2020,3,12,48.400599702227574,-127.99614753241687,"LINESTRING ( -128.0575 48.4165 , -127.934833333333 48.3846666666667 )",4874.17245117177,0,25,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn2:trawl,IYS:GoA2020_Stn2,2020-03-12T21:00:00Z,2020,3,12,48.388755480023406,-129.47839003158734,"LINESTRING ( -129.5135 48.4275 , -129.443333333333 48.35 )",5031.731961405982,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,Doors out of water on several occasions due to waves- small net opening. Shallow foot rope <20m
IYS:GoA2020_Stn3:trawl,IYS:GoA2020_Stn3,2020-03-14T23:13:00Z,2020,3,14,47.380836980942135,-137.01168854350192,"LINESTRING ( -136.983333333333 47.4216666666667 , -137.04 47.34 )",5018.696010680944,0,17,surface trawl,Gulf of Alaska,NA,surface trawl,"10 minutes added to set as it took 10 min to get doors fishing (Neville comment:  fishing time should not be started if doors not started and net not open-1.7m is NOT a fishing net.  Therefore, fishing start time should be 11:23 if this is case.  Should review with Alecksey for validation.).   Bongo had to be repeated due to cable tangle."
IYS:GoA2020_Stn4:trawl,IYS:GoA2020_Stn4,2020-03-15T10:19:00Z,2020,3,15,47.35916789485459,-138.5274288183568,"LINESTRING ( -138.511666666667 47.4 , -138.543166666667 47.3183333333333 )",4693.09444533224,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn5:trawl,IYS:GoA2020_Stn5,2020-03-15T12:30:00Z,2020,3,15,47.34583835239404,-138.5577951727448,"LINESTRING ( -138.5255 47.42 , -138.59 47.2716666666667 )",8598.239415193368,0,10,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn6:trawl,IYS:GoA2020_Stn6,2020-03-15T21:55:00Z,2020,3,15,47.37083482745562,-140.01918072540477,"LINESTRING ( -140.001666666667 47.4133333333333 , -140.036666666667 47.3283333333333 )",4906.451981177034,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn7:trawl,IYS:GoA2020_Stn7,2020-03-16T07:08:00Z,2020,3,16,47.39833447923185,-141.50667896517547,"LINESTRING ( -141.491666666667 47.4416666666667 , -141.521666666667 47.355 )",4949.0194498647,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,"Added 200 lbs of weight in order to expand vertical opening. Initially it was 400lbs, this set-600lbs."
IYS:GoA2020_Stn8:trawl,IYS:GoA2020_Stn8,2020-03-16T16:02:00Z,2020,3,16,47.395998043180526,-142.50134993100437,"LINESTRING ( -142.98 47.43 , -142.023333333333 47.36 )",36319.948296970375,0,18,surface trawl,Gulf of Alaska,NA,surface trawl,Headrope target surface but actual depth ~ 2 m based on RBR
IYS:GoA2020_Stn9:trawl,IYS:GoA2020_Stn9,2020-03-17T01:39:00Z,2020,3,17,48.4091845754886,-143.07581551071982,"LINESTRING ( -143.011666666667 48.395 , -143.14 48.4233333333333 )",5004.8563880421525,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn10:trawl,IYS:GoA2020_Stn10,2020-03-17T10:02:00Z,2020,3,17,48.39334855477232,-144.5408449272129,"LINESTRING ( -144.481666666667 48.4033333333333 , -144.6 48.3833333333333 )",4520.563312143585,0,19,surface trawl,NA,NA,surface trawl,NA
IYS:GoA2020_Stn11:trawl,IYS:GoA2020_Stn11,2020-03-17T18:52:00Z,2020,3,17,48.407516978981334,-146.0441758565498,"LINESTRING ( -145.981666666667 48.415 , -146.106666666667 48.4 )",4701.790937163563,0,19,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn12:trawl,IYS:GoA2020_Stn12,2020-03-18T03:20:00Z,2020,3,18,48.431666954239816,-147.49583791175303,"LINESTRING ( -147.501666666667 48.3916666666667 , -147.49 48.4716666666667 )",4468.846099056203,0,25,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn13:trawl,IYS:GoA2020_Stn13,2020-03-17T12:12:00Z,2020,3,17,49.396681390152,-147.46665482339034,"LINESTRING ( -147.525 49.4066666666667 , -147.408333333333 49.3866666666667 )",4377.97887978884,0,18,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn14:trawl,IYS:GoA2020_Stn14,2020-03-18T23:21:00Z,2020,3,18,50.375752908516965,-147.4885599340825,"LINESTRING ( -147.513833333333 50.4198333333333 , -147.463333333333 50.3316666666667 )",5222.276139163386,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn15:trawl,IYS:GoA2020_Stn15,2020-03-19T01:24:00Z,2020,3,19,50.360000223691166,-147.50000385179985,"LINESTRING ( -147.505 50.3233333333333 , -147.495 50.3966666666667 )",4094.142319446282,0,10,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn16:trawl,IYS:GoA2020_Stn16,2020-03-19T11:22:00Z,2020,3,19,51.3850171425177,-147.4516413609143,"LINESTRING ( -147.515 51.4033333333333 , -147.388333333333 51.3666666666667 )",4857.903945460189,0,22,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn17:trawl,IYS:GoA2020_Stn17,2020-03-19T20:09:00Z,2020,3,19,51.38833666495421,-145.9891456870244,"LINESTRING ( -146.016666666667 51.4233333333333 , -145.961666666667 51.3533333333333 )",4339.043430673271,0,23,surface trawl,Gulf of Alaska,NA,surface trawl,to increase vertical opening an additional back side chain was attached on the foot rope (5 feet on each side= 10 feet total). It means additional 50lbs weight on gear.
IYS:GoA2020_Stn18:trawl,IYS:GoA2020_Stn18,2020-03-19T22:13:00Z,2020,3,19,51.36917474425017,-145.99997404307166,"LINESTRING ( -145.956666666667 51.3416666666667 , -146.043333333333 51.3966666666667 )",4297.343679629662,0,13,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn19:trawl,IYS:GoA2020_Stn19,2020-03-20T07:03:00Z,2020,3,20,50.36583407457437,-145.99498958046547,"LINESTRING ( -146.006666666667 50.4083333333333 , -145.983333333333 50.3233333333333 )",4799.85679153943,0,22,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn20:trawl,IYS:GoA2020_Stn20,2020-03-20T15:56:00Z,2020,3,20,NA,NA,NA,NA,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,Head rope collapsed down 2x
IYS:GoA2020_Stn21:trawl,IYS:GoA2020_Stn21,2020-03-21T01:03:00Z,2020,3,21,51.50251990503581,-144.4383395649395,"LINESTRING ( -144.506666666667 51.4983333333333 , -144.37 51.5066666666667 )",4767.433640581453,0,25,surface trawl,Gulf of Alaska,NA,surface trawl,Head rope collapsed down several times especially at start and end of set.
IYS:GoA2020_Stn22:trawl,IYS:GoA2020_Stn22,2020-03-21T09:19:00Z,2020,3,21,51.515005326047934,-142.9700268231469,"LINESTRING ( -143.005 51.48 , -142.935 51.55 )",4589.831343217624,0,22,surface trawl,Gulf of Alaska,NA,surface trawl,Lost float 10min into tow- headrope dove to 10m. Net was twisted
IYS:GoA2020_Stn23:trawl,IYS:GoA2020_Stn23,2020-03-21T14:07:00Z,2020,3,21,53.36835485746655,-139.96998042029395,"LINESTRING ( -140.041666666667 53.38 , -139.898333333333 53.3566666666667 )",4943.9978674829135,0,23,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn24:trawl,IYS:GoA2020_Stn24,2020-03-23T20:25:00Z,2020,3,23,54.38835191723489,-135.48159102784993,"LINESTRING ( -135.548333333333 54.435 , -135.415 54.3416666666667 )",6763.17063101688,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,Footrope RBR failed
IYS:GoA2020_Stn25:trawl,IYS:GoA2020_Stn25,2020-03-24T04:22:00Z,2020,3,24,54.5483499242334,-133.97164601418507,"LINESTRING ( -134.035 54.5616666666667 , -133.908333333333 54.535 )",4358.832376953514,0,NA,surface trawl,Canadian EEZ,http://marineregions.org/mrgid/8493,surface trawl,NA
IYS:GoA2020_Stn26:trawl,IYS:GoA2020_Stn26,2020-03-25T17:40:00Z,2020,3,25,54.40004638188887,-132.52913663454203,"LINESTRING ( -132.423333333333 54.3883333333333 , -132.635 54.4116666666667 )",6995.003037694998,0,23,surface trawl,Canadian EEZ,http://marineregions.org/mrgid/8493,surface trawl,"Strong tidal stream oceanward, very hard to keep trawl on surface! Headrope varied between surface 10m. Cable got caught on crane block for CTD sampling (follow up with UBC for further comments)"
IYS:GoA2020_Stn27:trawl,IYS:GoA2020_Stn27,2020-03-26T01:43:00Z,2020,3,26,54.396691534284464,-133.92416038400836,"LINESTRING ( -134.001666666667 54.4 , -133.846666666667 54.3933333333333 )",5047.34075353956,0,NA,surface trawl,Canadian EEZ,http://marineregions.org/mrgid/8493,surface trawl,"Shoreward tidy, hard to keep trawl on surface- had to shorten warp distance"
IYS:GoA2020_Stn28:trawl,IYS:GoA2020_Stn28,2020-03-26T11:03:00Z,2020,3,26,53.38250652269379,-133.9891353131502,"LINESTRING ( -134.028333333333 53.4166666666667 , -133.95 53.3483333333333 )",4609.957335530908,0,23,surface trawl,Canadian EEZ,http://marineregions.org/mrgid/8493,surface trawl,NA
IYS:GoA2020_Stn29:trawl,IYS:GoA2020_Stn29,2020-03-26T20:19:00Z,2020,3,26,53.395851050425655,-135.545026664306,"LINESTRING ( -135.48 53.4133333333333 , -135.61 53.3783333333333 )",4742.302805230297,0,20,surface trawl,Canadian EEZ,http://marineregions.org/mrgid/8493,surface trawl,Hauled toward Bowie seamount;  Headrope dove to 10m 3x in first 15 min ~30s each.
IYS:GoA2020_Stn30:trawl,IYS:GoA2020_Stn30,2020-03-27T04:48:00Z,2020,3,27,53.394184375180465,-136.9633117492584,"LINESTRING ( -137.028333333333 53.4083333333333 , -136.898333333333 53.38 )",4602.548750528,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn31:trawl,IYS:GoA2020_Stn31,2020-03-27T14:36:00Z,2020,3,27,52.64586013070734,-136.96208396563125,"LINESTRING ( -137.033333333333 52.9033333333333 , -136.891666666667 52.3883333333333 )",29052.79853468616,0,21,surface trawl,Gulf of Alaska,NA,surface trawl,Problems with payout meter!
IYS:GoA2020_Stn32:trawl,IYS:GoA2020_Stn32,2020-03-28T09:38:00Z,2020,3,28,52.398351662861785,-138.5841666666665,"LINESTRING ( -138.65 52.3983333333333 , -138.518333333333 52.3983333333333 )",4481.062019157781,0,21,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn33:trawl,IYS:GoA2020_Stn33,2020-03-29T00:20:00Z,2020,3,29,51.40418610614158,-138.51249141253552,"LINESTRING ( -138.58 51.41 , -138.445 51.3983333333333 )",4741.681767103345,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn34:trawl,IYS:GoA2020_Stn34,2020-03-30T17:25:00Z,2020,3,30,50.39251738959806,-138.49189994887794,"LINESTRING ( -138.5555 50.405 , -138.428333333333 50.38 )",4730.404807448539,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn35:trawl,IYS:GoA2020_Stn35,2020-03-31T01:50:00Z,2020,3,31,49.423334433894894,-138.50498831487755,"LINESTRING ( -138.52 49.4616666666667 , -138.49 49.385 )",4400.052680162125,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn36:trawl,IYS:GoA2020_Stn36,2020-03-31T10:36:00Z,2020,3,31,49.39500017795704,-140.00083121858754,"LINESTRING ( -140.003333333333 49.4366666666667 , -139.998333333333 49.3533333333333 )",4637.609814347807,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn37:trawl,IYS:GoA2020_Stn37,2020-03-31T20:05:00Z,2020,3,31,49.38250026515457,-141.4999956878297,"LINESTRING ( -141.505 49.425 , -141.495 49.34 )",4740.65050831519,0,19,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn38:trawl,IYS:GoA2020_Stn38,2020-04-01T04:26:00Z,2020,4,1,48.38501278557352,-141.43747877800888,"LINESTRING ( -141.491666666667 48.405 , -141.383333333333 48.365 )",4587.203533307268,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,Headrope dip down to ~17 meters at beginning of tow.
IYS:GoA2020_Stn39:trawl,IYS:GoA2020_Stn39,2020-04-01T12:38:00Z,2020,4,1,48.410840360105816,-139.9816895419501,"LINESTRING ( -140.021666666667 48.3816666666667 , -139.941666666667 48.44 )",4391.789234327485,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,Headrope dove down to 15m twice.
IYS:GoA2020_Stn40:trawl,IYS:GoA2020_Stn40,2020-04-01T21:31:00Z,2020,4,1,48.39834611817927,-138.45914543469328,"LINESTRING ( -138.513333333333 48.4183333333333 , -138.405 48.3783333333333 )",4586.289450937497,0,22,surface trawl,Gulf of Alaska,NA,surface trawl,Problem with cable on CTD- all samples 10m shallower than usual
IYS:GoA2020_Stn41:trawl,IYS:GoA2020_Stn41,2020-04-02T06:27:00Z,2020,4,2,47.4116743172231,-138.51664300460143,"LINESTRING ( -138.475 47.3816666666667 , -138.558333333333 47.4416666666667 )",4583.996847819076,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn42:trawl,IYS:GoA2020_Stn42,2020-04-02T17:20:00Z,2020,4,2,46.37833795762632,-138.45250494415322,"LINESTRING ( -138.485 46.37 , -138.42 46.3866666666667 )",2666.418941503897,0,19,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn43:trawl,IYS:GoA2020_Stn43,2020-04-03T04:37:00Z,2020,4,3,47.40251658846843,-137.0249931927762,"LINESTRING ( -136.963333333333 47.3966666666667 , -137.086666666667 47.4083333333333 )",4699.744166190797,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn44:trawl,IYS:GoA2020_Stn44,2020-04-03T14:40:00Z,2020,4,3,47.39501527441058,-135.35749067209468,"LINESTRING ( -135.416666666667 47.4033333333333 , -135.298333333333 47.3866666666667 )",4561.7822382927,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,Foot rope RBR failed- no net opening data
IYS:GoA2020_Stn45:trawl,IYS:GoA2020_Stn45,2020-04-03T23:06:00Z,2020,4,3,47.38501243080222,-133.92831652273807,"LINESTRING ( -133.981666666667 47.4016666666667 , -133.875 47.3683333333333 )",4432.9400492213845,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn46:trawl,IYS:GoA2020_Stn46,2020-04-04T07:20:00Z,2020,4,4,47.400014428796574,-132.4508224532445,"LINESTRING ( -132.508333333333 47.41 , -132.393333333333 47.39 )",4480.601074982409,0,19,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn47:trawl,IYS:GoA2020_Stn47,2020-04-04T18:36:00Z,2020,4,4,48.39251566183377,-131.00831667782643,"LINESTRING ( -131.068333333333 48.4066666666667 , -130.948333333333 48.3783333333333 )",4714.42961249107,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn48:trawl,IYS:GoA2020_Stn48,2020-04-05T00:04:00Z,2020,4,5,48.400834460629895,-130.0541602012345,"LINESTRING ( -130.07 48.4216666666667 , -130.038333333333 48.38 )",2596.39202623031,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn49:trawl,IYS:GoA2020_Stn49,2020-04-05T05:22:00Z,2020,4,5,48.39751242671631,-129.06163792268526,"LINESTRING ( -129.115 48.425 , -129.008333333333 48.37 )",4994.835408923114,0,18,surface trawl,Gulf of Alaska,NA,surface trawl,headrope dove 2x to 12m
IYS:GoA2020_Stn50:trawl,IYS:GoA2020_Stn50,2020-04-05T11:10:00Z,2020,4,5,48.39417829377667,-127.96831561540664,"LINESTRING ( -128.02 48.4116666666667 , -127.916666666667 48.3766666666667 )",4292.602609249799,0,20,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn51:trawl,IYS:GoA2020_Stn51,2020-04-05T19:55:00Z,2020,4,5,48.449180276326636,-126.14413652041951,"LINESTRING ( -126.2 48.4766666666667 , -126.088333333333 48.4216666666667 )",5139.110607256172,0,19,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn52:trawl,IYS:GoA2020_Stn52,2020-04-06T00:25:00Z,2020,4,6,48.539171355710906,-125.41418853783823,"LINESTRING ( -125.446666666667 48.505 , -125.381666666667 48.5733333333333 )",4493.870706882658,0,NA,surface trawl,Gulf of Alaska,NA,surface trawl,NA
IYS:GoA2020_Stn1:trawl:sample1,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample2,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample3,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample4,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample5,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample6,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample7,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample8,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample9,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample10,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample11,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample12,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample13,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample14,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample15,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample16,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample17,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
IYS:GoA2020_Stn1:trawl:sample18,IYS:GoA2020_Stn1:trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual sample,NA
