eventID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:tow_duration,tow_duration,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,60,NA,minutes,http://vocab.nerc.ac.uk/collection/P06/current/UMIN/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:direction_of_set_at_15_min,direction_of_set_at_15_min,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0481/,110,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UABB/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:direction_of_set_at_30_min,direction_of_set_at_30_min,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0481/,NA,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UABB/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:direction_of_set_at_45_min,direction_of_set_at_45_min,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0481/,NA,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UABB/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:direction_of_set_at_end,direction_of_set_at_end,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0481/,110,NA,degrees,http://vocab.nerc.ac.uk/collection/P06/current/UABB/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:vessel_speed_at_15_min,vessel_speed_at_15_min,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,4.9,NA,knots,http://vocab.nerc.ac.uk/collection/P06/current/UKNT/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:vessel_speed_at_30_min,vessel_speed_at_30_min,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,4.8,NA,knots,http://vocab.nerc.ac.uk/collection/P06/current/UKNT/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:vessel_speed_at_45_min,vessel_speed_at_45_min,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,5,NA,knots,http://vocab.nerc.ac.uk/collection/P06/current/UKNT/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:vessel_speed_at_end,vessel_speed_at_end,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,5,NA,knots,http://vocab.nerc.ac.uk/collection/P06/current/UKNT/
IYS:GoA2020_Stn1:trawl,IYS:GoA2020_Stn1:trawl:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,4.75,NA,nautical miles,NA
