eventID,scientificName,scientificNameID,organismQuantity,scientificAuthorityName,taxonRank,taxonomicStatus,lifeStage,sex,parentNameUsageID,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus
IYS:GoA2019_Stn8,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,3,"Wolfenden, 1905",Species,accepted,C6,F,104196,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:698,present
IYS:GoA2019_Stn8,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685,3,"(Claus, 1863)",Species,alternate representation,C6,F,104196,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:699,present
IYS:GoA2019_Stn8,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685,2,"(Claus, 1863)",Species,alternate representation,C6,F,104196,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:700,present
IYS:GoA2019_Stn8,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,17,"Boeck, 1865",Genus,accepted,C4,NA,104093,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:701,present
IYS:GoA2019_Stn8,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,20,"Boeck, 1865",Genus,accepted,C5,NA,104093,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:702,present
IYS:GoA2019_Stn8,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,10,"Boeck, 1865",Genus,accepted,C3,NA,104093,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn8:bongo_occ:703,present
IYS:GoA2019_Stn8,Pleuromamma scutullata,urn:lsid:marinespecies.org:taxname:354841,2,"Brodsky, 1950",Species,accepted,C6,F,104191,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Pleuromamma,IYS:GoA2019_Stn8:bongo_occ:704,present
IYS:GoA2019_Stn8,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,5,"Frost, 1989",Species,accepted,C6,F,104165,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:705,present
IYS:GoA2019_Stn8,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,1,"Frost, 1989",Species,accepted,C6,F,104165,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:706,present
IYS:GoA2019_Stn8,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,1,"Frost, 1989",Species,accepted,C6,M,104165,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:707,present
IYS:GoA2019_Stn8,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,4,"Boeck, 1872",Genus,accepted,C3,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:708,present
IYS:GoA2019_Stn8,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,6,"Boeck, 1872",Genus,accepted,C4,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:709,present
IYS:GoA2019_Stn8,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,4,"Boeck, 1872",Genus,accepted,C5,F,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:710,present
IYS:GoA2019_Stn8,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,2,"Boeck, 1872",Genus,accepted,C5,M,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:711,present
IYS:GoA2019_Stn8,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,4,"Boeck, 1872",Genus,accepted,C2,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn8:bongo_occ:712,present
IYS:GoA2019_Stn8,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,1,"Giesbrecht, 1902",Species,accepted,C6,F,104227,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn8:bongo_occ:713,present
IYS:GoA2019_Stn8,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,2,"(Brady, 1883)",Species,accepted,C6,F,104229,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn8:bongo_occ:714,present
IYS:GoA2019_Stn8, ,NA,2,NA,NA,NA,C5,NA,NA,NA,NA,NA,NA,NA,NA,IYS:GoA2019_Stn8:bongo_occ:715,present
IYS:GoA2019_Stn8,Trochopora,urn:lsid:marinespecies.org:taxname:1378598,3,"d'Orbigny, 1849",Genus,accepted,trochophore,NA,989464,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Lunulitidae,Trochopora,IYS:GoA2019_Stn8:bongo_occ:716,present
IYS:GoA2019_Stn8,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,5,"(O. F. Müller, 1776)",Species,accepted,NA,NA,117212,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn8:bongo_occ:717,present
IYS:GoA2019_Stn8,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,1,"Linnaeus, 1767",Species,accepted,NA,NA,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,IYS:GoA2019_Stn8:bongo_occ:718,present
IYS:GoA2019_Stn8,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,124,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn8:bongo_occ:719,present
IYS:GoA2019_Stn8,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,5,"Hansen, 1911",Species,accepted,NA,M,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS:GoA2019_Stn8:bongo_occ:720,present
IYS:GoA2019_Stn8,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,5,"Hansen, 1911",Species,accepted,NA,F,110673,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS:GoA2019_Stn8:bongo_occ:721,present
IYS:GoA2019_Stn8,Eusergestes similis,urn:lsid:marinespecies.org:taxname:514127,2,"(Hansen, 1903)",Species,accepted,NA,NA,513958,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,IYS:GoA2019_Stn8:bongo_occ:722,present
IYS:GoA2019_Stn8,Lensia baryi,urn:lsid:marinespecies.org:taxname:287249,1,"Totton, 1965",Species,unaccepted,NA,NA,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,IYS:GoA2019_Stn8:bongo_occ:723,present
IYS:GoA2019_Stn8,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,7,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn8:bongo_occ:724,present
IYS:GoA2019_Stn8,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,3,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn8:bongo_occ:725,present
IYS:GoA2019_Stn8,Teuthida,urn:lsid:marinespecies.org:taxname:11716,1,"Naef, 1916",Order,nomen dubium,paralarva,NA,325342,Animalia,Mollusca,Cephalopoda,Teuthida,NA,NA,IYS:GoA2019_Stn8:bongo_occ:726,present
IYS:GoA2019_Stn8,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,4,"Brandt, 1851",Species,accepted,NA,F,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn8:bongo_occ:727,present
IYS:GoA2019_Stn8,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,1,"Brandt, 1851",Species,accepted,NA,M,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn8:bongo_occ:728,present
IYS:GoA2019_Stn8,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,2,"Holmes, 1900",Species,accepted,NA,F,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn8:bongo_occ:729,present
IYS:GoA2019_Stn8,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,1,"Steenstrup, 1849",Species,accepted,NA,NA,129715,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS:GoA2019_Stn8:bongo_occ:730,present
IYS:GoA2019_Stn9,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,40,"(O. F. Müller, 1776)",Species,accepted,NA,NA,117212,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn9:bongo_occ:731,present
IYS:GoA2019_Stn9,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,3,NA,Phylum,accepted,NA,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn9:bongo_occ:732,present
IYS:GoA2019_Stn9,Dimophyes arctica,urn:lsid:marinespecies.org:taxname:135418,1,"(Chun, 1897)",Species,accepted,NA,NA,135361,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,IYS:GoA2019_Stn9:bongo_occ:733,present
IYS:GoA2019_Stn9,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,3,"Giesbrecht, 1893",Species,accepted,C5,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn9:bongo_occ:734,present
IYS:GoA2019_Stn9,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,12,"Giesbrecht, 1893",Species,accepted,C6,F,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn9:bongo_occ:735,present
IYS:GoA2019_Stn9,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,3,"Giesbrecht, 1893",Species,accepted,C6,M,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn9:bongo_occ:736,present
IYS:GoA2019_Stn9,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,62,"(Möbius, 1875)",Species,accepted,NA,NA,105399,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn9:bongo_occ:737,present
IYS:GoA2019_Stn9,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,19,"(Krøyer, 1848)",Species,accepted,C4,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:738,present
IYS:GoA2019_Stn9,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,2,"(Krøyer, 1848)",Species,accepted,C5,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:739,present
IYS:GoA2019_Stn9,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,14,"(Verrill, 1873)",Species,accepted,NA,NA,105408,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn9:bongo_occ:740,present
IYS:GoA2019_Stn9,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,1,"(Alvariño, 1962)",Species,unaccepted,NA,NA,105409,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn9:bongo_occ:741,present
IYS:GoA2019_Stn9,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,3,"Nemoto, 1963",Species,accepted,NA,NA,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn9:bongo_occ:742,present
IYS:GoA2019_Stn9,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,4,"Steenstrup, 1849",Species,accepted,NA,NA,129715,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS:GoA2019_Stn9:bongo_occ:743,present
IYS:GoA2019_Stn9,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,2,"Bradford, 1971",Species,accepted,C6,M,104112,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,IYS:GoA2019_Stn9:bongo_occ:744,present
IYS:GoA2019_Stn9,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,1,"Bradford, 1971",Species,accepted,C5,M,104112,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,IYS:GoA2019_Stn9:bongo_occ:745,present
IYS:GoA2019_Stn9,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,10,"Frost, 1974",Species,accepted,C4,NA,104152,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn9:bongo_occ:746,present
IYS:GoA2019_Stn9,Calanus,urn:lsid:marinespecies.org:taxname:104152,18,"Leach, 1816",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn9:bongo_occ:747,present
IYS:GoA2019_Stn9,Calanus,urn:lsid:marinespecies.org:taxname:104152,12,"Leach, 1816",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn9:bongo_occ:748,present
IYS:GoA2019_Stn9,Calanus,urn:lsid:marinespecies.org:taxname:104152,5,"Leach, 1816",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn9:bongo_occ:749,present
IYS:GoA2019_Stn9,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,3,NA,Phylum,accepted,juvenile,NA,2,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn9:bongo_occ:750,present
IYS:GoA2019_Stn9,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,5,"Frost & Fleminger, 1968",Species,accepted,C6,F,104161,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn9:bongo_occ:751,present
IYS:GoA2019_Stn9,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,3,"Giesbrecht, 1888",Genus,accepted,C5,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn9:bongo_occ:752,present
IYS:GoA2019_Stn9,Clio,urn:lsid:marinespecies.org:taxname:137751,5,"Linnaeus, 1767",Genus,accepted,juvenile,NA,411904,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,IYS:GoA2019_Stn9:bongo_occ:753,present
IYS:GoA2019_Stn9,Conchoecia spinirostris,urn:lsid:marinespecies.org:taxname:183092,1,NA,Species,unaccepted,NA,NA,127533,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,IYS:GoA2019_Stn9:bongo_occ:754,present
IYS:GoA2019_Stn9,Ctenocalanus,urn:lsid:marinespecies.org:taxname:104162,3,"Giesbrecht, 1888",Genus,accepted,C3,NA,104082,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn9:bongo_occ:755,present
IYS:GoA2019_Stn9,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,17,"Giesbrecht, 1888",Species,accepted,C5,NA,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn9:bongo_occ:756,present
IYS:GoA2019_Stn9,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,8,"Giesbrecht, 1888",Species,accepted,C6,F,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn9:bongo_occ:757,present
IYS:GoA2019_Stn9,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,2,"Giesbrecht, 1888",Species,accepted,C4,NA,104162,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Ctenocalanus,IYS:GoA2019_Stn9:bongo_occ:758,present
IYS:GoA2019_Stn9,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,6,"(Sars, 1866)",Species,accepted,NA,NA,127536,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS:GoA2019_Stn9:bongo_occ:759,present
IYS:GoA2019_Stn9,Epicaridea,urn:lsid:marinespecies.org:taxname:13795,3,"Latreille, 1825",Infraorder,accepted,NA,NA,292941,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,IYS:GoA2019_Stn9:bongo_occ:760,present
IYS:GoA2019_Stn9,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,1,"Giesbrecht, 1893",Species,accepted,C4,NA,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn9:bongo_occ:761,present
IYS:GoA2019_Stn9,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,1,"Giesbrecht, 1893",Species,accepted,C5,M,104171,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn9:bongo_occ:762,present
IYS:GoA2019_Stn9,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,20,"Dana, 1852",Family,accepted,egg,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS:GoA2019_Stn9:bongo_occ:763,present
IYS:GoA2019_Stn9,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,4,"Dana, 1852",Family,accepted,nauplius,NA,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS:GoA2019_Stn9:bongo_occ:764,present
IYS:GoA2019_Stn9,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,43,"Lohmann, 1896",Species,accepted,NA,NA,103358,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS:GoA2019_Stn9:bongo_occ:765,present
IYS:GoA2019_Stn9,Gaetanus,urn:lsid:marinespecies.org:taxname:104121,2,"Giesbrecht, 1888",Genus,accepted,C2,NA,104075,Animalia,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,IYS:GoA2019_Stn9:bongo_occ:766,present
IYS:GoA2019_Stn9,Gastropoda,urn:lsid:marinespecies.org:taxname:101,1,"Cuvier, 1795",Class,accepted,veliger,NA,51,Animalia,Mollusca,Gastropoda,NA,NA,NA,IYS:GoA2019_Stn9:bongo_occ:767,present
IYS:GoA2019_Stn9,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,3,"Dana, 1853",Family,accepted,<0.5mm,NA,345822,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS:GoA2019_Stn9:bongo_occ:768,present
IYS:GoA2019_Stn9,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,37,"(Phipps, 1774)",Species,accepted,NA,NA,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS:GoA2019_Stn9:bongo_occ:769,present
IYS:GoA2019_Stn9,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,1,"(Claus, 1863)",Species,accepted,C5,NA,104183,Animalia,Arthropoda,Hexanauplia,Calanoida,Lucicutiidae,Lucicutia,IYS:GoA2019_Stn9:bongo_occ:770,present
IYS:GoA2019_Stn9,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,7,"Bradford & Jillett, 1974",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:771,present
IYS:GoA2019_Stn9,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,1,"Bradford & Jillett, 1974",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:772,present
IYS:GoA2019_Stn9,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,2,"Bradford & Jillett, 1974",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:773,present
IYS:GoA2019_Stn9,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,2,"(Dana, 1849)",Species,accepted,C5,NA,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:774,present
IYS:GoA2019_Stn9,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,3,"(Dana, 1849)",Species,accepted,C4,NA,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:775,present
IYS:GoA2019_Stn9,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,2,"(Dana, 1849)",Species,accepted,C6,M,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:776,present
IYS:GoA2019_Stn9,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,4,"(Dana, 1849)",Species,accepted,C6,F,104153,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,IYS:GoA2019_Stn9:bongo_occ:777,present
IYS:GoA2019_Stn9,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,22,"Brodsky, 1950",Species,accepted,C4,NA,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:778,present
IYS:GoA2019_Stn9,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,11,"Brodsky, 1950",Species,accepted,C5,NA,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:779,present
IYS:GoA2019_Stn9,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,11,"Brodsky, 1950",Species,accepted,C6,F,104190,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:780,present
IYS:GoA2019_Stn9,Metridia,urn:lsid:marinespecies.org:taxname:104190,3,"Boeck, 1865",Genus,accepted,C1,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:781,present
IYS:GoA2019_Stn9,Metridia,urn:lsid:marinespecies.org:taxname:104190,9,"Boeck, 1865",Genus,accepted,C2,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:782,present
IYS:GoA2019_Stn9,Metridia,urn:lsid:marinespecies.org:taxname:104190,21,"Boeck, 1865",Genus,accepted,C3,NA,104092,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn9:bongo_occ:783,present
IYS:GoA2019_Stn9,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,1,"(Krøyer, 1848)",Species,accepted,C4,NA,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:784,present
IYS:GoA2019_Stn9,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,14,"Sars G.O., 1925",Genus,accepted,C1,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:785,present
IYS:GoA2019_Stn9,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,16,"Sars G.O., 1925",Genus,accepted,C2,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:786,present
IYS:GoA2019_Stn9,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,7,"Sars G.O., 1925",Genus,accepted,C3,NA,104079,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn9:bongo_occ:787,present
IYS:GoA2019_Stn9,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,16,"Fol, 1872",Species,accepted,NA,NA,343702,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS:GoA2019_Stn9:bongo_occ:788,present
IYS:GoA2019_Stn9,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,11,"Farran, 1908",Species,accepted,C6,F,106485,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn9:bongo_occ:789,present
IYS:GoA2019_Stn9,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,25,"Claus, 1866",Species,accepted,C6,F,106485,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn9:bongo_occ:790,present
IYS:GoA2019_Stn9,Oithona,urn:lsid:marinespecies.org:taxname:106485,26,"Baird, 1843",Genus,accepted,C5,NA,106422,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn9:bongo_occ:791,present
IYS:GoA2019_Stn9,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,1,"Wolfenden, 1905",Species,accepted,C6,F,104196,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn9:bongo_occ:792,present
IYS:GoA2019_Stn9,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,3,"Boeck, 1865",Genus,accepted,C5,NA,104093,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn9:bongo_occ:793,present
IYS:GoA2019_Stn9,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,1,"Boeck, 1865",Genus,accepted,C4,NA,104093,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn9:bongo_occ:794,present
IYS:GoA2019_Stn9,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,4,"Frost, 1989",Species,accepted,C6,F,104165,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn9:bongo_occ:795,present
