occurrenceID,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,measurementValueID
IYS:GoA2019_Stn23:bongo_occ:1828,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1828:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1828,ind_counted,13,IYS:GoA2019_Stn23:bongo_occ:1828:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1828,ind_total,208,IYS:GoA2019_Stn23:bongo_occ:1828:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1828,abund_m3_flow_est,4.210526316,IYS:GoA2019_Stn23:bongo_occ:1828:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1828,abund_m3_depth_est,4.237115502,IYS:GoA2019_Stn23:bongo_occ:1828:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1829,stage,C4,IYS:GoA2019_Stn23:bongo_occ:1829:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn23:bongo_occ:1829,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1829:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1829,ind_counted,8,IYS:GoA2019_Stn23:bongo_occ:1829:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1829,ind_total,128,IYS:GoA2019_Stn23:bongo_occ:1829:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1829,abund_m3_flow_est,2.591093117,IYS:GoA2019_Stn23:bongo_occ:1829:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1829,abund_m3_depth_est,2.607455694,IYS:GoA2019_Stn23:bongo_occ:1829:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1830,stage,C5,IYS:GoA2019_Stn23:bongo_occ:1830:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn23:bongo_occ:1830,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1830:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1830,ind_counted,12,IYS:GoA2019_Stn23:bongo_occ:1830:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1830,ind_total,192,IYS:GoA2019_Stn23:bongo_occ:1830:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1830,abund_m3_flow_est,3.886639676,IYS:GoA2019_Stn23:bongo_occ:1830:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1830,abund_m3_depth_est,3.91118354,IYS:GoA2019_Stn23:bongo_occ:1830:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1831,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1831:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1831,sex,F,IYS:GoA2019_Stn23:bongo_occ:1831:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1831,ind_counted,12,IYS:GoA2019_Stn23:bongo_occ:1831:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1831,ind_total,192,IYS:GoA2019_Stn23:bongo_occ:1831:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1831,abund_m3_flow_est,3.886639676,IYS:GoA2019_Stn23:bongo_occ:1831:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1831,abund_m3_depth_est,3.91118354,IYS:GoA2019_Stn23:bongo_occ:1831:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1832,stage,C1,IYS:GoA2019_Stn23:bongo_occ:1832:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/
IYS:GoA2019_Stn23:bongo_occ:1832,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1832:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1832,ind_counted,1,IYS:GoA2019_Stn23:bongo_occ:1832:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1832,ind_total,16,IYS:GoA2019_Stn23:bongo_occ:1832:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1832,abund_m3_flow_est,0.3238866397,IYS:GoA2019_Stn23:bongo_occ:1832:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1832,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn23:bongo_occ:1832:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1833,stage,C2,IYS:GoA2019_Stn23:bongo_occ:1833:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn23:bongo_occ:1833,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1833:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1833,ind_counted,11,IYS:GoA2019_Stn23:bongo_occ:1833:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1833,ind_total,176,IYS:GoA2019_Stn23:bongo_occ:1833:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1833,abund_m3_flow_est,3.562753036,IYS:GoA2019_Stn23:bongo_occ:1833:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1833,abund_m3_depth_est,3.585251579,IYS:GoA2019_Stn23:bongo_occ:1833:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1834,stage,C3,IYS:GoA2019_Stn23:bongo_occ:1834:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn23:bongo_occ:1834,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1834:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1834,ind_counted,12,IYS:GoA2019_Stn23:bongo_occ:1834:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1834,ind_total,192,IYS:GoA2019_Stn23:bongo_occ:1834:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1834,abund_m3_flow_est,3.886639676,IYS:GoA2019_Stn23:bongo_occ:1834:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1834,abund_m3_depth_est,3.91118354,IYS:GoA2019_Stn23:bongo_occ:1834:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1835,stage,C1,IYS:GoA2019_Stn23:bongo_occ:1835:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/
IYS:GoA2019_Stn23:bongo_occ:1835,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1835:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1835,ind_counted,16,IYS:GoA2019_Stn23:bongo_occ:1835:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1835,ind_total,256,IYS:GoA2019_Stn23:bongo_occ:1835:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1835,abund_m3_flow_est,5.182186235,IYS:GoA2019_Stn23:bongo_occ:1835:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1835,abund_m3_depth_est,5.214911387,IYS:GoA2019_Stn23:bongo_occ:1835:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1836,stage,C2,IYS:GoA2019_Stn23:bongo_occ:1836:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn23:bongo_occ:1836,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1836:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1836,ind_counted,15,IYS:GoA2019_Stn23:bongo_occ:1836:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1836,ind_total,240,IYS:GoA2019_Stn23:bongo_occ:1836:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1836,abund_m3_flow_est,4.858299595,IYS:GoA2019_Stn23:bongo_occ:1836:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1836,abund_m3_depth_est,4.888979426,IYS:GoA2019_Stn23:bongo_occ:1836:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1837,stage,C3,IYS:GoA2019_Stn23:bongo_occ:1837:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn23:bongo_occ:1837,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1837:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1837,ind_counted,5,IYS:GoA2019_Stn23:bongo_occ:1837:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1837,ind_total,80,IYS:GoA2019_Stn23:bongo_occ:1837:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1837,abund_m3_flow_est,1.619433198,IYS:GoA2019_Stn23:bongo_occ:1837:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1837,abund_m3_depth_est,1.629659809,IYS:GoA2019_Stn23:bongo_occ:1837:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1838,stage,NA,IYS:GoA2019_Stn23:bongo_occ:1838:stage, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1838,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1838:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1838,ind_counted,2,IYS:GoA2019_Stn23:bongo_occ:1838:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1838,ind_total,32,IYS:GoA2019_Stn23:bongo_occ:1838:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1838,abund_m3_flow_est,0.6477732794,IYS:GoA2019_Stn23:bongo_occ:1838:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1838,abund_m3_depth_est,0.6518639234,IYS:GoA2019_Stn23:bongo_occ:1838:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1839,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1839:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1839,sex,F,IYS:GoA2019_Stn23:bongo_occ:1839:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1839,ind_counted,14,IYS:GoA2019_Stn23:bongo_occ:1839:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1839,ind_total,224,IYS:GoA2019_Stn23:bongo_occ:1839:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1839,abund_m3_flow_est,4.534412955,IYS:GoA2019_Stn23:bongo_occ:1839:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1839,abund_m3_depth_est,4.563047464,IYS:GoA2019_Stn23:bongo_occ:1839:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1840,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1840:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1840,sex,F,IYS:GoA2019_Stn23:bongo_occ:1840:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1840,ind_counted,31,IYS:GoA2019_Stn23:bongo_occ:1840:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1840,ind_total,496,IYS:GoA2019_Stn23:bongo_occ:1840:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1840,abund_m3_flow_est,10.04048583,IYS:GoA2019_Stn23:bongo_occ:1840:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1840,abund_m3_depth_est,10.10389081,IYS:GoA2019_Stn23:bongo_occ:1840:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1841,stage,C5,IYS:GoA2019_Stn23:bongo_occ:1841:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn23:bongo_occ:1841,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1841:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1841,ind_counted,28,IYS:GoA2019_Stn23:bongo_occ:1841:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1841,ind_total,448,IYS:GoA2019_Stn23:bongo_occ:1841:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1841,abund_m3_flow_est,9.068825911,IYS:GoA2019_Stn23:bongo_occ:1841:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1841,abund_m3_depth_est,9.126094928,IYS:GoA2019_Stn23:bongo_occ:1841:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1842,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1842:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1842,sex,F,IYS:GoA2019_Stn23:bongo_occ:1842:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1842,ind_counted,2,IYS:GoA2019_Stn23:bongo_occ:1842:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1842,ind_total,32,IYS:GoA2019_Stn23:bongo_occ:1842:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1842,abund_m3_flow_est,0.6477732794,IYS:GoA2019_Stn23:bongo_occ:1842:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1842,abund_m3_depth_est,0.6518639234,IYS:GoA2019_Stn23:bongo_occ:1842:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1843,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1843:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1843,sex,F,IYS:GoA2019_Stn23:bongo_occ:1843:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1843,ind_counted,12,IYS:GoA2019_Stn23:bongo_occ:1843:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1843,ind_total,192,IYS:GoA2019_Stn23:bongo_occ:1843:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1843,abund_m3_flow_est,3.886639676,IYS:GoA2019_Stn23:bongo_occ:1843:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1843,abund_m3_depth_est,3.91118354,IYS:GoA2019_Stn23:bongo_occ:1843:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1844,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1844:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1844,sex,F,IYS:GoA2019_Stn23:bongo_occ:1844:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1844,ind_counted,9,IYS:GoA2019_Stn23:bongo_occ:1844:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1844,ind_total,144,IYS:GoA2019_Stn23:bongo_occ:1844:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1844,abund_m3_flow_est,2.914979757,IYS:GoA2019_Stn23:bongo_occ:1844:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1844,abund_m3_depth_est,2.933387655,IYS:GoA2019_Stn23:bongo_occ:1844:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1845,stage,C6,IYS:GoA2019_Stn23:bongo_occ:1845:stage, ,NA,NA, 
IYS:GoA2019_Stn23:bongo_occ:1845,sex,M,IYS:GoA2019_Stn23:bongo_occ:1845:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/
IYS:GoA2019_Stn23:bongo_occ:1845,ind_counted,3,IYS:GoA2019_Stn23:bongo_occ:1845:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1845,ind_total,48,IYS:GoA2019_Stn23:bongo_occ:1845:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1845,abund_m3_flow_est,0.971659919,IYS:GoA2019_Stn23:bongo_occ:1845:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1845,abund_m3_depth_est,0.9777958851,IYS:GoA2019_Stn23:bongo_occ:1845:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1846,stage,C5,IYS:GoA2019_Stn23:bongo_occ:1846:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn23:bongo_occ:1846,sex,F,IYS:GoA2019_Stn23:bongo_occ:1846:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn23:bongo_occ:1846,ind_counted,19,IYS:GoA2019_Stn23:bongo_occ:1846:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1846,ind_total,304,IYS:GoA2019_Stn23:bongo_occ:1846:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1846,abund_m3_flow_est,6.153846154,IYS:GoA2019_Stn23:bongo_occ:1846:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1846,abund_m3_depth_est,6.192707272,IYS:GoA2019_Stn23:bongo_occ:1846:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1847,stage,C5,IYS:GoA2019_Stn23:bongo_occ:1847:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn23:bongo_occ:1847,sex,M,IYS:GoA2019_Stn23:bongo_occ:1847:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/
IYS:GoA2019_Stn23:bongo_occ:1847,ind_counted,23,IYS:GoA2019_Stn23:bongo_occ:1847:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1847,ind_total,368,IYS:GoA2019_Stn23:bongo_occ:1847:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1847,abund_m3_flow_est,7.449392713,IYS:GoA2019_Stn23:bongo_occ:1847:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1847,abund_m3_depth_est,7.496435119,IYS:GoA2019_Stn23:bongo_occ:1847:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1848,stage,C4,IYS:GoA2019_Stn23:bongo_occ:1848:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn23:bongo_occ:1848,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1848:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1848,ind_counted,17,IYS:GoA2019_Stn23:bongo_occ:1848:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1848,ind_total,272,IYS:GoA2019_Stn23:bongo_occ:1848:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1848,abund_m3_flow_est,5.506072874,IYS:GoA2019_Stn23:bongo_occ:1848:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1848,abund_m3_depth_est,5.540843349,IYS:GoA2019_Stn23:bongo_occ:1848:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1849,stage,C3,IYS:GoA2019_Stn23:bongo_occ:1849:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/
IYS:GoA2019_Stn23:bongo_occ:1849,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1849:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1849,ind_counted,2,IYS:GoA2019_Stn23:bongo_occ:1849:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1849,ind_total,32,IYS:GoA2019_Stn23:bongo_occ:1849:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1849,abund_m3_flow_est,0.6477732794,IYS:GoA2019_Stn23:bongo_occ:1849:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1849,abund_m3_depth_est,0.6518639234,IYS:GoA2019_Stn23:bongo_occ:1849:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1850,stage,C2,IYS:GoA2019_Stn23:bongo_occ:1850:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/
IYS:GoA2019_Stn23:bongo_occ:1850,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1850:sex, ,NA,NA,NA
IYS:GoA2019_Stn23:bongo_occ:1850,ind_counted,1,IYS:GoA2019_Stn23:bongo_occ:1850:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1850,ind_total,16,IYS:GoA2019_Stn23:bongo_occ:1850:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn23:bongo_occ:1850,abund_m3_flow_est,0.3238866397,IYS:GoA2019_Stn23:bongo_occ:1850:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1850,abund_m3_depth_est,0.3259319617,IYS:GoA2019_Stn23:bongo_occ:1850:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn23:bongo_occ:1851,stage,C4,IYS:GoA2019_Stn23:bongo_occ:1851:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn23:bongo_occ:1851,sex,NA,IYS:GoA2019_Stn23:bongo_occ:1851:sex, ,NA,NA,NA
