occurrenceID,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,measurementValueID
IYS:GoA2019_Stn18:bongo_occ:1465,stage,C6,IYS:GoA2019_Stn18:bongo_occ:1465:stage, ,NA,NA, 
IYS:GoA2019_Stn18:bongo_occ:1465,sex,F,IYS:GoA2019_Stn18:bongo_occ:1465:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn18:bongo_occ:1465,ind_counted,1,IYS:GoA2019_Stn18:bongo_occ:1465:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1465,ind_total,8,IYS:GoA2019_Stn18:bongo_occ:1465:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1465,abund_m3_flow_est,0.1860465116,IYS:GoA2019_Stn18:bongo_occ:1465:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1465,abund_m3_depth_est,0.1629659809,IYS:GoA2019_Stn18:bongo_occ:1465:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1466,stage,C6,IYS:GoA2019_Stn18:bongo_occ:1466:stage, ,NA,NA, 
IYS:GoA2019_Stn18:bongo_occ:1466,sex,F,IYS:GoA2019_Stn18:bongo_occ:1466:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn18:bongo_occ:1466,ind_counted,3,IYS:GoA2019_Stn18:bongo_occ:1466:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1466,ind_total,24,IYS:GoA2019_Stn18:bongo_occ:1466:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1466,abund_m3_flow_est,0.5581395349,IYS:GoA2019_Stn18:bongo_occ:1466:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1466,abund_m3_depth_est,0.4888979426,IYS:GoA2019_Stn18:bongo_occ:1466:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1467,stage,C5,IYS:GoA2019_Stn18:bongo_occ:1467:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn18:bongo_occ:1467,sex,NA,IYS:GoA2019_Stn18:bongo_occ:1467:sex, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1467,ind_counted,5,IYS:GoA2019_Stn18:bongo_occ:1467:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1467,ind_total,40,IYS:GoA2019_Stn18:bongo_occ:1467:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1467,abund_m3_flow_est,0.9302325581,IYS:GoA2019_Stn18:bongo_occ:1467:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1467,abund_m3_depth_est,0.8148299043,IYS:GoA2019_Stn18:bongo_occ:1467:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1468,stage,larval colony,IYS:GoA2019_Stn18:bongo_occ:1468:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1468,sex,NA,IYS:GoA2019_Stn18:bongo_occ:1468:sex, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1468,ind_counted,1,IYS:GoA2019_Stn18:bongo_occ:1468:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1468,ind_total,8,IYS:GoA2019_Stn18:bongo_occ:1468:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1468,abund_m3_flow_est,0.1860465116,IYS:GoA2019_Stn18:bongo_occ:1468:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1468,abund_m3_depth_est,0.1629659809,IYS:GoA2019_Stn18:bongo_occ:1468:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1469,stage,NA,IYS:GoA2019_Stn18:bongo_occ:1469:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1469,sex,NA,IYS:GoA2019_Stn18:bongo_occ:1469:sex, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1469,ind_counted,55,IYS:GoA2019_Stn18:bongo_occ:1469:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1469,ind_total,55,IYS:GoA2019_Stn18:bongo_occ:1469:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1469,abund_m3_flow_est,1.279069767,IYS:GoA2019_Stn18:bongo_occ:1469:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1469,abund_m3_depth_est,1.120391118,IYS:GoA2019_Stn18:bongo_occ:1469:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1470,stage,NA,IYS:GoA2019_Stn18:bongo_occ:1470:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1470,sex,NA,IYS:GoA2019_Stn18:bongo_occ:1470:sex, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1470,ind_counted,1,IYS:GoA2019_Stn18:bongo_occ:1470:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1470,ind_total,1,IYS:GoA2019_Stn18:bongo_occ:1470:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1470,abund_m3_flow_est,0.02325581395,IYS:GoA2019_Stn18:bongo_occ:1470:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1470,abund_m3_depth_est,0.02037074761,IYS:GoA2019_Stn18:bongo_occ:1470:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1471,stage,NA,IYS:GoA2019_Stn18:bongo_occ:1471:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1471,sex,NA,IYS:GoA2019_Stn18:bongo_occ:1471:sex, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1471,ind_counted,13,IYS:GoA2019_Stn18:bongo_occ:1471:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1471,ind_total,13,IYS:GoA2019_Stn18:bongo_occ:1471:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1471,abund_m3_flow_est,0.3023255814,IYS:GoA2019_Stn18:bongo_occ:1471:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1471,abund_m3_depth_est,0.2648197189,IYS:GoA2019_Stn18:bongo_occ:1471:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1472,stage,NA,IYS:GoA2019_Stn18:bongo_occ:1472:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1472,sex,F,IYS:GoA2019_Stn18:bongo_occ:1472:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn18:bongo_occ:1472,ind_counted,3,IYS:GoA2019_Stn18:bongo_occ:1472:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1472,ind_total,3,IYS:GoA2019_Stn18:bongo_occ:1472:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1472,abund_m3_flow_est,0.06976744186,IYS:GoA2019_Stn18:bongo_occ:1472:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1472,abund_m3_depth_est,0.06111224282,IYS:GoA2019_Stn18:bongo_occ:1472:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1473,stage,NA,IYS:GoA2019_Stn18:bongo_occ:1473:stage, ,NA,NA,NA
IYS:GoA2019_Stn18:bongo_occ:1473,sex,M,IYS:GoA2019_Stn18:bongo_occ:1473:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/
IYS:GoA2019_Stn18:bongo_occ:1473,ind_counted,1,IYS:GoA2019_Stn18:bongo_occ:1473:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1473,ind_total,1,IYS:GoA2019_Stn18:bongo_occ:1473:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn18:bongo_occ:1473,abund_m3_flow_est,0.02325581395,IYS:GoA2019_Stn18:bongo_occ:1473:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn18:bongo_occ:1473,abund_m3_depth_est,0.02037074761,IYS:GoA2019_Stn18:bongo_occ:1473:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1474,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1474:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1474,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1474:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1474,ind_counted,12,IYS:GoA2019_Stn19:bongo_occ:1474:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1474,ind_total,12,IYS:GoA2019_Stn19:bongo_occ:1474:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1474,abund_m3_flow_est,0.2926829268,IYS:GoA2019_Stn19:bongo_occ:1474:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1474,abund_m3_depth_est,0.2444489713,IYS:GoA2019_Stn19:bongo_occ:1474:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1475,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1475:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1475,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1475:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1475,ind_counted,5,IYS:GoA2019_Stn19:bongo_occ:1475:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1475,ind_total,5,IYS:GoA2019_Stn19:bongo_occ:1475:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1475,abund_m3_flow_est,0.1219512195,IYS:GoA2019_Stn19:bongo_occ:1475:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1475,abund_m3_depth_est,0.101853738,IYS:GoA2019_Stn19:bongo_occ:1475:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1476,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1476:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1476,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1476:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1476,ind_counted,6,IYS:GoA2019_Stn19:bongo_occ:1476:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1476,ind_total,6,IYS:GoA2019_Stn19:bongo_occ:1476:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1476,abund_m3_flow_est,0.1463414634,IYS:GoA2019_Stn19:bongo_occ:1476:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1476,abund_m3_depth_est,0.1222244856,IYS:GoA2019_Stn19:bongo_occ:1476:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1477,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1477:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1477,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1477:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1477,ind_counted,1,IYS:GoA2019_Stn19:bongo_occ:1477:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1477,ind_total,1,IYS:GoA2019_Stn19:bongo_occ:1477:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1477,abund_m3_flow_est,0.0243902439,IYS:GoA2019_Stn19:bongo_occ:1477:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1477,abund_m3_depth_est,0.02037074761,IYS:GoA2019_Stn19:bongo_occ:1477:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1478,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1478:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1478,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1478:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1478,ind_counted,2,IYS:GoA2019_Stn19:bongo_occ:1478:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1478,ind_total,2,IYS:GoA2019_Stn19:bongo_occ:1478:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1478,abund_m3_flow_est,0.0487804878,IYS:GoA2019_Stn19:bongo_occ:1478:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1478,abund_m3_depth_est,0.04074149521,IYS:GoA2019_Stn19:bongo_occ:1478:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1479,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1479:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1479,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1479:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1479,ind_counted,2,IYS:GoA2019_Stn19:bongo_occ:1479:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1479,ind_total,2,IYS:GoA2019_Stn19:bongo_occ:1479:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1479,abund_m3_flow_est,0.0487804878,IYS:GoA2019_Stn19:bongo_occ:1479:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1479,abund_m3_depth_est,0.04074149521,IYS:GoA2019_Stn19:bongo_occ:1479:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1480,stage,C5,IYS:GoA2019_Stn19:bongo_occ:1480:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn19:bongo_occ:1480,sex,F,IYS:GoA2019_Stn19:bongo_occ:1480:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn19:bongo_occ:1480,ind_counted,20,IYS:GoA2019_Stn19:bongo_occ:1480:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1480,ind_total,20,IYS:GoA2019_Stn19:bongo_occ:1480:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1480,abund_m3_flow_est,0.487804878,IYS:GoA2019_Stn19:bongo_occ:1480:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1480,abund_m3_depth_est,0.4074149521,IYS:GoA2019_Stn19:bongo_occ:1480:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1481,stage,C6,IYS:GoA2019_Stn19:bongo_occ:1481:stage, ,NA,NA, 
IYS:GoA2019_Stn19:bongo_occ:1481,sex,F,IYS:GoA2019_Stn19:bongo_occ:1481:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn19:bongo_occ:1481,ind_counted,15,IYS:GoA2019_Stn19:bongo_occ:1481:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1481,ind_total,15,IYS:GoA2019_Stn19:bongo_occ:1481:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1481,abund_m3_flow_est,0.3658536585,IYS:GoA2019_Stn19:bongo_occ:1481:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1481,abund_m3_depth_est,0.3055612141,IYS:GoA2019_Stn19:bongo_occ:1481:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1482,stage,C6,IYS:GoA2019_Stn19:bongo_occ:1482:stage, ,NA,NA, 
IYS:GoA2019_Stn19:bongo_occ:1482,sex,M,IYS:GoA2019_Stn19:bongo_occ:1482:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/
IYS:GoA2019_Stn19:bongo_occ:1482,ind_counted,26,IYS:GoA2019_Stn19:bongo_occ:1482:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1482,ind_total,26,IYS:GoA2019_Stn19:bongo_occ:1482:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1482,abund_m3_flow_est,0.6341463415,IYS:GoA2019_Stn19:bongo_occ:1482:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1482,abund_m3_depth_est,0.5296394378,IYS:GoA2019_Stn19:bongo_occ:1482:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1483,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1483:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1483,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1483:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1483,ind_counted,184,IYS:GoA2019_Stn19:bongo_occ:1483:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1483,ind_total,184,IYS:GoA2019_Stn19:bongo_occ:1483:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1483,abund_m3_flow_est,4.487804878,IYS:GoA2019_Stn19:bongo_occ:1483:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1483,abund_m3_depth_est,3.74821756,IYS:GoA2019_Stn19:bongo_occ:1483:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1484,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1484:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1484,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1484:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1484,ind_counted,12,IYS:GoA2019_Stn19:bongo_occ:1484:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1484,ind_total,12,IYS:GoA2019_Stn19:bongo_occ:1484:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1484,abund_m3_flow_est,0.2926829268,IYS:GoA2019_Stn19:bongo_occ:1484:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1484,abund_m3_depth_est,0.2444489713,IYS:GoA2019_Stn19:bongo_occ:1484:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1485,stage,C4,IYS:GoA2019_Stn19:bongo_occ:1485:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/
IYS:GoA2019_Stn19:bongo_occ:1485,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1485:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1485,ind_counted,14,IYS:GoA2019_Stn19:bongo_occ:1485:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1485,ind_total,14,IYS:GoA2019_Stn19:bongo_occ:1485:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1485,abund_m3_flow_est,0.3414634146,IYS:GoA2019_Stn19:bongo_occ:1485:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1485,abund_m3_depth_est,0.2851904665,IYS:GoA2019_Stn19:bongo_occ:1485:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1486,stage,C5,IYS:GoA2019_Stn19:bongo_occ:1486:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn19:bongo_occ:1486,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1486:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1486,ind_counted,11,IYS:GoA2019_Stn19:bongo_occ:1486:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1486,ind_total,11,IYS:GoA2019_Stn19:bongo_occ:1486:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1486,abund_m3_flow_est,0.2682926829,IYS:GoA2019_Stn19:bongo_occ:1486:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1486,abund_m3_depth_est,0.2240782237,IYS:GoA2019_Stn19:bongo_occ:1486:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1487,stage,NA,IYS:GoA2019_Stn19:bongo_occ:1487:stage, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1487,sex,NA,IYS:GoA2019_Stn19:bongo_occ:1487:sex, ,NA,NA,NA
IYS:GoA2019_Stn19:bongo_occ:1487,ind_counted,77,IYS:GoA2019_Stn19:bongo_occ:1487:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1487,ind_total,77,IYS:GoA2019_Stn19:bongo_occ:1487:ind_total, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn19:bongo_occ:1487,abund_m3_flow_est,1.87804878,IYS:GoA2019_Stn19:bongo_occ:1487:abund_flow, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1487,abund_m3_depth_est,1.568547566,IYS:GoA2019_Stn19:bongo_occ:1487:abund_depth, ,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA
IYS:GoA2019_Stn19:bongo_occ:1488,stage,C5,IYS:GoA2019_Stn19:bongo_occ:1488:stage, ,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/
IYS:GoA2019_Stn19:bongo_occ:1488,sex,F,IYS:GoA2019_Stn19:bongo_occ:1488:sex, ,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/
IYS:GoA2019_Stn19:bongo_occ:1488,ind_counted,15,IYS:GoA2019_Stn19:bongo_occ:1488:ind_counted, ,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
