eventID,scientificName,occurrenceID,occurrenceStatus,reproductiveCondition,scientificNameID,scientificAuthorityName,vernacularName,taxonRank,taxonomicStatus,sex,lifeStage,kingdom,phylum,class,order,family,genus,Preparations,occurrenceRemarks
IYS:GoA2019_Stn17:bongo:Net2:Z211,Animalia,IYS:GoA2019_Stn17:bongo:Net2:Z211:zoop_occ-162,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn17:bongo:Net2:Z212,Animalia,IYS:GoA2019_Stn17:bongo:Net2:Z212:zoop_occ-163,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:SS26,Thysanoessa spinifera,IYS:GoA2019_Stn18:bongo:Net2:SS26:zoop_occ-164,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:SS27,Sagittoidea,IYS:GoA2019_Stn18:bongo:Net2:SS27:zoop_occ-165,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:Z206,Animalia,IYS:GoA2019_Stn18:bongo:Net2:Z206:zoop_occ-166,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:Z207,Animalia,IYS:GoA2019_Stn18:bongo:Net2:Z207:zoop_occ-167,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:Z213,Animalia,IYS:GoA2019_Stn18:bongo:Net2:Z213:zoop_occ-168,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn18:bongo:Net2:Z214,Animalia,IYS:GoA2019_Stn18:bongo:Net2:Z214:zoop_occ-169,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn19:bongo:Net1:Z290,Beroe,IYS:GoA2019_Stn19:bongo:Net1:Z290:zoop_occ-170,present,NA,urn:lsid:marinespecies.org:taxname:1434803,"Muller, 1776",NA,Genus,accepted,NA,"NA",Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,formalin,NA
IYS:GoA2019_Stn19:bongo:Net1:Z290,Beroe,IYS:GoA2019_Stn19:bongo:Net1:Z290:zoop_occ-171,present,NA,urn:lsid:marinespecies.org:taxname:1434994,"Gronov, 1760",NA,Genus,unaccepted,NA,"NA",Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,formalin,NA
IYS:GoA2019_Stn19:bongo:Net1:Z290,Beroe,IYS:GoA2019_Stn19:bongo:Net1:Z290:zoop_occ-172,present,NA,urn:lsid:marinespecies.org:taxname:106331,"Browne, 1756",NA,Genus,unaccepted,NA,"NA",Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,formalin,NA
IYS:GoA2019_Stn19:bongo:Net2:Z276,Animalia,IYS:GoA2019_Stn19:bongo:Net2:Z276:zoop_occ-173,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn19:bongo:Net2:Z284,Animalia,IYS:GoA2019_Stn19:bongo:Net2:Z284:zoop_occ-174,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn19:bongo:Net2:Z287,Animalia,IYS:GoA2019_Stn19:bongo:Net2:Z287:zoop_occ-175,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn19:bongo:Net2:Z288,Animalia,IYS:GoA2019_Stn19:bongo:Net2:Z288:zoop_occ-176,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn19:bongo:Net2:Z289,Animalia,IYS:GoA2019_Stn19:bongo:Net2:Z289:zoop_occ-177,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:22017,Euphausiidae,IYS:GoA2019_Stn20:bongo:Net2:22017:zoop_occ-178,present,NA,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",NA,Family,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:22018,Euphausiidae,IYS:GoA2019_Stn20:bongo:Net2:22018:zoop_occ-179,present,NA,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",NA,Family,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:22019,Neocalanus cristatus,IYS:GoA2019_Stn20:bongo:Net2:22019:zoop_occ-180,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS28,Euphausia pacifica,IYS:GoA2019_Stn20:bongo:Net2:SS28:zoop_occ-181,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS29,Euphausia pacifica,IYS:GoA2019_Stn20:bongo:Net2:SS29:zoop_occ-182,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS30,Thysanoessa spinifera,IYS:GoA2019_Stn20:bongo:Net2:SS30:zoop_occ-183,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS31,Thysanoessa spinifera,IYS:GoA2019_Stn20:bongo:Net2:SS31:zoop_occ-184,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS32,Animalia,IYS:GoA2019_Stn20:bongo:Net2:SS32:zoop_occ-185,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS33,Neocalanus cristatus,IYS:GoA2019_Stn20:bongo:Net2:SS33:zoop_occ-186,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS34,Neocalanus cristatus,IYS:GoA2019_Stn20:bongo:Net2:SS34:zoop_occ-187,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:SS35,Neocalanus cristatus,IYS:GoA2019_Stn20:bongo:Net2:SS35:zoop_occ-188,present,NA,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:Z281,Animalia,IYS:GoA2019_Stn20:bongo:Net2:Z281:zoop_occ-189,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:Z282,Animalia,IYS:GoA2019_Stn20:bongo:Net2:Z282:zoop_occ-190,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:Z283,Animalia,IYS:GoA2019_Stn20:bongo:Net2:Z283:zoop_occ-191,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn20:bongo:Net2:Z285,Animalia,IYS:GoA2019_Stn20:bongo:Net2:Z285:zoop_occ-192,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn21:bongo:Net2:SS36,Animalia,IYS:GoA2019_Stn21:bongo:Net2:SS36:zoop_occ-193,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn21:bongo:Net2:SS37,Animalia,IYS:GoA2019_Stn21:bongo:Net2:SS37:zoop_occ-194,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn21:bongo:Net2:Z215,Animalia,IYS:GoA2019_Stn21:bongo:Net2:Z215:zoop_occ-195,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn21:bongo:Net2:Z280,Animalia,IYS:GoA2019_Stn21:bongo:Net2:Z280:zoop_occ-196,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn21:bongo:Net2:Z286,Animalia,IYS:GoA2019_Stn21:bongo:Net2:Z286:zoop_occ-197,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS38,Lensia,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-198,present,NA,urn:lsid:marinespecies.org:taxname:135365,"Totton, 1932",NA,Genus,accepted,NA,"NA",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS38,Lensia,IYS:GoA2019_Stn22:bongo:Net2:SS38:zoop_occ-199,present,NA,urn:lsid:marinespecies.org:taxname:135365,"Totton, 1932",NA,Genus,accepted,NA,"NA",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS39,Thysanoessa spinifera,IYS:GoA2019_Stn22:bongo:Net2:SS39:zoop_occ-200,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS40,Thysanoessa spinifera,IYS:GoA2019_Stn22:bongo:Net2:SS40:zoop_occ-201,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS41,Thysanoessa spinifera,IYS:GoA2019_Stn22:bongo:Net2:SS41:zoop_occ-202,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS42,Euphausia pacifica,IYS:GoA2019_Stn22:bongo:Net2:SS42:zoop_occ-203,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS42B,Aequorea,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-204,present,NA,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",NA,Genus,accepted,NA,"NA",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS42B,Aequorea,IYS:GoA2019_Stn22:bongo:Net2:SS42B:zoop_occ-205,present,NA,urn:lsid:marinespecies.org:taxname:116998,"Péron & Lesueur, 1810",NA,Genus,accepted,NA,"NA",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS43,Euphausia pacifica,IYS:GoA2019_Stn22:bongo:Net2:SS43:zoop_occ-206,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS44,Euphausia pacifica,IYS:GoA2019_Stn22:bongo:Net2:SS44:zoop_occ-207,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:SS45,Euphausia pacifica,IYS:GoA2019_Stn22:bongo:Net2:SS45:zoop_occ-208,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:Z216,Animalia,IYS:GoA2019_Stn22:bongo:Net2:Z216:zoop_occ-209,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:Z218,Animalia,IYS:GoA2019_Stn22:bongo:Net2:Z218:zoop_occ-210,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:Z277,Animalia,IYS:GoA2019_Stn22:bongo:Net2:Z277:zoop_occ-211,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn22:bongo:Net2:Z279,Animalia,IYS:GoA2019_Stn22:bongo:Net2:Z279:zoop_occ-212,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22020,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-213,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22020,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-214,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22020,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:22020:zoop_occ-215,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22021,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-216,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22021,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-217,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:22021,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:22021:zoop_occ-218,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS46,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:SS46:zoop_occ-219,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS47,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:SS47:zoop_occ-220,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS48,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:SS48:zoop_occ-221,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS49,Thysanoessa spinifera,IYS:GoA2019_Stn23:bongo:Net2:SS49:zoop_occ-222,present,NA,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS50,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:SS50:zoop_occ-223,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS51,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:SS51:zoop_occ-224,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS52,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:SS52:zoop_occ-225,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS53,Euphausia pacifica,IYS:GoA2019_Stn23:bongo:Net2:SS53:zoop_occ-226,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:SS54,Sagittoidea,IYS:GoA2019_Stn23:bongo:Net2:SS54:zoop_occ-227,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:Z330,Animalia,IYS:GoA2019_Stn23:bongo:Net2:Z330:zoop_occ-228,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:Z333,Animalia,IYS:GoA2019_Stn23:bongo:Net2:Z333:zoop_occ-229,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:Z335,Animalia,IYS:GoA2019_Stn23:bongo:Net2:Z335:zoop_occ-230,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn23:bongo:Net2:Z336,Animalia,IYS:GoA2019_Stn23:bongo:Net2:Z336:zoop_occ-231,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn24:bongo:Net2:Z324,Animalia,IYS:GoA2019_Stn24:bongo:Net2:Z324:zoop_occ-232,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn24:bongo:Net2:Z326,Animalia,IYS:GoA2019_Stn24:bongo:Net2:Z326:zoop_occ-233,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn24:bongo:Net2:Z334,Animalia,IYS:GoA2019_Stn24:bongo:Net2:Z334:zoop_occ-234,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn24:bongo:Net2:Z343,Animalia,IYS:GoA2019_Stn24:bongo:Net2:Z343:zoop_occ-235,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn24:bongo:Net2:Z344,Animalia,IYS:GoA2019_Stn24:bongo:Net2:Z344:zoop_occ-236,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS55,Sagittoidea,IYS:GoA2019_Stn25:bongo:Net2:SS55:zoop_occ-237,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS55,Sagittoidea,IYS:GoA2019_Stn25:bongo:Net2:SS55:zoop_occ-238,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS55,Sagittoidea,IYS:GoA2019_Stn25:bongo:Net2:SS55:zoop_occ-239,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS55,Sagittoidea,IYS:GoA2019_Stn25:bongo:Net2:SS55:zoop_occ-240,present,NA,urn:lsid:marinespecies.org:taxname:5949,NA,NA,Class,accepted,NA,"NA",Animalia,Chaetognatha,Sagittoidea,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS56,Animalia,IYS:GoA2019_Stn25:bongo:Net2:SS56:zoop_occ-241,present,NA,urn:lsid:marinespecies.org:taxname:2,NA,NA,Kingdom,accepted,NA,"NA",Animalia,NA,NA,NA,NA,NA,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS57,Euphausia pacifica,IYS:GoA2019_Stn25:bongo:Net2:SS57:zoop_occ-242,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS57,Euphausia pacifica,IYS:GoA2019_Stn25:bongo:Net2:SS57:zoop_occ-243,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
IYS:GoA2019_Stn25:bongo:Net2:SS57,Euphausia pacifica,IYS:GoA2019_Stn25:bongo:Net2:SS57:zoop_occ-244,present,NA,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,Species,accepted,NA,"NA",Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,size fractionated & frozen,NA
