eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementRemarks
IYS:GoA2019_Stn1:bongo:Net1,NA,IYS:GoA2019_Stn1:bongo:Net1:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,216.16662816662816,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn1:bongo:Net1,NA,IYS:GoA2019_Stn1:bongo:Net1:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn1:bongo:Net1,NA,IYS:GoA2019_Stn1:bongo:Net1:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,42.422700777700776,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn1:bongo:Net1,NA,IYS:GoA2019_Stn1:bongo:Net1:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:depth,seafloor depth,http://vocab.nerc.ac.uk/collection/C00/current/SCILOG/,2300,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,218.74643874643874,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,42.928988603988607,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:gear,gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,micrometer,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,NA
IYS:GoA2019_Stn1:bongo:Net2,NA,IYS:GoA2019_Stn1:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,square meter,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z53,NA,IYS:GoA2019_Stn1:bongo:Net2:Z53:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.25,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z53,NA,IYS:GoA2019_Stn1:bongo:Net2:Z53:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,24.0,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z53,NA,IYS:GoA2019_Stn1:bongo:Net2:Z53:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net2:Z54,NA,IYS:GoA2019_Stn1:bongo:Net2:Z54:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.5,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z54,NA,IYS:GoA2019_Stn1:bongo:Net2:Z54:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,36.6,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z54,NA,IYS:GoA2019_Stn1:bongo:Net2:Z54:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net2:Z55,NA,IYS:GoA2019_Stn1:bongo:Net2:Z55:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,1.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z55,NA,IYS:GoA2019_Stn1:bongo:Net2:Z55:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,18.6,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z55,NA,IYS:GoA2019_Stn1:bongo:Net2:Z55:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net2:Z56,NA,IYS:GoA2019_Stn1:bongo:Net2:Z56:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,2.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z56,NA,IYS:GoA2019_Stn1:bongo:Net2:Z56:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,7.4,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z56,NA,IYS:GoA2019_Stn1:bongo:Net2:Z56:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net2:Z86,NA,IYS:GoA2019_Stn1:bongo:Net2:Z86:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,4.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z86,NA,IYS:GoA2019_Stn1:bongo:Net2:Z86:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,22.5,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn1:bongo:Net2:Z86,NA,IYS:GoA2019_Stn1:bongo:Net2:Z86:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,NA,IYS:GoA2019_Stn2:bongo:Net1:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,213.29121429121429,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn2:bongo:Net1,NA,IYS:GoA2019_Stn2:bongo:Net1:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn2:bongo:Net1,NA,IYS:GoA2019_Stn2:bongo:Net1:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,41.858400804650806,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn2:bongo:Net1,NA,IYS:GoA2019_Stn2:bongo:Net1:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:depth,seafloor depth,http://vocab.nerc.ac.uk/collection/C00/current/SCILOG/,2550,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,188.54115654115654,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,37.001201971201972,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:gear,gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,micrometer,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,NA
IYS:GoA2019_Stn2:bongo:Net2,NA,IYS:GoA2019_Stn2:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,square meter,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z51,NA,IYS:GoA2019_Stn2:bongo:Net2:Z51:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,4.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z51,NA,IYS:GoA2019_Stn2:bongo:Net2:Z51:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,20.7,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z51,NA,IYS:GoA2019_Stn2:bongo:Net2:Z51:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net2:Z52,NA,IYS:GoA2019_Stn2:bongo:Net2:Z52:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,2.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z52,NA,IYS:GoA2019_Stn2:bongo:Net2:Z52:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,8.1,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z52,NA,IYS:GoA2019_Stn2:bongo:Net2:Z52:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net2:Z85,NA,IYS:GoA2019_Stn2:bongo:Net2:Z85:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.25,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z85,NA,IYS:GoA2019_Stn2:bongo:Net2:Z85:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,45.7,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z85,NA,IYS:GoA2019_Stn2:bongo:Net2:Z85:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net2:Z87,NA,IYS:GoA2019_Stn2:bongo:Net2:Z87:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.5,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z87,NA,IYS:GoA2019_Stn2:bongo:Net2:Z87:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,39.4,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z87,NA,IYS:GoA2019_Stn2:bongo:Net2:Z87:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net2:Z88,NA,IYS:GoA2019_Stn2:bongo:Net2:Z88:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,1.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z88,NA,IYS:GoA2019_Stn2:bongo:Net2:Z88:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,55.8,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn2:bongo:Net2:Z88,NA,IYS:GoA2019_Stn2:bongo:Net2:Z88:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net1,NA,IYS:GoA2019_Stn3:bongo:Net1:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,226.10964810964811,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn3:bongo:Net1,NA,IYS:GoA2019_Stn3:bongo:Net1:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn3:bongo:Net1,NA,IYS:GoA2019_Stn3:bongo:Net1:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,44.374018441518444,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn3:bongo:Net1,NA,IYS:GoA2019_Stn3:bongo:Net1:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:depth,seafloor depth,http://vocab.nerc.ac.uk/collection/C00/current/SCILOG/,4055,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,189.56233156233156,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,37.201607569107573,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:gear,gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,micrometer,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,NA
IYS:GoA2019_Stn3:bongo:Net2,NA,IYS:GoA2019_Stn3:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,square meter,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z81,NA,IYS:GoA2019_Stn3:bongo:Net2:Z81:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.25,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z81,NA,IYS:GoA2019_Stn3:bongo:Net2:Z81:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z81,NA,IYS:GoA2019_Stn3:bongo:Net2:Z81:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net2:Z82,NA,IYS:GoA2019_Stn3:bongo:Net2:Z82:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.5,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z82,NA,IYS:GoA2019_Stn3:bongo:Net2:Z82:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z82,NA,IYS:GoA2019_Stn3:bongo:Net2:Z82:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net2:Z84,NA,IYS:GoA2019_Stn3:bongo:Net2:Z84:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,1.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z84,NA,IYS:GoA2019_Stn3:bongo:Net2:Z84:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z84,NA,IYS:GoA2019_Stn3:bongo:Net2:Z84:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net2:Z99,NA,IYS:GoA2019_Stn3:bongo:Net2:Z99:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,4.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z99,NA,IYS:GoA2019_Stn3:bongo:Net2:Z99:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z99,NA,IYS:GoA2019_Stn3:bongo:Net2:Z99:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn3:bongo:Net2:Z100,NA,IYS:GoA2019_Stn3:bongo:Net2:Z100:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,2.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z100,NA,IYS:GoA2019_Stn3:bongo:Net2:Z100:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn3:bongo:Net2:Z100,NA,IYS:GoA2019_Stn3:bongo:Net2:Z100:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn4:bongo:Net1,NA,IYS:GoA2019_Stn4:bongo:Net1:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,229.44190344190343,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn4:bongo:Net1,NA,IYS:GoA2019_Stn4:bongo:Net1:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn4:bongo:Net1,NA,IYS:GoA2019_Stn4:bongo:Net1:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,45.027973550473554,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn4:bongo:Net1,NA,IYS:GoA2019_Stn4:bongo:Net1:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:depth,seafloor depth,http://vocab.nerc.ac.uk/collection/C00/current/SCILOG/,4100,NA,m,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:tow_distance,tow_distance,http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/,198.80665280665281,NA,meter,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:depth_estimated_volume_filtered,depth_estimated_volume_filtered, ,49.0625,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:flowmeter_volume_filtered,flowmeter_volume_filtered,http://vocab.nerc.ac.uk/collection/P09/current/VOLF/,39.015805613305616,NA,cubic meter,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:speed_tow,speed_tow,http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/,1,NA,meter per second,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:gear,gear,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100002/,Bongo,http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/,NA,NA,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:bongo_mesh,bongo_mesh,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/,250,NA,micrometer,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,NA
IYS:GoA2019_Stn4:bongo:Net2,NA,IYS:GoA2019_Stn4:bongo:Net2:bongo:bongo_opening,bongo_opening,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/,0.5,NA,square meter,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z75,NA,IYS:GoA2019_Stn4:bongo:Net2:Z75:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.25,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z75,NA,IYS:GoA2019_Stn4:bongo:Net2:Z75:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,112.2,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z75,NA,IYS:GoA2019_Stn4:bongo:Net2:Z75:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn4:bongo:Net2:Z77,NA,IYS:GoA2019_Stn4:bongo:Net2:Z77:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,1.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z77,NA,IYS:GoA2019_Stn4:bongo:Net2:Z77:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,45.2,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z77,NA,IYS:GoA2019_Stn4:bongo:Net2:Z77:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn4:bongo:Net2:Z78,NA,IYS:GoA2019_Stn4:bongo:Net2:Z78:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,0.5,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z78,NA,IYS:GoA2019_Stn4:bongo:Net2:Z78:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,73.8,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn4:bongo:Net2:Z78,NA,IYS:GoA2019_Stn4:bongo:Net2:Z78:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,Size fraction,NA,NA,NA,NA
IYS:GoA2019_Stn4:bongo:Net2:Z79,NA,IYS:GoA2019_Stn4:bongo:Net2:Z79:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,2.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
