eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementRemarks
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,39.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,38.0,NA,mm,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,TBD,NA,mg,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,NA,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,2.0,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc6,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,69.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc7,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,45.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,4.0,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc8,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,4.0,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc9,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc10,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc11,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc12,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc13,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,43.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc14,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,43.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:weight,weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,TBD,NA,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length_type,length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,OA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:lifeStage,lifeStage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,4.0,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:reproductiveCondition,reproductiveCondition,http://vocab.nerc.ac.uk/collection/MVB/current/MVB000021/,NA,NA,NA,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc15,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:length,length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,42.0,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc16,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc16,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:minimumLength,minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/, ,NA,millimeter,NA,NA
IYS:GoA2019_Stn10:bongo:Net1:Petri dish,IYS_GoA2019_zocc16,IYS:GoA2019_Stn10:bongo:Net1:Petri dish:maximumLength,maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/, ,NA,millimeter,NA,NA
